,name,position,score,frequency,pubid,title,year
32,grating vector,33,0.36,1,pub.1021438827,,2015
33,nonlinearity,34,0.34,4,pub.1021438827,,2015
34,STED effect,35,0.32,2,pub.1021438827,,2015
35,phase difference,36,0.3,3,pub.1021438827,,2015
36,excitation,37,0.28,2,pub.1021438827,,2015
37,opposite phase,38,0.26,2,pub.1021438827,,2015
38,phase,39,0.24,7,pub.1021438827,,2015
39,harmonic strength,40,0.22,1,pub.1021438827,,2015
40,strength,41,0.2,6,pub.1021438827,,2015
41,feasibility study,42,0.18,5,pub.1021438827,,2015
42,method,43,0.16,84,pub.1021438827,,2015
43,wavelength,44,0.14,19,pub.1021438827,,2015
44,available lasers,45,0.12,2,pub.1021438827,,2015
45,laser,46,0.1,16,pub.1021438827,,2015
46,large field,47,0.08,1,pub.1021438827,,2015
47,field,48,0.06,12,pub.1021438827,,2015
48,theoretical assessment,49,0.04,2,pub.1021438827,,2015
49,structured excitation,50,0.02,1,pub.1021438827,,2015
0,cell growth,1,1.0,1,pub.1073577553,,2015
1,growth,2,0.98,2,pub.1073577553,,2015
2,cell conditions,3,0.96,1,pub.1073577553,,2015
3,conditions,4,0.94,25,pub.1073577553,,2015
4,somatic cells,5,0.92,1,pub.1073577553,,2015
5,cells,6,0.9,5,pub.1073577553,,2015
6,cancer cells,7,0.88,2,pub.1073577553,,2015
7,single cells,8,0.86,1,pub.1073577553,,2015
8,cell number,9,0.84,1,pub.1073577553,,2015
9,number,10,0.82,6,pub.1073577553,,2015
10,passage,11,0.8,1,pub.1073577553,,2015
11,human pluripotent stem cells,12,0.78,1,pub.1073577553,,2015
12,pluripotent stem cells,13,0.76,1,pub.1073577553,,2015
13,stem cells,14,0.73,3,pub.1073577553,,2015
14,cell clumps,15,0.71,1,pub.1073577553,,2015
15,clumps,16,0.69,1,pub.1073577553,,2015
16,cell counting,17,0.67,1,pub.1073577553,,2015
17,present study,18,0.65,3,pub.1073577553,,2015
18,time-lapse imaging system,19,0.63,1,pub.1073577553,,2015
19,colony area,20,0.61,1,pub.1073577553,,2015
20,number of nuclei,21,0.59,1,pub.1073577553,,2015
21,nucleus,22,0.57,1,pub.1073577553,,2015
22,hPSC colonies,23,0.55,1,pub.1073577553,,2015
23,colonies,24,0.53,2,pub.1073577553,,2015
24,time-lapse images,25,0.51,1,pub.1073577553,,2015
25,nuclei number,26,0.49,1,pub.1073577553,,2015
26,cell lines,27,0.47,1,pub.1073577553,,2015
27,lines,28,0.45,6,pub.1073577553,,2015
28,colony size,29,0.43,1,pub.1073577553,,2015
29,size,30,0.41,14,pub.1073577553,,2015
30,colony morphology,31,0.39,1,pub.1073577553,,2015
31,morphology,32,0.37,4,pub.1073577553,,2015
32,culture conditions,33,0.35,1,pub.1073577553,,2015
33,changes,34,0.33,6,pub.1073577553,,2015
34,cell growth conditions,35,0.31,1,pub.1073577553,,2015
35,growth conditions,36,0.29,1,pub.1073577553,,2015
36,analysis,37,0.27,19,pub.1073577553,,2015
37,colony growth,38,0.24,1,pub.1073577553,,2015
38,cell growth rate,39,0.22,1,pub.1073577553,,2015
39,growth rate,40,0.2,1,pub.1073577553,,2015
40,basic research,41,0.18,1,pub.1073577553,,2015
41,first study,42,0.16,1,pub.1073577553,,2015
42,quality control,43,0.14,1,pub.1073577553,,2015
43,control,44,0.12,39,pub.1073577553,,2015
44,cell cultures,45,0.1,1,pub.1073577553,,2015
45,culture,46,0.08,4,pub.1073577553,,2015
46,development,47,0.06,27,pub.1073577553,,2015
47,stem cell growth,48,0.04,1,pub.1073577553,,2015
48,time-lapse image analysis,49,0.02,1,pub.1073577553,,2015
0,photon absorption,1,1.0,1,pub.1079093859,,2015
1,absorption,2,0.95,5,pub.1079093859,,2015
2,phenomenon,3,0.9,6,pub.1079093859,,2015
3,American physicists,4,0.86,1,pub.1079093859,,2015
4,physicists,5,0.81,1,pub.1079093859,,2015
5,Denk,6,0.76,1,pub.1079093859,,2015
7,lab,8,0.67,1,pub.1079093859,,2015
8,IR laser,9,0.62,1,pub.1079093859,,2015
9,laser,10,0.57,16,pub.1079093859,,2015
10,applications,11,0.52,27,pub.1079093859,,2015
11,field,12,0.48,12,pub.1079093859,,2015
12,photon microscope,13,0.43,1,pub.1079093859,,2015
13,microscope,14,0.38,11,pub.1079093859,,2015
14,time,15,0.33,22,pub.1079093859,,2015
15,principles,16,0.29,4,pub.1079093859,,2015
16,two-photon microscopy,17,0.24,1,pub.1079093859,,2015
17,microscopy,18,0.19,22,pub.1079093859,,2015
18,technology,19,0.14,19,pub.1079093859,,2015
19,capture efficiency,20,0.1,1,pub.1079093859,,2015
20,efficiency,21,0.05,6,pub.1079093859,,2015
0,wafers,1,1.0,18,pub.1094495054,,2015
1,wafer bonding system,2,0.96,2,pub.1094495054,,2015
2,bonding systems,3,0.92,5,pub.1094495054,,2015
4,circuit fabrication,5,0.85,4,pub.1094495054,,2015
5,fabrication,6,0.81,23,pub.1094495054,,2015
6,methodology,7,0.77,7,pub.1094495054,,2015
7,device yield,8,0.73,1,pub.1094495054,,2015
8,yield formula,9,0.69,1,pub.1094495054,,2015
9,formula,10,0.65,4,pub.1094495054,,2015
10,random component,11,0.62,1,pub.1094495054,,2015
11,components,12,0.58,9,pub.1094495054,,2015
12,experimental results,13,0.54,20,pub.1094495054,,2015
13,results,14,0.5,56,pub.1094495054,,2015
14,alignment capability,15,0.46,6,pub.1094495054,,2015
15,capability,16,0.42,14,pub.1094495054,,2015
16,overlay accuracy,17,0.38,4,pub.1094495054,,2015
17,accuracy,18,0.35,31,pub.1094495054,,2015
18,permanent bonding,19,0.31,4,pub.1094495054,,2015
19,bonding,20,0.27,6,pub.1094495054,,2015
20,key enabler,21,0.23,1,pub.1094495054,,2015
21,enablers,22,0.19,1,pub.1094495054,,2015
22,manufacturing,23,0.15,8,pub.1094495054,,2015
23,precision,24,0.12,6,pub.1094495054,,2015
24,bonding process,25,0.08,4,pub.1094495054,,2015
0,alignment process,1,1.0,1,pub.1093802534,,2015
2,CMOS wafers,3,0.89,1,pub.1093802534,,2015
3,wafers,4,0.83,18,pub.1093802534,,2015
4,critical procedure,5,0.78,1,pub.1093802534,,2015
5,correction,6,0.72,7,pub.1093802534,,2015
6,alignment,7,0.67,6,pub.1093802534,,2015
7,wafer bonding,8,0.61,2,pub.1093802534,,2015
8,bonding,9,0.56,6,pub.1093802534,,2015
9,contact,10,0.5,4,pub.1093802534,,2015
10,high alignment accuracy,11,0.44,1,pub.1093802534,,2015
11,alignment accuracy,12,0.39,2,pub.1093802534,,2015
12,accuracy,13,0.33,31,pub.1093802534,,2015
13,alignment capability,14,0.28,6,pub.1093802534,,2015
14,capability,15,0.22,14,pub.1093802534,,2015
15,metrology tools,16,0.17,2,pub.1093802534,,2015
16,tool,17,0.11,11,pub.1093802534,,2015
17,future 3D,18,0.06,1,pub.1093802534,,2015
0,diffuse optical tomography,1,1.0,1,pub.1061718602,,2015
1,optical tomography,2,0.96,1,pub.1061718602,,2015
2,tomographic images,3,0.93,1,pub.1061718602,,2015
3,images,4,0.89,28,pub.1061718602,,2015
4,observations,5,0.85,4,pub.1061718602,,2015
5,spectroscopy,6,0.81,4,pub.1061718602,,2015
6,inverse problem,7,0.78,1,pub.1061718602,,2015
7,method,8,0.74,84,pub.1061718602,,2015
8,determination,9,0.7,3,pub.1061718602,,2015
9,technique,10,0.67,39,pub.1061718602,,2015
10,estimation,11,0.63,8,pub.1061718602,,2015
11,less dependency,12,0.59,1,pub.1061718602,,2015
12,dependency,13,0.56,2,pub.1061718602,,2015
13,numerical experiments,14,0.52,1,pub.1061718602,,2015
14,experiments,15,0.48,31,pub.1061718602,,2015
15,schematic phase diagram,16,0.44,1,pub.1061718602,,2015
16,phase diagram,17,0.41,1,pub.1061718602,,2015
17,diagram,18,0.37,3,pub.1061718602,,2015
18,respect,19,0.33,5,pub.1061718602,,2015
19,region,20,0.3,14,pub.1061718602,,2015
20,solution,21,0.26,13,pub.1061718602,,2015
21,dense ones,22,0.22,1,pub.1061718602,,2015
22,one,23,0.19,7,pub.1061718602,,2015
23,experimental results,24,0.15,20,pub.1061718602,,2015
24,results,25,0.11,56,pub.1061718602,,2015
25,theoretical analysis,26,0.07,4,pub.1061718602,,2015
26,simple case,27,0.04,1,pub.1061718602,,2015
0,study,1,1.0,22,pub.1041527483,,2015
0,effect,1,1.0,49,pub.1035996055,,2015
1,software platform,2,0.75,1,pub.1050631474,,2015
2,platform,3,0.5,2,pub.1050631474,,2015
3,management,4,0.25,3,pub.1050631474,,2015
0,review paper,1,1.0,1,pub.1012684764,,2015
1,parameters,2,0.93,9,pub.1012684764,,2015
2,order,3,0.87,31,pub.1012684764,,2015
3,performance,4,0.8,27,pub.1012684764,,2015
4,productivity requirements,5,0.73,1,pub.1012684764,,2015
5,requirements,6,0.67,12,pub.1012684764,,2015
6,semiconductor lithography,7,0.6,2,pub.1012684764,,2015
7,lithography,8,0.53,36,pub.1012684764,,2015
8,aberration impact,9,0.47,1,pub.1012684764,,2015
9,control,10,0.4,39,pub.1012684764,,2015
10,wafers,11,0.33,18,pub.1012684764,,2015
11,circuit patterns,12,0.27,2,pub.1012684764,,2015
12,different layers,13,0.2,1,pub.1012684764,,2015
13,layer,14,0.13,19,pub.1012684764,,2015
14,exposure tool,15,0.07,7,pub.1012684764,,2015
0,interface,1,1.0,9,pub.1021560986,,2015
1,information sharing method,2,0.95,1,pub.1021560986,,2015
2,sharing method,3,0.9,1,pub.1021560986,,2015
3,method,4,0.85,84,pub.1021560986,,2015
4,users,5,0.8,3,pub.1021560986,,2015
5,everyday information,6,0.75,1,pub.1021560986,,2015
6,information,7,0.7,6,pub.1021560986,,2015
7,natural manner,8,0.65,1,pub.1021560986,,2015
8,manner,9,0.6,1,pub.1021560986,,2015
9,ceiling,10,0.55,1,pub.1021560986,,2015
10,devices,11,0.5,20,pub.1021560986,,2015
11,prototype,12,0.45,5,pub.1021560986,,2015
12,proof,13,0.4,4,pub.1021560986,,2015
13,concept,14,0.35,6,pub.1021560986,,2015
14,camera device,15,0.3,1,pub.1021560986,,2015
15,laser pointer,16,0.25,1,pub.1021560986,,2015
16,pointers,17,0.2,1,pub.1021560986,,2015
17,interactive information sharing,18,0.15,1,pub.1021560986,,2015
18,information sharing,19,0.1,1,pub.1021560986,,2015
19,sharing,20,0.05,2,pub.1021560986,,2015
0,control interface,1,1.0,1,pub.1032013513,,2015
1,interface,2,0.95,9,pub.1032013513,,2015
2,microscope stage,3,0.89,1,pub.1032013513,,2015
3,compact mechanism,4,0.84,1,pub.1032013513,,2015
4,room,5,0.79,3,pub.1032013513,,2015
5,fingertip,6,0.74,1,pub.1032013513,,2015
6,new kind,7,0.68,1,pub.1032013513,,2015
7,kind,8,0.63,8,pub.1032013513,,2015
8,microscope,9,0.58,11,pub.1032013513,,2015
9,freedom,10,0.53,2,pub.1032013513,,2015
10,hexapod,11,0.47,1,pub.1032013513,,2015
11,devices,12,0.42,20,pub.1032013513,,2015
12,plane,13,0.37,6,pub.1032013513,,2015
13,concept,14,0.32,6,pub.1032013513,,2015
14,prototype,15,0.26,5,pub.1032013513,,2015
15,quantitative evaluation,16,0.21,1,pub.1032013513,,2015
16,evaluation,17,0.16,11,pub.1032013513,,2015
17,stage control,18,0.11,1,pub.1032013513,,2015
18,control,19,0.05,39,pub.1032013513,,2015
0,aim,1,1.0,1,pub.1000598408,,2015
1,evaluation,2,0.86,11,pub.1000598408,,2015
2,high-frequency components,3,0.71,1,pub.1000598408,,2015
3,low-frequency components,4,0.57,1,pub.1000598408,,2015
4,effect of frequency,5,0.43,1,pub.1000598408,,2015
5,effect,6,0.29,49,pub.1000598408,,2015
6,frequency,7,0.14,10,pub.1000598408,,2015
0,bonding systems,1,1.0,5,pub.1093276574,,2014
2,circuit fabrication,3,0.9,4,pub.1093276574,,2014
3,fabrication,4,0.86,23,pub.1093276574,,2014
4,methodology,5,0.81,7,pub.1093276574,,2014
5,profile control system,6,0.76,3,pub.1093276574,,2014
6,control system,7,0.71,8,pub.1093276574,,2014
7,thermocompression bonding process,8,0.67,3,pub.1093276574,,2014
8,bonding process,9,0.62,4,pub.1093276574,,2014
10,experimental results,11,0.52,20,pub.1093276574,,2014
11,results,12,0.48,56,pub.1093276574,,2014
12,alignment capability,13,0.43,6,pub.1093276574,,2014
13,capability,14,0.38,14,pub.1093276574,,2014
14,overlay accuracy,15,0.33,4,pub.1093276574,,2014
15,accuracy,16,0.29,31,pub.1093276574,,2014
16,permanent bonding,17,0.24,4,pub.1093276574,,2014
17,bonding,18,0.19,6,pub.1093276574,,2014
18,wafer-level Cu,19,0.14,2,pub.1093276574,,2014
19,Cu,20,0.1,3,pub.1093276574,,2014
20,Cu bonding,21,0.05,2,pub.1093276574,,2014
0,projection optics,1,1.0,5,pub.1018452152,,2014
1,optics,2,0.95,30,pub.1018452152,,2014
2,semiconductor lithography,3,0.89,2,pub.1018452152,,2014
3,lithography,4,0.84,36,pub.1018452152,,2014
4,wavefront measurements,5,0.79,1,pub.1018452152,,2014
5,measurements,6,0.74,30,pub.1018452152,,2014
6,evolution,7,0.68,1,pub.1018452152,,2014
7,interferometer,8,0.63,6,pub.1018452152,,2014
8,wavefront aberrations,9,0.58,2,pub.1018452152,,2014
9,aberrations,10,0.53,9,pub.1018452152,,2014
10,surface error,11,0.47,1,pub.1018452152,,2014
11,lenses,12,0.42,7,pub.1018452152,,2014
12,subnanometer accuracy,13,0.37,2,pub.1018452152,,2014
13,mass production,14,0.32,1,pub.1018452152,,2014
14,wavefront metrology,15,0.26,2,pub.1018452152,,2014
15,metrology,16,0.21,3,pub.1018452152,,2014
16,high-resolution optical system,17,0.16,1,pub.1018452152,,2014
17,optical system,18,0.11,8,pub.1018452152,,2014
0,copies,1,1.0,1,pub.1094516627,,2014
1,representative metaphors,2,0.97,1,pub.1094516627,,2014
2,metaphor,3,0.95,1,pub.1094516627,,2014
3,data exchange,4,0.92,1,pub.1094516627,,2014
4,exchange,5,0.89,1,pub.1094516627,,2014
5,documents,6,0.87,2,pub.1094516627,,2014
6,personal computer,7,0.84,1,pub.1094516627,,2014
7,computer,8,0.82,2,pub.1094516627,,2014
8,computing environment,9,0.79,1,pub.1094516627,,2014
9,environment,10,0.76,8,pub.1094516627,,2014
10,life space,11,0.74,1,pub.1094516627,,2014
11,space,12,0.71,2,pub.1094516627,,2014
12,mobile phones,13,0.68,2,pub.1094516627,,2014
13,phones,14,0.66,2,pub.1094516627,,2014
14,tablet devices,15,0.63,1,pub.1094516627,,2014
15,devices,16,0.61,20,pub.1094516627,,2014
16,home electric appliances,17,0.58,1,pub.1094516627,,2014
17,electric appliances,18,0.55,1,pub.1094516627,,2014
18,appliances,19,0.53,2,pub.1094516627,,2014
19,effective metaphor,20,0.5,1,pub.1094516627,,2014
20,purpose,21,0.47,1,pub.1094516627,,2014
21,device boundaries,22,0.45,1,pub.1094516627,,2014
22,boundaries,23,0.42,1,pub.1094516627,,2014
23,real space,24,0.39,1,pub.1094516627,,2014
24,paper,25,0.37,30,pub.1094516627,,2014
25,interface,26,0.34,9,pub.1094516627,,2014
26,digital objects,27,0.32,1,pub.1094516627,,2014
27,objects,28,0.29,9,pub.1094516627,,2014
28,pasting,29,0.26,1,pub.1094516627,,2014
29,approach,30,0.24,18,pub.1094516627,,2014
30,direct pointing,31,0.21,1,pub.1094516627,,2014
31,pointing,32,0.18,1,pub.1094516627,,2014
32,requirements,33,0.16,12,pub.1094516627,,2014
33,prototype,34,0.13,5,pub.1094516627,,2014
34,design space,35,0.11,1,pub.1094516627,,2014
35,disadvantages,36,0.08,2,pub.1094516627,,2014
36,visual effects,37,0.05,1,pub.1094516627,,2014
37,auxiliary mechanism,38,0.03,1,pub.1094516627,,2014
0,everyday goods,1,1.0,1,pub.1093788995,,2014
1,one,2,0.97,7,pub.1093788995,,2014
2,concept,3,0.94,6,pub.1093788995,,2014
3,objects,4,0.91,9,pub.1093788995,,2014
4,new generation product,5,0.88,1,pub.1093788995,,2014
5,generation products,6,0.84,1,pub.1093788995,,2014
6,Dooge,7,0.81,1,pub.1093788995,,2014
7,novel interaction method,8,0.78,2,pub.1093788995,,2014
8,interaction method,9,0.75,2,pub.1093788995,,2014
9,method,10,0.72,84,pub.1093788995,,2014
10,OCR,11,0.69,1,pub.1093788995,,2014
11,operation,12,0.66,3,pub.1093788995,,2014
12,configuration,13,0.62,6,pub.1093788995,,2014
13,sharing,14,0.59,2,pub.1093788995,,2014
14,prototype,15,0.56,5,pub.1093788995,,2014
15,proof,16,0.53,4,pub.1093788995,,2014
16,digital SLR,17,0.5,1,pub.1093788995,,2014
17,SLR,18,0.47,1,pub.1093788995,,2014
18,OCR engine,19,0.44,1,pub.1093788995,,2014
19,engine,20,0.41,1,pub.1093788995,,2014
20,Tesseract,21,0.38,1,pub.1093788995,,2014
21,handwritten character images,22,0.34,1,pub.1093788995,,2014
22,character images,23,0.31,1,pub.1093788995,,2014
23,images,24,0.28,28,pub.1093788995,,2014
24,preprocessing,25,0.25,1,pub.1093788995,,2014
25,projective transform,26,0.22,1,pub.1093788995,,2014
26,transform,27,0.19,1,pub.1093788995,,2014
27,order,28,0.16,31,pub.1093788995,,2014
28,capture,29,0.12,2,pub.1093788995,,2014
29,camera,30,0.09,10,pub.1093788995,,2014
30,handwritten text,31,0.06,1,pub.1093788995,,2014
31,text,32,0.03,1,pub.1093788995,,2014
0,methodology,1,1.0,7,pub.1095323081,,2014
1,wafer bonding,2,0.93,2,pub.1095323081,,2014
2,bonding,3,0.87,6,pub.1095323081,,2014
3,load-cell measurements,4,0.8,1,pub.1095323081,,2014
4,measurements,5,0.73,30,pub.1095323081,,2014
5,wafer holder,6,0.67,1,pub.1095323081,,2014
6,holder,7,0.6,2,pub.1095323081,,2014
7,wafers,8,0.53,18,pub.1095323081,,2014
8,alignment capability,9,0.47,6,pub.1095323081,,2014
9,capability,10,0.4,14,pub.1095323081,,2014
10,damage,11,0.33,8,pub.1095323081,,2014
11,materials,12,0.27,15,pub.1095323081,,2014
12,future 3D integration,13,0.2,1,pub.1095323081,,2014
13,integration,14,0.13,2,pub.1095323081,,2014
14,CMOS,15,0.07,1,pub.1095323081,,2014
0,moire method,1,1.0,2,pub.1051986367,,2014
1,method,2,0.97,84,pub.1051986367,,2014
2,metrology system,3,0.94,1,pub.1051986367,,2014
4,photolithography,5,0.89,2,pub.1051986367,,2014
5,improvement,6,0.86,14,pub.1051986367,,2014
6,displacement metrology,7,0.83,1,pub.1051986367,,2014
7,metrology,8,0.8,3,pub.1051986367,,2014
8,conventional optical sensors,9,0.77,1,pub.1051986367,,2014
9,optical sensors,10,0.74,1,pub.1051986367,,2014
10,sensors,11,0.71,20,pub.1051986367,,2014
11,registration marks,12,0.69,1,pub.1051986367,,2014
12,photoresist,13,0.66,3,pub.1051986367,,2014
13,bare silicon wafers,14,0.63,1,pub.1051986367,,2014
14,silicon wafers,15,0.6,4,pub.1051986367,,2014
15,wafers,16,0.57,18,pub.1051986367,,2014
16,double exposure,17,0.54,1,pub.1051986367,,2014
17,grating,18,0.51,3,pub.1051986367,,2014
18,moire,19,0.49,1,pub.1051986367,,2014
19,opposite phase,20,0.46,2,pub.1051986367,,2014
20,phase,21,0.43,7,pub.1051986367,,2014
21,alternate directions,22,0.4,1,pub.1051986367,,2014
22,direction,23,0.37,8,pub.1051986367,,2014
23,displacement,24,0.34,2,pub.1051986367,,2014
24,distance,25,0.31,9,pub.1051986367,,2014
25,position,26,0.29,12,pub.1051986367,,2014
26,analogy,27,0.26,1,pub.1051986367,,2014
27,conventional registration methods,28,0.23,1,pub.1051986367,,2014
28,registration method,29,0.2,1,pub.1051986367,,2014
29,performance,30,0.17,27,pub.1051986367,,2014
30,exposure apparatus,31,0.14,5,pub.1051986367,,2014
31,apparatus,32,0.11,11,pub.1051986367,,2014
32,precision,33,0.09,6,pub.1051986367,,2014
33,time,34,0.06,22,pub.1051986367,,2014
34,conventional methods,35,0.03,2,pub.1051986367,,2014
0,light field camera,1,1.0,1,pub.1094325809,,2014
1,field camera,2,0.98,1,pub.1094325809,,2014
2,camera,3,0.95,10,pub.1094325809,,2014
3,images,4,0.93,28,pub.1094325809,,2014
4,combination,5,0.9,6,pub.1094325809,,2014
5,integral display,6,0.88,1,pub.1094325809,,2014
6,display,7,0.86,3,pub.1094325809,,2014
7,useful features,8,0.83,1,pub.1094325809,,2014
8,features,9,0.81,8,pub.1094325809,,2014
9,image capture,10,0.79,1,pub.1094325809,,2014
10,capture,11,0.76,2,pub.1094325809,,2014
11,reconstruction,12,0.74,2,pub.1094325809,,2014
12,information,13,0.71,6,pub.1094325809,,2014
13,light field data,14,0.69,1,pub.1094325809,,2014
14,field data,15,0.67,1,pub.1094325809,,2014
15,data,16,0.64,8,pub.1094325809,,2014
16,fact,17,0.62,2,pub.1094325809,,2014
17,sensor plane,18,0.6,1,pub.1094325809,,2014
18,plane,19,0.57,6,pub.1094325809,,2014
19,micro lens array,20,0.55,1,pub.1094325809,,2014
20,lens array,21,0.52,1,pub.1094325809,,2014
21,array,22,0.5,7,pub.1094325809,,2014
22,capturing,23,0.48,1,pub.1094325809,,2014
23,point,24,0.45,8,pub.1094325809,,2014
24,object images,25,0.43,1,pub.1094325809,,2014
25,image plane,26,0.4,2,pub.1094325809,,2014
26,direction,27,0.38,8,pub.1094325809,,2014
27,object lens,28,0.36,1,pub.1094325809,,2014
28,lateral magnification,29,0.33,1,pub.1094325809,,2014
29,actual 3D image,30,0.31,1,pub.1094325809,,2014
30,display screen,31,0.29,1,pub.1094325809,,2014
31,screen,32,0.26,3,pub.1094325809,,2014
32,carving,33,0.24,1,pub.1094325809,,2014
33,reconstructed images,34,0.21,1,pub.1094325809,,2014
34,high resolution,35,0.19,5,pub.1094325809,,2014
35,resolution,36,0.17,18,pub.1094325809,,2014
36,micro lens,37,0.14,1,pub.1094325809,,2014
37,resolution information,38,0.12,1,pub.1094325809,,2014
38,implicit resolution,39,0.1,1,pub.1094325809,,2014
39,convolutional process,40,0.07,1,pub.1094325809,,2014
41,integral 3D display,42,0.02,1,pub.1094325809,,2014
0,human bone marrow mesenchymal stem cells,1,1.0,1,pub.1035653474,,2014
1,bone marrow mesenchymal stem cells,2,0.98,1,pub.1035653474,,2014
2,marrow mesenchymal stem cells,3,0.96,1,pub.1035653474,,2014
3,mesenchymal stem cells,4,0.94,2,pub.1035653474,,2014
4,stem cells,5,0.93,3,pub.1035653474,,2014
5,cells,6,0.91,5,pub.1035653474,,2014
6,cell source,7,0.89,1,pub.1035653474,,2014
7,clinical bone regeneration,8,0.87,2,pub.1035653474,,2014
8,bone regeneration,9,0.85,1,pub.1035653474,,2014
9,regeneration,10,0.83,1,pub.1035653474,,2014
10,greater therapeutic effect,11,0.81,1,pub.1035653474,,2014
11,therapeutic effect,12,0.8,1,pub.1035653474,,2014
12,effect,13,0.78,49,pub.1035653474,,2014
13,osteogenic differentiation potential,14,0.76,1,pub.1035653474,,2014
14,differentiation potential,15,0.74,2,pub.1035653474,,2014
15,culture,16,0.72,4,pub.1035653474,,2014
16,implantation,17,0.7,1,pub.1035653474,,2014
17,evaluation,18,0.69,11,pub.1035653474,,2014
18,osteogenicity,19,0.67,1,pub.1035653474,,2014
19,marker analysis,20,0.65,1,pub.1035653474,,2014
20,quality assessment,21,0.63,1,pub.1035653474,,2014
21,assessment,22,0.61,2,pub.1035653474,,2014
22,clinical cell therapy,23,0.59,1,pub.1035653474,,2014
23,cell therapy,24,0.57,2,pub.1035653474,,2014
24,therapy,25,0.56,1,pub.1035653474,,2014
25,positive predictive value,26,0.54,1,pub.1035653474,,2014
