Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
U19AI090023,System Biological Analyses of Innate and Adaptive Responses to Vaccination,41860480.0,2010,2022,National Institute of Allergy and Infectious Diseases,United States,grant.2695875
R01CA143130,Understanding and Enhancing T-Cell Responses to High Risk Human Papillomaviruses,6391168.0,2010,2020,National Cancer Institute,United States,grant.2480743
R01CA125244,Adoptive Transfer of AlloCTL for Immunotherapy of Recurrent Gliomas,2436181.0,2010,2016,National Cancer Institute,United States,grant.2479129
U19AI089683,"The Intransigence of Malaria in Malawi: Understanding Hidden Reservoirs, Successful Vectors and Prevention Failures",16795696.0,2010,2024,National Institute of Allergy and Infectious Diseases,United States,grant.2695866
R01AI081558,Immune Response to Pneumococcal Vaccination in HIV Infected Adults,1461020.0,2010,2014,National Institute of Allergy and Infectious Diseases,United States,grant.2458536
R21HD061709,Metabolic and Immune Responses to Flu Vaccine in Mitochondrial Disease Patients,432419.0,2010,2012,National Institute of Child Health and Human Development,United States,grant.2612839
R01CA140602,Vaccination with IL-15 DC to Generate Melanoma-specific Protective Memory T Cells,1410939.0,2010,2015,National Cancer Institute,United States,grant.2480550
R18HS018158,Flu Alert: Influenza Vaccine Alerts for Providers in the Electronic Health Record,1200000.0,2009,2013,Agency for Healthcare Research and Quality,United States,grant.2595050
U19AI084024,The UPMC Sexually Transmitted Infections Cooperative Research Center,12910007.0,2009,2017,National Institute of Allergy and Infectious Diseases,United States,grant.2695854
RC1LM010513,Population versus Practice-Based Interventions to Increase Immunization Rates,999999.0,2009,2012,United States National Library of Medicine,United States,grant.2668950
RC2HL101632,Viral/Immune parameters of Dengue and WNV in donors: blood safety implications,2118432.0,2009,2013,National Heart Lung and Blood Institute,United States,grant.2669408
RC2DA028837,Phase III Study of a Nicotine Vaccine for Smoking Cessation,10007124.0,2009,2011,National Institute on Drug Abuse,United States,grant.2669273
RC2CA148491,A Phase I Study of EGFRvIII Peptide Vaccination (CDX-110) after Conventional Radi,1548119.0,2009,2013,National Cancer Institute,United States,grant.2669252
RC1AI086900,Translational Research: From Mechanisms of Influenza Transmission to Prevention,995688.0,2009,2012,National Institute of Allergy and Infectious Diseases,United States,grant.2668338
K01TW008401,"Preliminary Effectiveness Analysis of Universal Rotavirus Immunization, Nicaragua",507037.0,2009,2013,Fogarty International Center,United States,grant.2405732
P30AG034532,NBER Roybal Center for Behavior Change in Health,5297949.0,2009,2024,National Institute on Aging,United States,grant.2438666
U01IP000320,Strategies to Vaccinate all Children for Influenza in a Practice Setting,780000.0,2009,2013,Centers for Disease Control and Prevention,United States,grant.2692241
P50CA140158,Experimental Therapeutics of Leukemia,11230671.0,2009,2015,National Cancer Institute,United States,grant.2440237
R01HL095163,Cigarette Smoke and Susceptibility to Influenza Infection,1993842.0,2009,2015,National Heart Lung and Blood Institute,United States,grant.2542406
R21AG031470,The Effect of Fact versus Myth Messages on Receipt of Influenza Vaccination,250100.0,2009,2011,National Institute on Aging,United States,grant.2596587
R21CA134813,Stress management and vaccine response among women at risk for breast cancer,425920.0,2009,2012,National Cancer Institute,United States,grant.2605071
R21CA133859,A Bi-Institutional Pilot Study of Vaccinations for Patients with Low Grade Glioma,677685.0,2009,2012,National Cancer Institute,United States,grant.2605041
R01AT004313,Meditation and Exercise for Prevention of Acute Respiratory Infection,1185662.0,2009,2012,National Center for Complementary and Integrative Health,United States,grant.2465669
R01CA134633,Clinical translation of 19F MRI to visualize cancer immunotherapeutic cells,3972426.0,2009,2022,National Cancer Institute,United States,grant.2479960
P01CA132714,Directing Tumor-specific T cells to Tumors,6766119.0,2009,2016,National Cancer Institute,United States,grant.2435850
R44HD056647,Relieving Pediatric Immunization Pain Using A Reusable Personal Device,1061888.0,2009,2012,National Institute of Child Health and Human Development,United States,grant.2661855
R21CA130340,CD8+ T cell Activation and Infiltration Into Breast Tumors Following Vaccination,628726.0,2009,2012,National Cancer Institute,United States,grant.2604859
P01TP000300,"TP08-001, PREPAREDNESS AND EMERGENCY RESPONSE CENTER",5206088.0,2008,2015,Office of Public Health Preparedness and Response,United States,grant.2437505
P01AT005013,Metabolic and Immunologic Effects of Meditation,6759902.0,2008,2015,National Center for Complementary and Integrative Health,United States,grant.2435348
R01HD060338,Effect of a sanitation & nutrition intervention on HIV-exposed infant health,2005228.0,2008,2014,National Institute of Child Health and Human Development,United States,grant.2527987
R21CA132279,EBV-Specific T-Cell Therapy for Nasopharynx Cancer: Immunomodulation and Response,759710.0,2008,2012,National Cancer Institute,United States,grant.2604950
R01DA025223,Multisite Controlled Trial of Cocaine Vaccine (1of 6) Lead Site/ Houston Treatmen,1677185.0,2008,2015,National Institute on Drug Abuse,United States,grant.2486607
R21CA128232,Therapeutic HPV vaccination for stage IB1 cervical cancer,582462.0,2008,2012,National Cancer Institute,United States,grant.2604757
R01CA135272,RNA-based Immunotherapy Targeting Antigens Unique to Brain Tumor Stem Cells,2349699.0,2008,2013,National Cancer Institute,United States,grant.2480039
R01CA129517,Adoptive T Cell Therapy for the Treatment of HER2 Overexpressing Cancers,2236359.0,2008,2013,National Cancer Institute,United States,grant.2479498
U18IP000184,"Annual Estimates of Influenza Vaccine Effectiveness:  Davidson County, TN",2950681.0,2008,2012,Centers for Disease Control and Prevention,United States,grant.2695638
R21DA024388,Nicotine Vaccine &Nicotine Occupancy of Brain Nicotinic Receptors,351268.0,2008,2011,National Institute on Drug Abuse,United States,grant.2606994
R21CA123864,Clinical Trial of DRibble Vaccine in NSCLC,653850.0,2008,2011,National Cancer Institute,United States,grant.2604548
R01HL086488,Development of a P. vivax immunization and sporozoite challenge model for human,1237748.0,2008,2014,National Heart Lung and Blood Institute,United States,grant.2541233
UL1RR025744,Stanford Center for Clinical and Translational Education and Research (SCCTER)UL1,22403116.0,2008,2013,National Center for Advancing Translational Sciences,United States,grant.2705148
UL1RR025777,UAB Center for Clinical and Translational Science (CCTS) UL1,22323402.0,2008,2013,National Center for Advancing Translational Sciences,United States,grant.2705159
U01CA132194,Early Clinical Trials of New Anti-Cancer Agents with Phase I Emphasis (U01),1607939.0,2008,2014,National Cancer Institute,United States,grant.2689113
R21DA023521,An Arts Intervention for Drug-Using Homeless Youth,423500.0,2008,2011,National Institute on Drug Abuse,United States,grant.2606936
R21CA132891,Effect on IL-2R Antibody on Regulatory T-cells in Patients with Malignant Gliomas,464100.0,2008,2009,National Cancer Institute,United States,grant.2604968
U01IP000127,"EFFICACY OF OSELTAMIVIR IN REDUCING DURATION OF ILLNESS, VIRAL SHEDDING &TRANSIS",1428220.0,2007,2011,Centers for Disease Control and Prevention,United States,grant.2692215
U01IP000129,Evaluation of vaccination reminder/recall systems for adolescent patients,95343.0,2007,2010,Centers for Disease Control and Prevention,United States,grant.2692217
U54MD002316,Leveraging Bio-Cultural Mechanisms to Maximize the Impact of Multi-Level Preventable Disease Interventions with Southwest Populations,5652227.0,2007,2022,National Institute on Minority Health and Health Disparities,United States,grant.7072727
P50DE019032,Spore in Head and Neck Cancer,27095948.0,2007,2019,National Institute of Dental and Craniofacial Research,United States,grant.2440403
UL1RR024982,North and Central Texas Clinical and Translational Science Initiative (UL1),27945448.0,2007,2012,National Center for Advancing Translational Sciences,United States,grant.2705137
UL1RR025008,Atlanta Clinical and Translational Science Institute (UL1),28984820.0,2007,2012,National Center for Advancing Translational Sciences,United States,grant.2705144
R21AI077102,Impact of Bilateral Priming on Response to Unilateral Flu Vaccination,461300.0,2007,2011,National Institute of Allergy and Infectious Diseases,United States,grant.2599609
K23NR010408,The Psychoneuroimmunology of Insomnia: Response to a Vaccine Challenge,420334.0,2007,2010,National Institute of Nursing Research,United States,grant.2420351
R01AI075603,Diagnostic yield of induced sputum for rapid diagnosis of pulmonary tuberculosis,409744.0,2007,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2458098
U44AI069674,Clinical Safety and Pharmacokinetics of Sustained Release Depot Tacrolimus,1299084.0,2007,2019,National Institute of Allergy and Infectious Diseases,United States,grant.5504882
R01FD003369,PHASE 1 STUDY OF SAFETY &IMMUNOGENICITY OF AN ALUM-FORMULATED RECOMBINANT RICIN,633556.0,2007,2012,United States Food and Drug Administration,United States,grant.2508355
R01AI070018,Immune Reconstitution of HIV-1 Infected Zambian Children Initiating Antiretrovira,1813712.0,2007,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2457605
R21AI066957,"Immunity of neoantigen response in HCV, HIV, and HCV-HIV",426544.0,2007,2010,National Institute of Allergy and Infectious Diseases,United States,grant.2598957
R21CA117152,Vaccination With Peptide-loaded alphaDC1s For Malignant Gliomas,564300.0,2007,2009,National Cancer Institute,United States,grant.2604286
P30AI073961,Miami Center for AIDS Research,20620192.0,2006,2022,National Institute of Allergy and Infectious Diseases,United States,grant.2438714
UL1RR024128,Duke CTSI,48090796.0,2006,2012,National Center for Advancing Translational Sciences,United States,grant.2705114
UL1RR024160,The University of Rochester Clinical and Translational Science Institute,38732064.0,2006,2012,National Center for Advancing Translational Sciences,United States,grant.2705125
U01CI000435,Pittsburgh Influenza Prevention Project,,2006,2009,Centers for Disease Control and Prevention,United States,grant.2689384
U01CI000446,Evaluation of Masks as a Source Control NPI,,2006,2009,Centers for Disease Control and Prevention,United States,grant.2689390
R01CA125614,Virotherapy for Relapsed Refractory Multiple Myeloma,1240272.0,2006,2012,National Cancer Institute,United States,grant.2479168
U01IP000074,PiiiTCH Study,,2006,2008,Centers for Disease Control and Prevention,United States,grant.2692202
R21AT002708,Synbiotics as Adjuvant to Influenza Vaccine in Elderly,356582.0,2006,2009,National Center for Complementary and Integrative Health,United States,grant.2602398
R21CA123876,Therapeutic DNA-MVA prime boost vaccination for HPV disease,435650.0,2006,2010,National Cancer Institute,United States,grant.2604551
U01CA121947,AIDS Malignancy Clinical Trials Consortium (AMC),54677484.0,2006,2015,National Cancer Institute,United States,grant.2689092
P50CA121973,SPORE in Skin Cancer,22894338.0,2006,2019,National Cancer Institute,United States,grant.2440219
UM1AI068614,LOC:  HIV Vaccine Trials Network,319524416.0,2006,2020,National Institute of Allergy and Infectious Diseases,United States,grant.2705261
U01AI068632,International Maternal Pediatric Adolescent AIDS Clinical Trials (IMPAACT) Group,109700264.0,2006,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2687793
U01AI068614,Leadership Group for a Global HIV Vaccine Clinical Trials Network,181539904.0,2006,2013,National Institute of Allergy and Infectious Diseases,United States,grant.2687787
R01CA112358,Dendritic Cell Vaccine Targeting Melanoma-Associated Antigens in Malignant Glioma,1275311.0,2006,2012,National Cancer Institute,United States,grant.2477898
R44CA121612,New Cancer Vaccine Technology Based on DRibbles Produced by Tumor Cells,3375529.0,2006,2016,National Cancer Institute,United States,grant.2659188
R21AI069363,BLyS and IFN responses to antigen challenge in human SLE,417735.0,2006,2010,National Institute of Allergy and Infectious Diseases,United States,grant.2599095
R01NR010004,HIV Testing and Women's Attitudes on HIV Vaccine Trials,2184669.0,2006,2012,National Institute of Nursing Research,United States,grant.2553760
UM1CA121947,AIDS Malignancy Consortium (AMC),99538896.0,2006,2020,National Cancer Institute,United States,grant.4455400
R01AI066992,Induction of HIV-specific Immune Responses,2691533.0,2006,2012,National Institute of Allergy and Infectious Diseases,United States,grant.2457319
R01DP000339,Mechanisms &Therapeutic Effects of Relaxation Response,1446000.0,2005,2010,Centers for Disease Control and Prevention,United States,grant.2500994
U01AI065683,Genetic diversity and protective immunity to malaria infection and disease,2964305.0,2005,2016,National Institute of Allergy and Infectious Diseases,United States,grant.2687750
