first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Christian,ur.0577365351.95,Stoeckl,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}, {'id': 'grid.6546.1', 'name': 'Technical University of Darmstadt', 'country_name': 'Germany'}]",287,Christian Stoeckl,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0577365351.95
Jonathan W,ur.01223122421.63,Friedberg,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.416353.6', 'name': ""St Bartholomew's Hospital"", 'country_name': 'United Kingdom'}, {'id': 'grid.27755.32', 'acronym': 'UVA', 'name': 'University of Virginia', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}, {'id': 'grid.224260.0', 'acronym': 'VCU', 'name': 'Virginia Commonwealth University', 'country_name': 'United States'}, {'id': 'grid.412687.e', 'name': 'Ottawa Hospital', 'country_name': 'Canada'}, {'id': 'grid.429529.1', 'acronym': 'LLS', 'name': 'Leukemia and Lymphoma Society', 'country_name': 'United States'}, {'id': 'grid.411663.7', 'name': 'MedStar Georgetown University Hospital', 'country_name': 'United States'}, {'id': 'grid.412647.2', 'acronym': 'UWHC', 'name': 'University of Wisconsin Hospital and Clinics', 'country_name': 'United States'}, {'id': 'grid.189967.8', 'name': 'Emory University', 'country_name': 'United States'}, {'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}, {'id': 'grid.410425.6', 'name': 'City Of Hope National Medical Center', 'country_name': 'United States'}, {'id': 'grid.66875.3a', 'name': 'Mayo Clinic', 'country_name': 'United States'}, {'id': 'grid.214572.7', 'acronym': 'UI', 'name': 'University of Iowa', 'country_name': 'United States'}, {'id': 'grid.266813.8', 'acronym': 'UNMC', 'name': 'University of Nebraska Medical Center', 'country_name': 'United States'}, {'id': 'grid.270240.3', 'acronym': 'FHCRC', 'name': 'Fred Hutchinson Cancer Research Center', 'country_name': 'United States'}, {'id': 'grid.422538.a', 'acronym': 'ASH', 'name': 'American Society of Hematology', 'country_name': 'United States'}, {'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.223827.e', 'acronym': 'UU', 'name': 'University of Utah', 'country_name': 'United States'}, {'id': 'grid.240145.6', 'name': 'The University of Texas MD Anderson Cancer Center', 'country_name': 'United States'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.51462.34', 'acronym': 'MSK', 'name': 'Memorial Sloan Kettering Cancer Center', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}, {'id': 'grid.25073.33', 'name': 'McMaster University', 'country_name': 'Canada'}, {'id': 'grid.261331.4', 'acronym': 'OSU', 'name': 'The Ohio State University', 'country_name': 'United States'}, {'id': 'grid.32224.35', 'acronym': 'MGH', 'name': 'Massachusetts General Hospital', 'country_name': 'United States'}, {'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240614.5', 'acronym': 'RPCI', 'name': 'Roswell Park Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.412530.1', 'acronym': 'TUHS', 'name': 'Temple University Health System', 'country_name': 'United States'}, {'id': 'grid.418488.9', 'name': 'Teva Pharmaceuticals (United States)', 'country_name': 'United States'}, {'id': 'grid.418983.f', 'acronym': 'FaAA', 'name': 'Exponent (United States)', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.62560.37', 'acronym': 'BWH', 'name': ""Brigham and Women's Hospital"", 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}, {'id': 'grid.417949.6', 'acronym': 'ACR', 'name': 'American College of Radiology', 'country_name': 'United States'}, {'id': 'grid.417468.8', 'name': 'Mayo Clinic', 'country_name': 'United States'}]",286,Jonathan W Friedberg,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01223122421.63
Kevin J,ur.01273465617.73,Parker,['0000-0002-6313-6605'],"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.469506.8', 'acronym': 'ASA', 'name': 'Acoustical Society of America', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",280,Kevin J Parker,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01273465617.73
Irfan,ur.0743336761.25,Rahman,,"[{'id': 'grid.470885.6', 'acronym': 'CIR', 'name': 'Centre for Inflammation Research', 'country_name': 'United Kingdom'}, {'id': 'grid.266436.3', 'acronym': 'UH', 'name': 'University of Houston', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.20409.3f', 'name': 'Edinburgh Napier University', 'country_name': 'United Kingdom'}, {'id': 'grid.415813.a', 'name': 'Lapland Central Hospital', 'country_name': 'Finland'}, {'id': 'grid.19006.3e', 'acronym': 'UCLA', 'name': 'University of California Los Angeles', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.418607.c', 'name': 'Novartis (United Kingdom)', 'country_name': 'United Kingdom'}, {'id': 'grid.418716.d', 'acronym': 'RIE', 'name': 'Edinburgh Royal Infirmary', 'country_name': 'United Kingdom'}, {'id': 'grid.31501.36', 'acronym': 'SNU', 'name': 'Seoul National University', 'country_name': 'South Korea'}, {'id': 'grid.4305.2', 'name': 'University of Edinburgh', 'country_name': 'United Kingdom'}]",273,Irfan Rahman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0743336761.25
Wolf D,ur.01370601411.75,Seka,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.463726.2', 'acronym': 'LULI', 'name': ""Laboratoire pour l'Utilisation des Lasers Intenses"", 'country_name': 'France'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}]",267,Wolf D Seka,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01370601411.75
Gunter,ur.01230236706.50,Oberdörster,,"[{'id': 'grid.189747.4', 'acronym': 'SUNY', 'name': 'State University of New York', 'country_name': 'United States'}, {'id': 'grid.223827.e', 'acronym': 'UU', 'name': 'University of Utah', 'country_name': 'United States'}, {'id': 'grid.280664.e', 'acronym': 'NIEHS', 'name': 'National Institute of Environmental Health Sciences', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.266539.d', 'name': 'University of Kentucky', 'country_name': 'United States'}, {'id': 'grid.414812.a', 'name': 'Heritage Valley Beaver', 'country_name': 'United States'}, {'id': 'grid.4561.6', 'acronym': 'FHG', 'name': 'Fraunhofer Society', 'country_name': 'Germany'}, {'id': 'grid.418009.4', 'acronym': 'ITEM', 'name': 'Fraunhofer Institute for Toxicology and Experimental Medicine', 'country_name': 'Germany'}]",265,Gunter Oberdörster,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01230236706.50
Stavros G,ur.01276306752.96,Demos,,"[{'id': 'grid.416843.c', 'name': 'Mount Auburn Hospital', 'country_name': 'United States'}, {'id': 'grid.27860.3b', 'acronym': 'UCD', 'name': 'University of California, Davis', 'country_name': 'United States'}, {'id': 'grid.217309.e', 'acronym': 'SIT', 'name': 'Stevens Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.262273.0', 'name': 'Queens College, City University of New York', 'country_name': 'United States'}, {'id': 'grid.254250.4', 'acronym': 'CCNY', 'name': 'City College of New York', 'country_name': 'United States'}, {'id': 'grid.416958.7', 'name': 'UC Davis Health System', 'country_name': 'United States'}, {'id': 'grid.413079.8', 'name': 'University of California Davis Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}]",255,Stavros G Demos,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01276306752.96
Wayne H,ur.011007323737.00,Knox,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.469490.6', 'name': 'Nokia (United States)', 'country_name': 'United States'}, {'id': 'grid.421036.2', 'name': 'Alcatel-Lucent (United States)', 'country_name': 'United States'}, {'id': 'grid.431860.8', 'name': 'AT&T (United States)', 'country_name': 'United States'}]",246,Wayne H Knox,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.011007323737.00
Andrew S,ur.07473035507.76,Kende,,"[{'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21925.3d', 'name': 'University of Pittsburgh', 'country_name': 'United States'}, {'id': 'grid.410513.2', 'acronym': 'Pfizer', 'name': 'Pfizer (United States)', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",246,Andrew S Kende,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07473035507.76
Gilbert W,ur.012245003772.36,Collins,,"[{'id': 'grid.266100.3', 'acronym': 'UCSD', 'name': 'University of California, San Diego', 'country_name': 'United States'}, {'id': 'grid.47840.3f', 'acronym': 'UCB', 'name': 'University of California, Berkeley', 'country_name': 'United States'}, {'id': 'grid.441420.7', 'name': 'Columbus University', 'country_name': 'Panama'}, {'id': 'grid.261331.4', 'acronym': 'OSU', 'name': 'The Ohio State University', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",245,Gilbert W Collins,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012245003772.36
Jacques A,ur.01203633117.38,Delettrez,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.10877.39', 'name': 'École Polytechnique', 'country_name': 'France'}]",242,Jacques A Delettrez,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01203633117.38
Robert A,ur.01311454727.46,Bambara,,"[{'id': 'grid.19006.3e', 'acronym': 'UCLA', 'name': 'University of California Los Angeles', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.266623.5', 'name': 'University of Louisville', 'country_name': 'United States'}, {'id': 'grid.268333.f', 'name': 'Wright State University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",241,Robert A Bambara,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01311454727.46
Eric G,ur.01274610324.33,Blackman,['0000-0002-9405-8435'],"[{'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.5335.0', 'name': 'University of Cambridge', 'country_name': 'United Kingdom'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}, {'id': 'grid.133342.4', 'acronym': 'UCSB', 'name': 'University of California, Santa Barbara', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.20861.3d', 'acronym': 'CIT', 'name': 'California Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.78989.37', 'acronym': 'IAS', 'name': 'Institute for Advanced Study', 'country_name': 'United States'}, {'id': 'grid.455754.2', 'acronym': 'CfA', 'name': 'Harvard–Smithsonian Center for Astrophysics', 'country_name': 'United States'}, {'id': 'grid.262613.2', 'acronym': 'RIT', 'name': 'Rochester Institute of Technology', 'country_name': 'United States'}]",235,Eric G Blackman,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01274610324.33
Dustin H,ur.0601160012.37,Froula,['0000-0001-6981-3956'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}]",233,Dustin H Froula,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0601160012.37
Vladimir Yu,ur.01337013621.97,Glebov,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}]",230,Vladimir Yu Glebov,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01337013621.97
Douglas H,ur.010665301217.33,Turner,,"[{'id': 'grid.418859.9', 'acronym': 'IBP', 'name': 'Institute of Biophysics', 'country_name': 'Czechia'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.254444.7', 'acronym': 'WSU', 'name': 'Wayne State University', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",229,Douglas H Turner,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.010665301217.33
Loisa,ur.07371424273.61,Bennetto,['0000-0002-3335-7220'],"[{'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.266239.a', 'name': 'University of Denver', 'country_name': 'United States'}, {'id': 'grid.254920.8', 'name': 'DePaul University', 'country_name': 'United States'}]",228,Loisa Bennetto,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07371424273.61
Sean P,ur.01323417372.41,Regan,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.21107.35', 'acronym': 'JHU', 'name': 'Johns Hopkins University', 'country_name': 'United States'}]",227,Sean P Regan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01323417372.41
