aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_raw_affiliation,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, UK",,,,pub.1142214004,ur.0723723076.31,Ian,Dunham
,,,,,"Department of Cellular and Molecular Medicine, University of California, La Jolla, CA, USA",,,,pub.1141958634,ur.014332443111.20,S. M. Ashiqul,Islam
,,,,,"Department of Cellular and Molecular Medicine, University of California, La Jolla, CA, USA",,,,pub.1141958634,ur.010615273711.01,Erik N.,Bergstrom
,,,,,"Department of Cellular and Molecular Medicine, University of California, La Jolla, CA, USA",,,,pub.1141958634,ur.012210234711.03,Yudou,He
,,,,,"Department of Cellular and Molecular Medicine, University of California, La Jolla, CA, USA",,,,pub.1141958634,ur.013005615311.28,Azhar,Khandekar
,,,,,"Department of Cellular and Molecular Medicine, University of California, La Jolla, CA, USA",,,,pub.1141958634,ur.01015727075.97,Ludmil B.,Alexandrov
San Jose,5392171.0,United States,US,,"The Harker School, San Jose, CA, USA","The Harker School, San Jose, CA, USA",California,US-CA,pub.1141876277,ur.013421323201.91,Harsh,Deep
Ann Arbor,4984247.0,United States,US,,"Ann Arbor Veterans Affairs Hospital, Ann Arbor, MI, USA","Ann Arbor Veterans Affairs Hospital, Ann Arbor, MI, USA",Michigan,US-MI,pub.1141615951,ur.013323152642.06,James T.,Elder
Sendai,2111149.0,Japan,JP,,"Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan","Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan",Miyagi,,pub.1141514274,ur.01153634017.38,Seizo,Koshiba
Tokyo,1850147.0,Japan,JP,,"Tokushukai Group, Tokyo, Japan","Tokushukai Group, Tokyo, Japan",Tokyo,,pub.1141514274,,Takao,Suzuki
Tokyo,1850147.0,Japan,JP,,"Tokushukai Group, Tokyo, Japan","Tokushukai Group, Tokyo, Japan",Tokyo,,pub.1141514274,ur.015024525447.45,Nobuaki,Shinozaki
,,,,,"Fukujuji Hospital, Japan Anti-Tuberculosis Association, Tokyo, Japan",,,,pub.1141514274,ur.012237534025.53,Kozo,Yoshimori
Sendai,2111149.0,Japan,JP,,"Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan","Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan",Miyagi,,pub.1141514274,ur.01311302054.56,Gen,Tamiya
Sendai,2111149.0,Japan,JP,,"Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan","Advanced Research Center for Innovations in Next-Generation Medicine (INGEM), Sendai, Japan",Miyagi,,pub.1141514274,,Masayuki,Yamamoto
,,,,,"Key Laboratory of Freshwater Fisheries and Germplasm Resources Utilization, Freshwater Fisheries Research Center of Chinese Academy of Fishery Sciences, Ministry of Agriculture and Rural Affairs, Wuxi, China",,,,pub.1141511147,ur.0701400145.11,Zai-Jie,Dong
,,,,,"Key Laboratory of Freshwater Fisheries and Germplasm Resources Utilization, Freshwater Fisheries Research Center of Chinese Academy of Fishery Sciences, Ministry of Agriculture and Rural Affairs, Wuxi, China",,,,pub.1141511147,,Ju-Hua,Yu
Barakaldo,3109453.0,Spain,ES,,"Grupo de Microbiología y Control de Infección, Instituto de Investigación Sanitaria Biocruces Bizkaia, Barakaldo, Spain","Grupo de Microbiología y Control de Infección, Instituto de Investigación Sanitaria Biocruces Bizkaia, Barakaldo, Spain",Basque Country,,pub.1141511048,ur.01055342041.78,Maitane,Aranzamendi Zaldumbide
Palma,2512989.0,Spain,ES,,"Instituto de Investigación Sanitaria de las Islas Baleares, Palma, Spain","Instituto de Investigación Sanitaria de las Islas Baleares, Palma, Spain",Balearic Islands,,pub.1141511048,ur.01040754625.90,Antonio,Oliver
Barcelona,3128760.0,Spain,ES,,"CREPIMC, Institut d’Investigació Biomèdica Sant Pau, Barcelona, Spain","CREPIMC, Institut d’Investigació Biomèdica Sant Pau, Barcelona, Spain",Catalonia,,pub.1141511048,ur.01014017224.30,Nuria,Rabella
Boston,4930956.0,United States,US,,"Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA","Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA",Massachusetts,US-MA,pub.1140967773,ur.01034206451.60,Sager J.,Gosai
Boston,4930956.0,United States,US,,"Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA","Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA",Massachusetts,US-MA,pub.1140967773,ur.01253660227.88,Jacob C.,Ulirsch
,,,,,Nature Genetics,Nature Genetics,,,pub.1140940983,ur.012526765715.10,Ornob,Alam
Namsos,3145023.0,Norway,NO,,"Department of Psychiatry, Hospital Namsos, Nord-Trøndelag Health Trust, Namsos, Norway","Department of Psychiatry, Hospital Namsos, Nord-Trøndelag Health Trust, Namsos, Norway",Trondelag,,pub.1140940652,ur.016302774571.18,Ingunn,Bosnes
Namsos,3145023.0,Norway,NO,,"Department of Psychiatry, Hospital Namsos, Nord-Trøndelag Health Trust, Namsos, Norway","Department of Psychiatry, Hospital Namsos, Nord-Trøndelag Health Trust, Namsos, Norway",Trondelag,,pub.1140940652,ur.01372431516.49,Eystein,Stordal
,,,,,Nature Genetics,Nature Genetics,,,pub.1140937841,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140936539,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140935506,ur.012526765715.10,Ornob,Alam
Strathfield,2148088.0,Australia,AU,,"The Strathfield Breast Centre, Strathfield, New South Wales, Australia","The Strathfield Breast Centre, Strathfield, New South Wales, Australia",New South Wales,AU-NSW,pub.1140940638,,Laurence,Gluch
Stanford,5398563.0,United States,US,,"Stanford Graduate School of Education, Stanford, CA, USA","Stanford Graduate School of Education, Stanford, CA, USA",California,US-CA,pub.1140937301,ur.012715305267.71,Benjamin W.,Domingue
London,2643743.0,United Kingdom,GB,,"Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK","Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK",England,,pub.1140937277,ur.016407720415.78,Ahmad,Al Khleifat
London,2643743.0,United Kingdom,GB,,"Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK","Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK",England,,pub.1140937277,ur.0740213453.71,Aleksey,Shatunov
London,2643743.0,United Kingdom,GB,,"Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK","Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK",England,,pub.1140937277,ur.016522542550.21,Alfredo,Iacoangeli
,,,,,"Neurology Department, Hospital del Mar, Institut Hospital del Mar d’Investigacions Mèdiques, Barcelona, Spain",,,,pub.1140937277,ur.01321236542.62,Carolina,Soriano-Tárraga
,,,,,"Neurology Department, Hospital del Mar, Institut Hospital del Mar d’Investigacions Mèdiques, Barcelona, Spain",,,,pub.1140937277,ur.01320763411.02,Eva,Giralt-Steinhauer
,,,,,"MRC Epidemiology Unit, School of Clinical Medicine, Institute of Metabolic Science, University of Cambridge, Cambridge, UK",,,,pub.1140937277,,Alexia,Cardona
,,,,,"MRC Epidemiology Unit, School of Clinical Medicine, Institute of Metabolic Science, University of Cambridge, Cambridge, UK",,,,pub.1140937277,,Felix R.,Day
,,,,,"CiiM and TWINCORE, Hannover Medical School and Helmholtz Centre for Infection Research, Hannover, Germany",,,,pub.1140937277,ur.0671050264.13,Cheng-Jian,Xu
London,2643743.0,United Kingdom,GB,,"Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK","Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK",England,,pub.1140937277,ur.015525033727.67,Chris,Shaw
London,2643743.0,United Kingdom,GB,,"Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK","Department of Basic and Clinical Neuroscience, Maurice Wohl Clinical Neuroscience Institute, London, UK",England,,pub.1140937277,,Ammar,Al Chalabi
,,,,,"Neurology Department, Hospital del Mar, Institut Hospital del Mar d’Investigacions Mèdiques, Barcelona, Spain",,,,pub.1140937277,,Jordi,Jiménez-Conde
,,,,,"Neurology Department, Hospital del Mar, Institut Hospital del Mar d’Investigacions Mèdiques, Barcelona, Spain",,,,pub.1140937277,,Jaume,Roquer
,,,,,"MRC Epidemiology Unit, School of Clinical Medicine, Institute of Metabolic Science, University of Cambridge, Cambridge, UK",,,,pub.1140937277,,John R. B.,Perry
,,,,,"MRC Epidemiology Unit, School of Clinical Medicine, Institute of Metabolic Science, University of Cambridge, Cambridge, UK",,,,pub.1140937277,,Ken K.,Ong
,,,,,"MRC Epidemiology Unit, School of Clinical Medicine, Institute of Metabolic Science, University of Cambridge, Cambridge, UK",,,,pub.1140937277,ur.013723776517.34,Nicholas J.,Wareham
Turin,3165524.0,Italy,IT,,"Piemonte Centre for Cancer Prevention, Turin, Italy","Piemonte Centre for Cancer Prevention, Turin, Italy",Piedmont,,pub.1140937277,ur.01127722010.33,Carlotta,Sacerdote
Sioux Falls,5231851.0,United States,US,,"Avera Institute for Human Genetics, Sioux Falls, SD, USA","Avera Institute for Human Genetics, Sioux Falls, SD, USA",South Dakota,US-SD,pub.1140937277,ur.01046037216.41,Gareth E.,Davies
,,,,,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, United Kingdom",,,,pub.1140839577,ur.010523325625.92,Roman,Kreuzhuber
,,,,,"Integrative Genomics Lab, CIC bioGUNE, Basque Research and Technology Alliance (BRTA), Bizkaia Science and Technology Park, Derio, Spain",,,,pub.1140839577,ur.0650307201.54,Urko M.,Marigorta
,,,,,"European Molecular Biology Laboratory, European Bioinformatics Institute, Wellcome Genome Campus, Hinxton, United Kingdom",,,,pub.1140839577,ur.0657466306.43,Oliver,Stegle
,,,,,Nature Genetics,Nature Genetics,,,pub.1140243200,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140242267,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140237294,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140235037,ur.012526765715.10,Ornob,Alam
,,,,,Nature Genetics,Nature Genetics,,,pub.1140235022,ur.012526765715.10,Ornob,Alam
Boston,4930956.0,United States,US,,"Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA","Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA",Massachusetts,US-MA,pub.1140000457,ur.01034206451.60,Sager J.,Gosai
Boston,4930956.0,United States,US,,"Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA","Harvard Graduate Program in Biological and Biomedical Science, Boston, MA, USA",Massachusetts,US-MA,pub.1140000457,ur.01253660227.88,Jacob C.,Ulirsch
,,,,,"Institut Curie, INSERM, CRNS, PSL University, Paris, France",,,,pub.1139985454,ur.01233712534.04,Deborah,Bourc’his
Falls Church,4758390.0,United States,US,,"Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA","Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA",Virginia,US-VA,pub.1139864898,ur.0703607661.70,Wendy S. W.,Wong
Falls Church,4758390.0,United States,US,,"Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA","Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA",Virginia,US-VA,pub.1139864898,ur.0605606463.35,Thierry,Vilboux
Falls Church,4758390.0,United States,US,,"Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA","Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA",Virginia,US-VA,pub.1139864898,ur.0657430004.25,Dale L.,Bodian
Falls Church,4758390.0,United States,US,,"Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA","Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA",Virginia,US-VA,pub.1139864898,ur.01247404320.65,John F.,Deeken
Falls Church,4758390.0,United States,US,,"Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA","Inova Translational Medicine Institute (ITMI), Inova Health Systems, Falls Church, VA, USA",Virginia,US-VA,pub.1139864898,ur.01224333404.05,John E.,Niederhuber
Reykjavik,3413829.0,Iceland,IS,,"Development Centre for the Primary Care, Reykjavik, Iceland","Development Centre for the Primary Care, Reykjavik, Iceland",Capital Region,,pub.1139784750,ur.010205332574.43,Emil L.,Sigurdsson
Hangzhou,1808926.0,China,CN,,"Hangzhou Kaitai Biotech Co. Ltd, Hangzhou, China","Hangzhou Kaitai Biotech Co. Ltd, Hangzhou, China",Zhejiang,,pub.1139696377,,Dongliang,Zhan
Nanchang,1800163.0,China,CN,,"Jiangxi Sericulture and Tea Research Institute, Nanchang, China","Jiangxi Sericulture and Tea Research Institute, Nanchang, China",Jiangxi,,pub.1139696377,ur.01241205632.63,Guiping,Hu
Helsinki,658225.0,Finland,FI,,"iCAN Digital Precision Cancer Medicine Flagship, Helsinki, Finland","iCAN Digital Precision Cancer Medicine Flagship, Helsinki, Finland",Uusimaa,,pub.1139629304,ur.0745253570.69,Olli,Dufva
Helsinki,658225.0,Finland,FI,,"iCAN Digital Precision Cancer Medicine Flagship, Helsinki, Finland","iCAN Digital Precision Cancer Medicine Flagship, Helsinki, Finland",Uusimaa,,pub.1139629304,ur.01365774750.42,Satu,Mustjoki
,,,,,"Cologne Excellence Cluster for Cellular Stress Responses in Aging-Associated Diseases (CECAD), University of Cologne, Joseph-Stelzmann-Strasse 26, 50931 Cologne, Germany",,,,pub.1139186856,ur.01367574533.30,Alvaro,Rada-Iglesias
San Diego,5391811.0,United States,US,,"Takeda California, San Diego, CA, USA","Takeda California, San Diego, CA, USA",California,US-CA,pub.1139184937,,Emily,Wong
Cambridge,2653941.0,United Kingdom,GB,,"AstraZeneca Centre for Genomics Research, Discovery Sciences, BioPharmaceuticals R&D, Cambridge, UK","AstraZeneca Centre for Genomics Research, Discovery Sciences, BioPharmaceuticals R&D, Cambridge, UK",England,,pub.1139184937,ur.016113511041.28,Carolina,Haefliger
San Diego,5391811.0,United States,US,,"Takeda California, San Diego, CA, USA","Takeda California, San Diego, CA, USA",California,US-CA,pub.1139184937,,Rajesh,Mikkilineni
San Diego,5391811.0,United States,US,,"Takeda California, San Diego, CA, USA","Takeda California, San Diego, CA, USA",California,US-CA,pub.1139184937,,Erin N.,Smith
San Diego,5391811.0,United States,US,,"Takeda California, San Diego, CA, USA","Takeda California, San Diego, CA, USA",California,US-CA,pub.1139184937,ur.01366052511.28,Sandor,Szalma
Cambridge,2653941.0,United Kingdom,GB,,"AstraZeneca Centre for Genomics Research, Discovery Sciences, BioPharmaceuticals R&D, Cambridge, UK","AstraZeneca Centre for Genomics Research, Discovery Sciences, BioPharmaceuticals R&D, Cambridge, UK",England,,pub.1139184937,ur.014225620741.81,Slavé,Petrovski
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.01344230302.42,Jamie R. J.,Inshaw
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.015726544316.19,David Flores,Santa Cruz
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.01205576725.40,Antony J.,Cutler
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.0656307412.75,Daniel J. M.,Crouch
,,,,,"Division of Health Services Research, Department of Foundations of Medicine, New York University Long Island School of Medicine, Mineola, NY, USA",,,,pub.1138844046,ur.0663516206.60,Jasmin,Divers
Cincinnati,4508722.0,United States,US,,"Medpace Reference Laboratories, Cincinnati, OH, USA","Medpace Reference Laboratories, Cincinnati, OH, USA",Ohio,US-OH,pub.1138844046,ur.07376722677.97,Santica,Marcovina
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.01162332717.40,Linda S.,Wicker
,,,,,"JDRF/Wellcome Diabetes and Inflammation Laboratory, Wellcome Centre for Human Genetics, Nuffield Department of Medicine, NIHR Oxford Biomedical Research Centre, University of Oxford, Oxford, UK",,,,pub.1138844046,ur.01134314703.76,John A.,Todd
,,,,,"EMBL-EBI, Wellcome Genome Campus, Hinxton, Cambridgeshire, CB10 1SD",,,,pub.1138571317,ur.01153530112.60,Jeremy,Schwartzentruber
,,,,,"Institute of Cancer and Genomic Sciences, College of Medical and Dental Sciences, Birmingham UK, B15 2TT",,,,pub.1138571317,ur.01116357557.96,Colin,Watts
Darmstadt,2938913.0,Germany,DE,,"Merck Healthcare, Darmstadt, Germany","Merck Healthcare, Darmstadt, Germany",Hesse,,pub.1138145667,ur.016212256513.09,Stuti,Agrawal
Chicago,4887398.0,United States,US,,"Neighborhoodscom, Chicago, IL, USA","Neighborhoodscom, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,,Justin H. B.,Barnowski
Rockville,4367175.0,United States,US,,"Essential Software, Rockville, MD, USA","Essential Software, Rockville, MD, USA",Maryland,US-MD,pub.1138145667,ur.016326505113.15,Fay,Chu
Chicago,4887398.0,United States,US,,"Sympatic, Chicago, IL, USA","Sympatic, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,,Christian,Dompierre
Chicago,4887398.0,United States,US,,"ModelOp, Chicago, IL, USA","ModelOp, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.012657451113.24,Michael,Ford
Chicago,4887398.0,United States,US,,"BenchPrep, Chicago, IL, USA","BenchPrep, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.013523144713.51,Sameera S.,George
Toronto,6167865.0,Canada,CA,,"Jahia Solutions, Toronto, Ontario, Canada","Jahia Solutions, Toronto, Ontario, Canada",Ontario,CA-ON,pub.1138145667,ur.013411027747.51,Francois,Gerthoffert
Chicago,4887398.0,United States,US,,"Neighborhoodscom, Chicago, IL, USA","Neighborhoodscom, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.010054110713.35,Richard,Jackson
Chicago,4887398.0,United States,US,,"Quantcast, Chicago, IL, USA","Quantcast, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.014434753713.25,Ajinkya,Kadam
Columbus,4509177.0,United States,US,,"Consultant, Columbus, OH, USA","Consultant, Columbus, OH, USA",Ohio,US-OH,pub.1138145667,ur.014503067113.29,Tara M.,Lichtenberg
Chicago,4887398.0,United States,US,,"Amount, Chicago, IL, USA","Amount, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.016076030113.63,Janice,Lodato
Rockville,4367175.0,United States,US,,"Essential Software, Rockville, MD, USA","Essential Software, Rockville, MD, USA",Maryland,US-MD,pub.1138145667,ur.07376620013.59,Laxmi,Lolla
Chicago,4887398.0,United States,US,,"Open Commons Consortium, Chicago, IL, USA","Open Commons Consortium, Chicago, IL, USA",Illinois,US-IL,pub.1138145667,ur.010771561013.28,Plamen,Martinov
Vernon Hills,4914738.0,United States,US,,"Cole-Parmer, Vernon Hills, IL, USA","Cole-Parmer, Vernon Hills, IL, USA",Illinois,US-IL,pub.1138145667,ur.01101375660.42,Phuong L.,Pham
New York City,5128581.0,United States,US,,"Blink Health, New York, NY, USA","Blink Health, New York, NY, USA",New York,US-NY,pub.1138145667,ur.014671272013.07,Maxim Y.,Popov
