,for_name,id,year,title
232,Immunology,US-9346881-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
233,Immunology,US-9890210-B2,2017,Antagonist antibodies directed against calcitonin gene-related peptide
234,Immunology,US-9896502-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
235,Immunology,US-9884908-B2,2017,Methods for treating headache using antagonist antibodies directed against calcitonin gene-related peptide
236,"Film, Television and Digital Media",US-9669018-B2,2015,Sublingual apomorphine
237,Biomedical Engineering,US-9180091-B2,2013,Soluble estradiol capsule for vaginal insertion
238,Immunology,US-9884907-B2,2017,Methods for treating headache using antagonist antibodies directed against calcitonin gene-related peptide
239,Immunology,US-9890211-B2,2017,Antagonist antibodies directed against calcitonin gene-related peptide
240,Immunology,US-9890210-B2,2017,Antagonist antibodies directed against calcitonin gene-related peptide
241,Pharmacology and Pharmaceutical Sciences,WO-2018048868-A1,2017,NONSELECTIVE METABOTROPIC GLUTAMATE RECEPTOR ACTIVATORS FOR TREATMENT OF ANOREXIA NERVOSA AND BINGE EATING DISORDER
242,Oncology and Carcinogenesis,WO-2017180461-A1,2017,COMBINATION THERAPY OF RAMUCIRUMAB AND ABEMACICLIB FOR USE IN TREATMENT OF MANTLE CELL LYMPHOMA
243,Immunology,US-9896502-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
244,Immunology,US-9884908-B2,2017,Methods for treating headache using antagonist antibodies directed against calcitonin gene-related peptide
245,Clinical Sciences,US-9328167-B2,2015,Methods of treating chronic pain
246,Clinical Sciences,WO-2015166492-A2,2015,MICROBIOME RESPONSE TO AGENTS
247,Immunology,US-20150361173-A1,2015,ANTAGONIST ANTIBODIES DIRECTED AGAINST CALCITONIN GENE-RELATED PEPTIDE AND METHODS USING SAME
248,Immunology,US-9328168-B2,2015,Methods of using anti-CGRP antagonist antibodies
249,Biomedical Engineering,US-9962090-B2,2017,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification
250,Other Physical Sciences,US-9962090-B2,2017,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification
251,Immunology,US-9266951-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
252,Immunology,US-9884907-B2,2017,Methods for treating headache using antagonist antibodies directed against calcitonin gene-related peptide
253,Immunology,US-9340614-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
254,Microbiology,US-10058576-B2,2016,Compositions and methods comprising a defined microbiome and methods of use thereof
255,Clinical Sciences,WO-2018046999-A1,2017,METHOD OF IDENTIFYING AN ACNE ASSOCIATION SIGNAL BY MONITORING ELEVATED EPITHELIAL ATTACHMENT THROUGH INCREASED LAMC2 EXPRESSION (AS A RISK FACTOR FOR MODERATE TO SEVERE ACNE) AND ASSOCIATED TREATMENT
256,Immunology,US-20140178420-A1,2013,"Treatment of Inflammation, Autoimmune, and Neurodegenerative Disorders with Immunosuppressive Tat Derivative Polypeptides"
257,Immunology,US-9890211-B2,2017,Antagonist antibodies directed against calcitonin gene-related peptide
258,Immunology,US-9365648-B1,2016,Methods of using anti-CGRP antagonist antibodies
259,Clinical Sciences,WO-2018047001-A1,2017,METHOD OF IDENTIFYING REDUCED ACTIVITY OF HAIR FOLLICLE MEDIATED BY REDUCTION IN ABILITY OF WNT10A TO PERFORM WILD TYPE FUNCTION AS A PROTECTIVE FACTOR FOR MODERATE TO SEVERE AND RELATED TREATMENT
260,Immunology,US-9878001-B2,2013,Immunosuppressive Tat derivative polypeptides
261,Immunology,US-9346881-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
262,Immunology,US-9890210-B2,2017,Antagonist antibodies directed against calcitonin gene-related peptide
263,Clinical Sciences,US-10086035-B2,2017,Compositions and methods for invasive and non-invasive procedural skincare
264,Immunology,US-9896502-B2,2015,Antagonist antibodies directed against calcitonin gene-related peptide and methods using same
265,Immunology,US-9884908-B2,2017,Methods for treating headache using antagonist antibodies directed against calcitonin gene-related peptide
266,Psychology,WO-2015091768-A1,2014,OVOL1 AS A NEW MARKER FOR MODERATE TO SEVERE ACNE
267,Genetics,EP-2886661-A1,2013,OVOL1 as a new marker for moderate to severe acne
268,Biomedical Engineering,US-9717417-B2,2016,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification
269,Other Physical Sciences,US-9717417-B2,2016,Reflective mode multi-spectral time-resolved optical imaging methods and apparatuses for tissue classification
270,Clinical Sciences,WO-2016146712-A1,2016,NK-3 RECEPTOR ANTAGONISTS FOR THERAPEUTIC OR COSMETIC TREATMENT OF EXCESS BODY FAT
271,Cardiorespiratory Medicine and Haematology,FR-3048352-A1,2016,HEART DEVICE
272,Biomedical Engineering,FR-3048352-A1,2016,HEART DEVICE
273,Electrical and Electronic Engineering,FR-3048352-A1,2016,HEART DEVICE
274,Biomedical Engineering,WO-2017149250-A1,2017,CARDIAC DEVICE
275,Cardiorespiratory Medicine and Haematology,WO-2017149250-A1,2017,CARDIAC DEVICE
276,Artificial Intelligence and Image Processing,EP-3117771-A3,2016,DIRECT COMPUTATION OF IMAGE-DERIVED BIOMARKERS
277,Immunology,EP-3012270-A1,2014,Products for modulating microbiota composition for improving the efficacy of a cancer treatment with an immune checkpoint blocker
278,Other Medical and Health Sciences,WO-2017182796-A1,2017,BACTERIOTHERAPY
279,Electrical and Electronic Engineering,US-10016600-B2,2014,Topical neurological stimulation
280,Neurosciences,US-10016600-B2,2014,Topical neurological stimulation
281,Biomedical Engineering,US-10016600-B2,2014,Topical neurological stimulation
282,Clinical Sciences,WO-2018100574-A1,2017,METHODS OF TREATING LIVER TOXICITY AND DISORDERS
283,Biomedical Engineering,WO-2016180786-A1,2016,MAGNETIC RESONANCE EXAMINATION SYSTEM WITH FIELD PROBES
284,Organic Chemistry,WO-2017134301-A1,2017,CLEC9A BINDING AGENTS
285,Genetics,US-9968580-B2,2016,"Method of treating Rett syndrome by oral administration of acetate which is provided as composition comprising magnesium acetate, calcium acetate or ethylacetate"
286,Neurosciences,WO-2018041739-A1,2017,TREATMENT OF DEMENTIA
287,Neurosciences,WO-2017060510-A1,2016,METHODS AND PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF ALZHEIMER'S DISEASE
288,Clinical Sciences,WO-2014203010-A1,2014,METHOD FOR THE ANALYSIS OF N-GLYCANS ATTACHED TO IMMUNOGLOBULIN G FROM HUMAN BLOOD PLASMA AND ITS USE
289,Clinical Sciences,US-9910046-B2,2014,Method for the analysis of N-glycans attached to immunoglobulin G from human blood plasma and its use
290,Immunology,WO-2017005700-A1,2016,DEVICE AND METHOD FOR OBTAINING IMMUNO-STIMULATORY ANTIGEN-PRESENTING CELLS
291,Genetics,EP-3215633-A4,2015,"SYSTEM, METHOD AND APPARATUS FOR DETERMINING THE EFFECT OF GENETIC VARIANTS"
292,Pharmacology and Pharmaceutical Sciences,US-9554992-B2,2015,"Inhalation particles comprising a combination of an anticholinergic, a corticosteroid and a beta-adrenergic"
293,Clinical Sciences,WO-2016180945-A1,2016,METHODS AND PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF BACTERIAL INFECTIONS IN PATIENTS SUFFERING FROM CIRRHOSIS
294,Chemical Engineering,WO-2015189168-A1,2015,"INHALATION PARTICLES COMPRISING A COMBINATION OF AN ANTICHOLINERGIC, A CORTICOSTEROID AND A BETA-ADRENERGIC"
295,Inorganic Chemistry,US-9920068-B2,2016,Pyridine compounds
296,Inorganic Chemistry,US-9879032-B2,2017,Pyridine compounds
297,Oncology and Carcinogenesis,US-9982041-B2,2015,Compositions and methods for treatment and detection of cancers
298,Medical Microbiology,WO-2017055522-A1,2016,STABILIZED ENV PROTEINS OF HIV
299,Cardiorespiratory Medicine and Haematology,US-9459264-B2,2015,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
300,Immunology,US-10087236-B2,2010,Methods for modifying human antibodies by glycan engineering
301,Medical Microbiology,US-9580477-B2,2015,Approach to produce HIV-1 GP140 envelope protein trimers
302,Medical Microbiology,US-10005819-B2,2017,Method of purifying authentic trimeric HIV-1 GP140 envelope glycoproteins comprising a long linker and tag
303,Medical Microbiology,US-9932370-B2,2014,Stabilized mosaic human immunodeficiency virus type 1 (HIV-1) GP140 envelope (ENV) trimers
304,Cultural Studies,EP-2975053-A1,2015,BROADLY NEUTRALIZING ANTIBODY AND USES THEREOF
305,Medical Biochemistry and Metabolomics,US-9841431-B2,2015,Lipidomic biomarkers for identification of high-risk coronary artery disease patients
306,Electrical and Electronic Engineering,US-9711760-B2,2016,"Light-emitting device, method of forming and operating the same"
307,Immunology,US-10005847-B2,2015,Anti-HER2 glycoantibodies and uses thereof
308,Medical Microbiology,US-9850288-B2,2015,Method of purifying authentic trimeric HIV-1 envelope glycoproteins comprising a long linker and tag
309,Nanotechnology,WO-2017095196-A1,2016,"ORGANIC/INORGANIC HYBRID PEROVSKITE, METHOD FOR PREPARING SAME, AND SOLAR CELL COMPRISING SAME"
310,Oncology and Carcinogenesis,US-9301965-B2,2015,Method of treating ovarian cancer using a PKC inhibitor
311,Organic Chemistry,US-10086054-B2,2014,RM2 antigens and use thereof
312,Medical Microbiology,US-9944679-B2,2015,Authentic trimeric HIV-1 envelope glycoproteins comprising a long linker and tag
313,Medical Microbiology,US-9975924-B2,2015,Approach to produce HIV-1 GP140 envelope protein trimers
314,Cardiorespiratory Medicine and Haematology,WO-2016034600-A1,2015,MEANS AND METHODS FOR DIAGNOSING HEART FAILURE IN A SUBJECT
315,Cardiorespiratory Medicine and Haematology,US-9857386-B2,2016,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
316,Environmental Engineering,WO-2014184530-A1,2014,PLASMONIC HYDROGEN DETECTION
317,Materials Engineering,EP-1450635-B1,2002,KNEE PAD
318,Immunology,US-10023892-B2,2015,Compositions and methods relating to universal glycoforms for enhanced antibody efficacy
319,Medical Microbiology,US-9834583-B2,2015,Authentic trimeric HIV-1 GP140 envelope glycoproteins comprising a long linker and tag
320,Artificial Intelligence and Image Processing,WO-2016172691-A1,2016,MRI CHARACTERIZATION OF PLACENTAL OXYGEN TRANSPORT
321,Biochemistry and Cell Biology,EP-3176754-A1,2016,MAPPING 3D TO 2D IMAGES
322,Cardiorespiratory Medicine and Haematology,WO-2015084876-A1,2014,PERSONALIZED COMPUTATIONAL MODELING OF ATRIAL FIBROSIS TO GUIDE CATHETER ABLATION OF ATRIAL FIBRILLATION
323,Oncology and Carcinogenesis,US-9975965-B2,2016,Compositions and methods for treatment and detection of cancers
324,Clinical Sciences,US-9975965-B2,2016,Compositions and methods for treatment and detection of cancers
325,Cardiorespiratory Medicine and Haematology,US-9046538-B2,2011,Lipidomic biomarkers for atherosclerosis and cardiovascular disease
326,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
327,Biochemistry and Cell Biology,US-20160033532-A1,2015,MAMMALIAN PROTEIN CO-RECOGNITION BY BROADLY NEUTRALIZING ANTIBODIES AS MODIFIED IMMUNOGENS FOR RE-ELICITATION
328,Immunology,WO-2015103549-A1,2015,NEUTRALIZING ANTIBODIES TO HIV-1 ENV AND THEIR USE
329,Medical Microbiology,WO-2015103549-A1,2015,NEUTRALIZING ANTIBODIES TO HIV-1 ENV AND THEIR USE
330,Biomedical Engineering,WO-2018025241-A2,2017,A PLANAR POP-UP ACTUATOR DEVICE WITH EMBEDDED ELECTRO-MAGNETIC ACTUATION
331,Medical Biochemistry and Metabolomics,US-9201080-B2,2011,Lipidomic biomarkers for identification of high-risk coronary artery disease patients
332,Organic Chemistry,US-9981030-B2,2014,Glycan conjugates and use thereof
333,Cardiorespiratory Medicine and Haematology,WO-2016030491-A1,2015,SYSTEM AND METHOD FOR EVALUATING A CARDIAC SYSTEM BY DETERMINING MINIMUM RATIO PD/PA (DISTAL PRESSURE / ARTERIAL PRESSURE)
334,Medical Microbiology,WO-2016005508-A1,2015,METHOD FOR REDUCING AND/OR DELAYING PATHOLOGICAL EFFECTS OF HUMAN IMMUNODEFICIENCY VIRUS I (HIV) OR FOR REDUCING THE RISK OF DEVELOPING ACQUIRED IMMUNODEFICIENCY SYNDROME (AIDS)
335,Ophthalmology and Optometry,US-9790222-B2,2016,Fluorinated tetrahydronaphthyridinyl nonanoic acid derivatives and uses thereof
336,Immunology,WO-2016177833-A1,2016,DOSAGE REGIMEN FOR HIV VACCINE
337,Medical Microbiology,WO-2016177833-A1,2016,DOSAGE REGIMEN FOR HIV VACCINE
338,Clinical Sciences,EP-3251687-A1,2016,BIOACTIVE PEPTIDES FOR BLOOD GLUCOSE CONTROL
339,Clinical Sciences,US-10086035-B2,2017,Compositions and methods for invasive and non-invasive procedural skincare
340,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
341,Communications Technologies,EP-3016458-A1,2014,"Apparatus, Mobile Device, Base Station Transceiver, Adaptation Server, Method and Computer Program for providing information related to a predicted channel state"
342,Medical Microbiology,US-20170043009-A1,2015,DOSAGE REGIMEN FOR HIV VACCINE
343,Clinical Sciences,US-20170043009-A1,2015,DOSAGE REGIMEN FOR HIV VACCINE
344,Immunology,US-9587014-B2,2012,TDP-43 specific binding molecules
345,Artificial Intelligence and Image Processing,US-10034645-B1,2017,Systems and methods for detecting complex networks in MRI image data
346,Organic Chemistry,US-9963459-B1,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpla]pyrrolo[2,3-e]-pyrazin-8-YL)-N-(2,2,2-Trifluoroethyl)pyrrol and solid state forms thereof"
347,Organic Chemistry,US-10017517-B2,2018,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluorethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
348,Organic Chemistry,US-9879018-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl and solid state forms thereof"
349,Organic Chemistry,US-10076567-B2,2014,MPER-liposome conjugates and uses thereof
350,Clinical Sciences,WO-2016165953-A1,2016,METHODS FOR THE TREATMENT OF INFLAMMATORY DISORDERS
351,Organic Chemistry,US-9879019-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-α]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
352,Organic Chemistry,US-9035048-B2,2009,Tetrahydrotriazine compounds for treating diseases associated with AMPK activity
353,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
354,Organic Chemistry,US-9951080-B2,2017,"Processes for the preparation of (3S,4R)-3-ethyl-4-(3H-imidazo[1,2-alpha]pyrrolo[2,3-e]-pyrazin-8-yl)-N-(2,2,2-trifluoroethyl)pyrrolidine-1-carboxamide and solid state forms thereof"
355,Biochemistry and Cell Biology,WO-2011142783-A2,2010,MODIFIED CLOSTRIDIAL TOXINS COMPRISING AN INTEGRATED PROTEASE CLEAVAGE SITE-BINDING DOMAIN
356,Neurosciences,WO-2015089375-A1,2014,SOLUBLE HIGH MOLECULAR WEIGHT (HMW) TAU SPECIES AND APPLICATIONS THEREOF
357,Biochemistry and Cell Biology,WO-2016159213-A1,2016,METHOD FOR PRODUCING POLYPEPTIDE HETERO-OLIGOMER
358,Clinical Sciences,US-9970935-B2,2015,Uses of GLI1 in detecting tissue fibrosis
359,Artificial Intelligence and Image Processing,WO-2015153832-A1,2015,SYSTEM AND METHOD FOR CHARACTERIZATION OF ELECTRICAL PROPERTIES OF THE HEART FROM MEDICAL IMAGES AND BODY SURFACE POTENTIALS
360,Biomedical Engineering,WO-2015153832-A1,2015,SYSTEM AND METHOD FOR CHARACTERIZATION OF ELECTRICAL PROPERTIES OF THE HEART FROM MEDICAL IMAGES AND BODY SURFACE POTENTIALS
361,Cardiorespiratory Medicine and Haematology,WO-2015153832-A1,2015,SYSTEM AND METHOD FOR CHARACTERIZATION OF ELECTRICAL PROPERTIES OF THE HEART FROM MEDICAL IMAGES AND BODY SURFACE POTENTIALS
362,Medical Microbiology,WO-2017198816-A1,2017,OLFACTORY MEANS FOR THE DIAGNOSIS OF NEUROLOGICAL COMPLICATIONS OF NERVOUS SYSTEM INFECTION
363,Clinical Sciences,WO-2017198816-A1,2017,OLFACTORY MEANS FOR THE DIAGNOSIS OF NEUROLOGICAL COMPLICATIONS OF NERVOUS SYSTEM INFECTION
364,Microbiology,WO-2017198816-A1,2017,OLFACTORY MEANS FOR THE DIAGNOSIS OF NEUROLOGICAL COMPLICATIONS OF NERVOUS SYSTEM INFECTION
365,Neurosciences,WO-2017198816-A1,2017,OLFACTORY MEANS FOR THE DIAGNOSIS OF NEUROLOGICAL COMPLICATIONS OF NERVOUS SYSTEM INFECTION
366,Biochemistry and Cell Biology,EP-1982997-A1,2005,Degradable clostridial toxins
367,Cardiorespiratory Medicine and Haematology,WO-2012112432-A1,2012,METHODS OF INHIBITING ABERRANT BLOOD VESSEL FORMATION USING OPIOID RETARGETED ENDOPEPTIDASES
368,Biochemistry and Cell Biology,US-10011858-B2,2006,Methods for producing polypeptides by regulating polypeptide association
369,Immunology,US-9670269-B2,2007,Methods of modifying antibodies for purification of bispecific antibodies
370,Biochemistry and Cell Biology,EP-2505592-A1,2007,Modified clostridial toxins with enhanced translocation capability and enhanced targeting activity
371,Oncology and Carcinogenesis,WO-2012112420-A1,2012,TREATMENTS USING PSMA LIGAND ENDOPEPTIDASES
372,Cardiorespiratory Medicine and Haematology,WO-2012112422-A1,2012,INHIBITING ABERRANT BLOOD VESSEL FORMATION USING GROWTH FACTOR RETARGETED ENDOPEPTIDASES
373,Immunology,US-9828429-B2,2015,Method of modifying isoelectric point of antibody via amino acid substitution in CDR
374,Genetics,WO-2018053039-A1,2017,"METHODS OF DIAGNOSING AND TREATING CD55 DEFICIENCY, HYPERACTIVATION OF COMPLEMENT, ANGIOPATHIC THROMBOSIS AND PROTEIN LOSING ENTEROPATHY (CHAPLE), A NEWLY IDENTIFIED ORPHAN DISEASE"
375,Immunology,US-10066018-B2,2015,Antibody constant region variant
376,Communications Technologies,US-9596119-B2,2015,Signal detection in a communication system
377,Biochemistry and Cell Biology,US-9975966-B2,2017,Cytotoxicity-inducing theraputic agent
378,Immunology,US-9975966-B2,2017,Cytotoxicity-inducing theraputic agent
379,Microbiology,US-9486487-B2,2016,Methods and compositions relating to microbial treatment and diagnosis of disorders
380,Oncology and Carcinogenesis,WO-2018099884-A1,2017,RISK SCORES BASED ON HUMAN PHOSPHODIESTERASE 4D VARIANT 7 EXPRESSION
381,Neurosciences,WO-2017194589-A1,2017,INHIBITION OF TAU-MEDIATED EARLY SYNAPTIC DYSFUNCTION
