aff_city,aff_city_id,aff_country,aff_country_code,aff_id,aff_name,aff_state,aff_state_code,pub_id,researcher_id,first_name,last_name
,,,,,"Saint Joan de Déu Research Institute, Saint Joan de Déu Barcelona Children’s Hospital, Barcelona, Spain",,,pub.1118009774,,Raquel,Rabionet
,,,,,"IRCSS Fondazione Don Carlo Gnocchi, Florence, Italy",,,pub.1118009774,,Sandro,Sorbi
,,,,,"Brain Sciences Department, Stremble Ventures, Limassol, Cyprus",,,pub.1118009774,,Federica,Tozzi
,,,,,"Center for Eating Disorders Rintveld, Altrecht Mental Health Institute, Zeist, the Netherlands",,,pub.1118009774,,Annemarie A.,van Elburg
,,,,,"Department of Internal Medicine VI, Psychosomatic Medicine and Psychotherapy, University Medical Hospital Tuebingen, Tuebingen, Germany",,,pub.1118009774,,Stephan,Zipfel
,,,,,"BioRealm, LLC, Walnut, CA, USA",,,pub.1118009774,,Andrew W.,Bergen
,,,,,"Eating Recovery Center, Denver, CO, USA",,,pub.1118009774,,Craig,Johnson
,,,,,"Department of Neurology, National Hospital Organization Higashisaitama Hospital, Saitama, Japan",,,pub.1118151774,,Katsuhisa,Ogata
,,,,,"Zibo Academy of Agricultural Sciences, Zibo, China",,,pub.1117018405,,Xia,An
,,,,,"Mianyang Academy of Agricultural Sciences, Mianyang, China",,,pub.1117018405,,Shouhang,Zheng
,,,,,"Department of Genetics, University Medical Center Groningen, University of Groningen, Groningen, the Netherlands",,,pub.1117617799,ur.01057410143.10,Urmo,Võsa
,,,,,"Department of Genetics, University Medical Center Groningen, University of Groningen, Groningen, the Netherlands",,,pub.1117617799,ur.01344404521.43,Lude,Franke
,,,,,"Department of Ophthalmology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01173214041.31,Mette M.,Bagger
,,,,,"Department of Clinical Genetics, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01173214041.31,Mette M.,Bagger
,,,,,"Department of Clinical Genetics, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01075630304.11,Karin,Wadt
,,,,,"Department of Ophthalmology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01165005332.24,Steffen,Heegaard
,,,,,"Department of Pathology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01165005332.24,Steffen,Heegaard
,,,,,"Department of Ophthalmology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1117623763,ur.01121750651.45,Jens F.,Kiilgaard
,,,,,"Research & Early Development, Celgene Corporation, Cambridge, MA, USA",,,pub.1117623312,,Robert M.,Plenge
,,,,,"Institute for Stroke and Dementia Research (ISD), University Hospital, LMU Munich, Munich, Germany",,,pub.1116501880,,Rainer,Malik
,,,,,"Department of Neurology, Massachusetts General Hospital (MGH), Harvard Medical School, Boston, MA, USA",,,pub.1116501880,,Anne-Katrin,Giese
,,,,,"Laboratory of Experimental Cardiology, Department of Cardiology, Division of Heart and Lungs, University Medical Center Utrecht, University of Utrecht, Utrecht, the Netherlands",,,pub.1116501880,,Sander W.,van der Laan
,,,,,"deCODE genetics/AMGEN Inc., Reykjavik, Iceland",,,pub.1116501880,,Solveig,Gretarsdottir
,,,,,"INSERM, Institut Pasteur de Lille, LabEx DISTALZ-UMR1167, Risk Factors and Molecular Determinants of Aging-Related Diseases, Université Lille, Lille, France",,,pub.1116501880,,Philippe,Amouyel
,,,,,"AA Martinos Center for Biomedical Imaging, Department of Radiology, MGH, Harvard Medical School, Boston, MA, USA",,,pub.1116501880,,Hakan,Ay
,,,,,"Stroke Pharmacogenomics and Genetics, Fundacio Docència i Recerca MutuaTerrassa, Terrassa, Spain",,,pub.1116501880,,Caty,Carrera
,,,,,"Institute of Cardiovascular Research, Royal Holloway University of London, London, UK, and Ashford and St Peters Hospital, Surrey, UK",,,pub.1116501880,ur.0634244761.20,Ioana,Cotlarciuc
,,,,,"Framingham Heart Study, Framingham, MA, USA",,,pub.1116501880,,Anita L.,DeStefano
,,,,,"Neuroscience Institute, SF Medical Center, Trenton, NJ, USA",,,pub.1116501880,,Raji P.,Grewal
,,,,,"RIKEN Center for Integrative Medical Sciences, Yokohama, Japan",,,pub.1116501880,,Michiaki,Kubo
,,,,,"Data Tecnica International, Glen Echo, MD, USA",,,pub.1116501880,,Michael A.,Nalls
,,,,,"Fred Hutchinson Cancer Research Center, University of Washington, Seattle, WA, USA",,,pub.1116501880,,Alexander P.,Reiner
,,,,,"Department of Neurology, Massachusetts General Hospital (MGH), Harvard Medical School, Boston, MA, USA",,,pub.1116501880,,Natalia S.,Rost
,,,,,"Institute of Cardiovascular Research, Royal Holloway University of London, London, UK, and Ashford and St Peters Hospital, Surrey, UK",,,pub.1116501880,,Pankaj,Sharma
,,,,,"Stroke Division, Florey Institute of Neuroscience and Mental Health, University of Melbourne, Heidelberg, Victoria, Australia",,,pub.1116501880,,Vincent N. S.,Thijs
,,,,,"deCODE genetics/AMGEN Inc., Reykjavik, Iceland",,,pub.1116501880,,Gudmar,Thorleifsson
,,,,,"deCODE genetics/AMGEN Inc., Reykjavik, Iceland",,,pub.1116501880,,Unnur,Thorsteinsdottir
,,,,,"Institute for Stroke and Dementia Research (ISD), University Hospital, LMU Munich, Munich, Germany",,,pub.1116501880,,Steffen,Tiedt
,,,,,"Center for Medical Systems Biology, Leiden, the Netherlands",,,pub.1116501880,,Cornelia M.,van Duijn
,,,,,"Integrated Cardio Metabolic Centre, Department of Medicine, Karolinska Institutet, Karolinska Universitetssjukhuset, Huddinge, Sweden",,,pub.1116501880,,Johan L. M.,Björkegren
,,,,,"UPMC Univ. Paris 06, INSERM, UMR_S 1166, Team Genomics & Pathophysiology of Cardiovascular Diseases, Sorbonne Universités, Paris, France",,,pub.1116501880,,Veronica,Codoni
,,,,,"UPMC Univ. Paris 06, INSERM, UMR_S 1166, Team Genomics & Pathophysiology of Cardiovascular Diseases, Sorbonne Universités, Paris, France",,,pub.1116501880,,David A.,Trégouët
,,,,,"Saw Swee Hock School of Public Health, National University of Singapore and National University Health System, Singapore, Singapore",,,pub.1116501880,,E. Shyong,Tai
,,,,,"Department of Cardiology, University Medical Center Groningen, University of Groningen, Groningen, the Netherlands",,,pub.1116501880,,Pim,van der Harst
,,,,,"Framingham Heart Study, Framingham, MA, USA",,,pub.1116501880,,Andrew D.,Johnson
,,,,,"Oklahoma Center for Neuroscience, Oklahoma City, OK, USA",,,pub.1116501880,ur.01143222103.28,Dharambir K.,Sanghera
,,,,,"Stroke Pharmacogenomics and Genetics, Fundacio Docència i Recerca MutuaTerrassa, Terrassa, Spain",,,pub.1116501880,,Israel,Fernandez-Cadenas
,,,,,"Albrecht Kossel Institute, University Clinic of Rostock, Rostock, Germany",,,pub.1116501880,,Arndt,Rolfs
,,,,,"deCODE genetics/AMGEN Inc., Reykjavik, Iceland",,,pub.1116501880,,Kari,Stefansson
,,,,,"Framingham Heart Study, Framingham, MA, USA",,,pub.1116501880,,Sudha,Seshadri
,,,,,"Institute for Stroke and Dementia Research (ISD), University Hospital, LMU Munich, Munich, Germany",,,pub.1116501880,,Martin,Dichgans
,,,,,"Department of Clinical Genetics, Mental Health Research Center, Moscow, Russia",,,pub.1116533748,,Vera,Golimbet
,,,,,"Institute of Biological Psychiatry, MHC Sct. Hans, Mental Health Services Copenhagen, Roskilde, Denmark",,,pub.1116533748,,Thomas,Werge
,,,,,"Institute of Biotechnology, University of Helsinki, Helsinki, Finland, and Division of Plant Biology, Department of Biosciences, University of Helsinki, Helsinki, Finland",,,pub.1117131962,,Suvi,Broholm
,,,,,"School of Forest Biotechnology, Zhejiang Agriculture and Forestry University, Hangzhou, China",,,pub.1117131962,,Fuqiang,Cui
,,,,,"DBN Plant Molecular Laboratory, National Botanic Gardens of Ireland, Dublin, Ireland",,,pub.1117131962,,Colin T,Kelleher
,,,,,"Agricultural and Food Science/Scientific Agricultural Society of Finland, Lemu, Finland",,,pub.1117131962,,Raili,Ruonala
,,,,,"Royal Haskoning DHV, Maastricht Airport, Beek, the Netherlands",,,pub.1117131962,,Annikki,Welling
,,,,,"Department of Child and Adolescent Psychiatry, Psychosomatics and Psychotherapy, Autism Research and Intervention Center of Excellence, University Hospital Frankfurt, Goethe University, Frankfurt, Germany",,,pub.1117288834,ur.01204407342.54,Andreas G.,Chiocchetti
,,,,,"Department of Child and Adolescent Psychiatry, Psychosomatics and Psychotherapy, Autism Research and Intervention Center of Excellence, University Hospital Frankfurt, Goethe University, Frankfurt, Germany",,,pub.1117288834,ur.01207265411.26,Christine M.,Freitag
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Miao,Xu
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Youyuan,Yao
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Shanshan,Zhang
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Su-Mei,Cao
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Tong,Xiang
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Guiping,He
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Qi-Sheng,Feng
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Li-Zhen,Chen
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Xiang,Guo
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Wei-Hua,Jia
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Ming-Yuan,Chen
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Xiao,Zhang
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Shang-Hang,Xie
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Roujun,Peng
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Lin,Feng
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Jin-Xin,Bei
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Rui-Hua,Xu
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Mu-Sheng,Zeng
,,,,,"State Key Laboratory of Oncology in South China, Collaborative Innovation Center for Cancer Medicine, Guangdong Key Laboratory of Nasopharyngeal Carcinoma Diagnosis and Therapy, Sun Yat-sen University Cancer Center, Guangzhou, China",,,pub.1117297813,,Yi-Xin,Zeng
,,,,,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",,,pub.1117131963,ur.0764632407.78,Ron,Knox
,,,,,"Swift Current Research and Development Centre, Swift Current, Saskatchewan, Canada",,,pub.1117131963,ur.01276610520.95,Richard,Cuthbert
,,,,,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",,,pub.1117131963,ur.01230120324.32,John P.,Davies
,,,,,"Corteva Agriscience, Agriculture Division of DowDuPont, Indianapolis, IN, USA",,,pub.1117131963,ur.014570252611.24,Steve R.,Webb
,,,,,"Université Sorbonne, UPMC Univ Paris 06, Inserm, CNRS, Institut du cerveau et de la moelle—Hôpital Pitié-Salpêtrière, Boulevard de l’Hôpital, Paris, France",,,pub.1117620864,,Philippe,Ravassard
,,,,,"Hubrecht Institute/KNAW, Utrecht, the Netherlands",,,pub.1117620864,ur.01212134763.61,Eelco J. P.,de Koning
,,,,,"Nottingham NIHR Biomedical Research Centre, Nottingham, UK",,,pub.1116008893,,Ana M.,Valdes
,,,,,"Division of Genetics and Cell Biology, San Faffaele Research Institute, Milan, Italy",,,pub.1116008893,,Daniela,Toniolo
,,,,,"Centre for Ophthalmology and Visual Science, University of Western Australia, Lions Eye Institute, Perth, Western Australia, Australia",,,pub.1116008893,,Seyhan,Yazar
,,,,,"Centre for Ophthalmology and Visual Science, University of Western Australia, Lions Eye Institute, Perth, Western Australia, Australia",,,pub.1116008893,,Alex W.,Hewitt
,,,,,"Centre for Ophthalmology and Visual Science, University of Western Australia, Lions Eye Institute, Perth, Western Australia, Australia",,,pub.1116008893,,David A.,Mackey
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1116491931,,Valérie,Turcot
,,,,,"Division of Epidemiology, Department of Medicine, Vanderbilt-Ingram Cancer Center, Vanderbilt Epidemiology Center, Vanderbilt University School of Medicine, Nashville, TN, USA",,,pub.1116491931,,Yingchang,Lu
,,,,,"Quantinuum Research, LLC, San Diego, CA, USA",,,pub.1116491931,,Jonathan P.,Bradfield
,,,,,"Department of Cardiovascular Sciences, University of Leicester, Glenfield Hospital, Leicester, UK",,,pub.1116491931,ur.01110255466.35,Nicholas G. D.,Masca
,,,,,"INSERM U1167, Lille, France",,,pub.1116491931,,Philippe,Amouyel
,,,,,"Department of Cardiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1116491931,,Lia E.,Bang
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1116491931,,Marianne,Benn
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1116491931,,Audrey Y.,Chu
,,,,,"Department of Human Genetics, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,pub.1116491931,ur.013374310473.84,Jordi Corominas,Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,pub.1116491931,ur.013374310473.84,Jordi Corominas,Galbany
,,,,,"Department of Ophthalmology, Donders Institute for Brain, Cognition and Behaviour, Radboud University Medical Center, Nijmegen, the Netherlands",,,pub.1116491931,ur.014662071411.49,Anneke I.,Hollander
,,,,,"Montreal Heart Institute, Université de Montréal, Montreal, Quebec, Canada",,,pub.1116491931,,Marie-Pierre,Dubé
,,,,,"Department of Clinical Biochemistry, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark",,,pub.1116491931,,Ruth,Frikke-Schmidt
,,,,,"NHLBI Framingham Heart Study, Framingham, MA, USA",,,pub.1116491931,,Nancy L.,Heard-Costa
,,,,,"Institute of Genetic Epidemiology, Helmholtz Zentrum München–German Research Center for Environmental Health, Neuherberg, Germany",,,pub.1116491931,,Iris M.,Heid
,,,,,"Centre for Ophthalmology and Vision Science, Lions Eye Institute, University of Western Australia, Perth, Western Australia, Australia",,,pub.1116491931,,Alex W.,Hewitt
,,,,,"Research Unit Skellefteå, Skellefteå, Sweden",,,pub.1116491931,,Jan-Håkan,Jansson
,,,,,"Department of Clinical Biochemistry, Herlev and Gentofte Hospital, Copenhagen University Hospital, Herlev, Denmark",,,pub.1116491931,,Pia R.,Kamstrup
,,,,,"Echinos Medical Centre, Echinos, Greece",,,pub.1116491931,ur.01341205376.74,Maria,Karaleftheri
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1116491931,,Johanna,Kuusisto
,,,,,"Institute of Clinical Medicine, Internal Medicine, University of Eastern Finland and Kuopio University Hospital, Kuopio, Finland",,,pub.1116491931,,Markku,Laakso
