journal_id,title,total
jour.1030151,Forest Ecology and Management,10
jour.1044558,Brain Connectivity,10
jour.1039716,memo - Magazine of European Medical Oncology,9
jour.1346392,Journal of Industrial and Engineering Chemistry,9
jour.1019095,Acta Gastro-Enterologica Belgica,9
jour.1053100,Signal Transduction and Targeted Therapy,9
jour.1048458,Scandinavian Journal of Child and Adolescent Psychiatry and Psychology,9
jour.1049583,Middle East Journal of Medical Genetics,9
jour.1093542,Brain and Cognition,9
jour.1040390,The Open Ophthalmology Journal,9
jour.1014189,Marine Pollution Bulletin,9
jour.1312298,Psychopathology,9
jour.1095373,Minerva Urologica e Nefrologica,9
jour.1116916,Hematology,9
jour.1038673,Journal of Addiction Medicine,9
jour.1098166,Computerized Medical Imaging and Graphics,9
jour.1091983,Peritoneal Dialysis International,9
jour.1115742,Musculoskeletal Science and Practice,9
jour.1046697,Journal of Animal Science and Biotechnology,9
jour.1337037,POINT OF VIEW EAST – WEST,9
jour.1084668,Journal of Medical Ethics,9
jour.1098547,Current Opinion in Infectious Diseases,9
jour.1312222,British Journal of Health Psychology,9
jour.1081720,The American Journal of Drug and Alcohol Abuse,9
jour.1033171,Sleep and Biological Rhythms,9
jour.1105375,Journal of Computer-Aided Molecular Design,9
jour.1103522,Insect Molecular Biology,9
jour.1345333,2017 IEEE International Ultrasonics Symposium (IUS),9
jour.1084603,Frontiers in Neuroendocrinology,9
jour.1124807,Journal of Plant Growth Regulation,9
jour.1039476,Current Cardiovascular Risk Reports,9
jour.1022613,Traffic,9
jour.1055587,Respiratory Care,9
jour.1085595,Journal of Advanced Nursing,9
jour.1135048,Journal of Applied Polymer Science,9
jour.1018060,Blood Research,9
jour.1294959,Physiology,9
jour.1023431,Current Drug Metabolism,9
jour.1313731,American Journal of Health-System Pharmacy,9
jour.1113758,European Addiction Research,9
jour.1094798,Neuro-Ophthalmology,9
jour.1043435,Materials Chemistry and Physics,9
jour.1112076,Canadian Respiratory Journal,9
jour.1048744,Applied & Translational Genomics,9
jour.1150473,Regenerative Therapy,9
jour.1115996,Australasian Psychiatry,9
jour.1019619,West Indian Medical Journal,9
jour.1358829,Postgraduate Medicine,9
jour.1052374,JMIR Cancer,9
jour.1099041,Critical Reviews in Biochemistry and Molecular Biology,9
jour.1018781,Mycopathologia,9
jour.1313735,Annual Review of Cell and Developmental Biology,9
jour.1118143,Balkan Journal of Medical Genetics,9
jour.1358289,Women's Health Issues,9
jour.1049384,Endoscopic Ultrasound,9
jour.1048152,The Journal of Frailty & Aging,9
jour.1101327,Journal of Investigational Allergology and Clinical Immunology,9
jour.1091449,Lasers in Surgery and Medicine,9
jour.1092872,Nuclear Medicine Communications,9
jour.1096461,Cardiovascular Therapeutics,9
jour.1042298,Revue des Maladies Respiratoires Actualités,9
jour.1018159,Minerva Cardioangiologica,9
jour.1126625,Journal of Nuclear Materials,9
jour.1017111,Experimental Parasitology,9
jour.1051493,Health Services and Delivery Research,9
jour.1020088,Clinical and Experimental Pharmacology and Physiology,9
jour.1048999,Evolution Medicine and Public Health,9
jour.1053427,BMJ Open Sport & Exercise Medicine,9
jour.1038366,Lifestyle Genomics,9
jour.1005890,Journal of Medical Imaging and Radiation Oncology,9
jour.1038040,The Anatomical Record,9
jour.1053070,"Acta Crystallographica Section D, Structural Biology",9
jour.1294969,Journal of the Chinese Medical Association,9
jour.1031953,CardioVasc,9
jour.1371256,Primary Care Respiratory Journal,9
jour.1293226,BJS Open,9
jour.1023214,Plant Reproduction,9
jour.1035990,Archives of Medical Science,9
jour.1017348,Antonie van Leeuwenhoek,9
jour.1119026,Angiogenesis,9
jour.1124486,Journal of Statistical Computation and Simulation,9
jour.1053240,Human Pathology Case Reports,9
jour.1090387,Seminars in Respiratory and Critical Care Medicine,9
jour.1036395,Applied Physiology Nutrition and Metabolism,9
jour.1040855,Journal of Genetic Medicine,9
jour.1319421,Canadian Liver Journal,9
jour.1002474,La Medicina del lavoro,9
jour.1044313,Research Synthesis Methods,9
jour.1018392,Journal of Environmental Management,9
jour.1284311,Current Protocols in Plant Biology,9
jour.1294878,Cellular Reprogramming,9
jour.1095684,Environmental Monitoring and Assessment,9
jour.1041017,Orthopedics and Traumatology,9
jour.1327780,Evidence-Based Medicine,9
jour.1065152,Nihon Naika Gakkai Zasshi,9
jour.1129604,IEEE Transactions on Pattern Analysis and Machine Intelligence,9
jour.1029670,Anti-Cancer Agents in Medicinal Chemistry,9
jour.1098808,Asian Journal of Surgery,9
jour.1136859,Pulmonary Therapy,9
jour.1048487,IEEE Transactions on Cybernetics,9
jour.1017941,JAPANESE JOURNAL OF MICROBIOLOGY,9
jour.1047552,Atmospheric Chemistry and Physics Discussions,9
jour.1015868,Veterinary Research,9
jour.1312226,Journal of Occupational Health,9
jour.1095603,Pediatric Emergency Care,9
jour.1041953,Phytochemistry Letters,9
jour.1100894,Journal of Digital Imaging,9
jour.1050237,BBA Clinical,9
jour.1312273,The International Journal of Developmental Biology,9
jour.1151506,Karger Kompass Ophthalmologie,9
jour.1051900,Allergo Journal International,9
jour.1137324,Biochimica et Biophysica Acta (BBA) - Proteins and Proteomics,9
jour.1287104,Phytobiomes Journal,9
jour.1122661,Journal of Dispersion Science and Technology,9
jour.1131428,Journal of Plant Research,9
jour.1044713,Journal of Ophthalmic Inflammation and Infection,9
jour.1116533,Journal of Microbiology,9
jour.1090373,Medical Teacher,9
jour.1044923,Fuel,9
jour.1027346,Journal of musculoskeletal & neuronal interactions,9
jour.1153327,Child Neurology Open,9
jour.1101108,Journal of Health Care for the Poor and Underserved,9
jour.1096941,The Journal of Cardiovascular Nursing,9
jour.1026246,Energy & Fuels,9
jour.1041750,Communication in Statistics- Theory and Methods,9
jour.1294913,Rejuvenation Research,9
jour.1001351,Cryobiology,9
jour.1297489,Journal of Geophysical Research Solid Earth,9
jour.1132150,Complexity,9
jour.1000245,Australian and New Zealand Journal of Obstetrics and Gynaecology,9
jour.1034701,Annual Review of Clinical Psychology,9
jour.1044722,Gériatrie et Psychologie Neuropsychiatrie du Vieillissement,9
jour.1136894,Biochimica et Biophysica Acta (BBA) - Biomembranes,9
jour.1049832,Journal of Pediatric Surgery Case Reports,9
jour.1077133,Central European Journal of Public Health,9
jour.1113382,Seminars in Pediatric Neurology,9
jour.1039051,Iranian journal of kidney diseases,9
jour.1039760,Journal of Neuropsychology,9
jour.1319703,Revue Française d'Allergologie et d'Immunologie Clinique,9
jour.1319787,Zoonoses and Public Health,9
jour.1092852,Cellular and Molecular Neurobiology,9
jour.1049723,Current Behavioral Neuroscience Reports,9
jour.1099658,Critical Reviews™ in Oncogenesis,9
jour.1284501,npj Vaccines,9
jour.1039991,Statistica Sinica,9
jour.1016913,Acta Cytologica,9
jour.1031408,Nature Materials,9
jour.1146330,Nefrología (English Edition),9
jour.1021593,Japanese Journal of Infectious Diseases,9
jour.1094055,Cell Biochemistry and Function,9
jour.1042490,Open Access Macedonian Journal of Medical Sciences,9
jour.1312210,Journal of Clinical Nursing,9
jour.1051726,Ocular Oncology and Pathology,9
jour.1013755,Geriatric Care,9
jour.1013761,Pattern Recognition,9
jour.1115271,Progress in Medical Physics,9
jour.1049248,Orthopaedic Journal of Sports Medicine,9
jour.1090089,Journal of Orthopaedic and Sports Physical Therapy,9
jour.1050661,Journal of Cancer Policy,8
jour.1038301,Journal of Solid State Chemistry,8
jour.1043901,Online Journal of Public Health Informatics,8
jour.1043670,Asian Pacific Journal of Tropical Medicine,8
jour.1044433,MSMR Medical surveillance monthly report,8
jour.1034577,Der Pneumologe,8
jour.1022875,Proceedings of the IEEE,8
jour.1006203,Journal of Applied Ecology,8
jour.1046664,ChemPlusChem,8
jour.1313736,Substance Use & Misuse,8
jour.1094560,Journal of Sports Sciences,8
jour.1125574,Nuclear Instruments and Methods in Physics Research Section B Beam Interactions with Materials and Atoms,8
jour.1137264,IOP Conference Series Earth and Environmental Science,8
jour.1137008,IOP Conference Series Materials Science and Engineering,8
jour.1021022,Veterinary Ophthalmology,8
jour.1017390,Canadian Journal of Physiology and Pharmacology,8
jour.1320488,Physical Review B,8
jour.1313719,Biological and Pharmaceutical Bulletin,8
jour.1300598,Endocrinology Diabetes & Metabolism,8
jour.1036819,Journal of Pediatric Neurosciences,8
jour.1051118,Interdisciplinary Neurosurgery,8
jour.1050758,Oxford Medical Case Reports,8
jour.1047515,Biomaterials Science,8
jour.1327756,Journal of Inorganic Biochemistry,8
jour.1146119,EMC - Neurologia,8
jour.1046679,Respiratory Investigation,8
jour.1294863,Comparative Biochemistry and Physiology Part A Molecular & Integrative Physiology,8
jour.1023867,Antiquity,8
jour.1043696,Pharmaceutics,8
jour.1114760,Lifetime Data Analysis,8
jour.1021135,IUBMB Life,8
jour.1133082,Cereal Research Communications,8
jour.1037132,Future Neurology,8
jour.1358106,Journal of Pharmacy and Pharmacology,8
jour.1084856,Journal of Community Health,8
jour.1048273,High-Throughput,8
jour.1031675,Journal of drugs in dermatology,8
jour.1092475,TrAC Trends in Analytical Chemistry,8
jour.1297369,Natural Product Research,8
jour.1014962,Medical Microbiology and Immunology,8
jour.1096596,Dysphagia,8
jour.1102799,Journal of Mental Health,8
jour.1027654,FEMS Yeast Research,8
jour.1017393,Canadian Journal of Surgery,8
jour.1049920,eGEMs (Generating Evidence & Methods to improve patient outcomes),8
jour.1035931,Russian Journal of Cardiology,8
jour.1084846,Stereotactic and Functional Neurosurgery,8
jour.1100524,Tetrahedron Asymmetry,8
jour.1113884,International Journal of Angiology,8
jour.1034041,Genomics & Informatics,8
jour.1358087,"The Journal of Law, Medicine & Ethics",8
jour.1052395,eNeurologicalSci,8
jour.1126748,HortScience,8
jour.1016672,Molecular and Cellular Biochemistry,8
jour.1034946,Pharmaceuticals,8
jour.1017152,Journal canadien d'anesthésie,8
jour.1284455,Current Opinion in Toxicology,8
jour.1043729,International Neurourology Journal,8
jour.1138595,Geoscientific Model Development Discussions,8
jour.1047925,Current Pediatrics Reports,8
jour.1052524,Antioxidants,8
jour.1086657,Sexually Transmitted Diseases,8
jour.1011056,Cell Proliferation,8
jour.1012133,Inflammation Research,8
jour.1043902,Wiley Interdisciplinary Reviews - RNA,8
jour.1047149,Journal of Alzheimer’s Disease & Parkinsonism,8
jour.1041992,Energy & Environmental Science,8
jour.1029616,Australian Journal of Primary Health,8
jour.1042768,Biofabrication,8
jour.1042628,Clinical and Experimental Neuroimmunology,8
jour.1050815,Neurobiology of Stress,8
jour.1022934,ALTEX,8
jour.1006357,Journal of Food Protection,8
jour.1126326,Information and Computation,8
jour.1031716,Meat Science,8
jour.1141131,Archaeology International,8
jour.1036453,Journal of Cardiothoracic Surgery,8
jour.1345387,Comparative Medicine,8
jour.1293119,OBM Genetics,8
jour.1038235,ISBT Science Series,8
jour.1020142,Endocrine Research,8
jour.1100562,Journal of Gambling Studies,8
jour.1021794,Brazilian Journal of Psychiatry,8
jour.1041136,Current Breast Cancer Reports,8
jour.1041162,Biophysical Reviews,8
jour.1040526,Drug Testing and Analysis,8
jour.1043259,Indian Journal of Public Health Research & Development,8
jour.1099521,Seminars in Dialysis,8
jour.1084216,Birth,8
jour.1012103,Archives of Environmental & Occupational Health,8
jour.1101123,Enfermedades Infecciosas y Microbiología Clínica,8
jour.1357502,NeuroTransmitter,8
jour.1313768,Environmental Earth Sciences,8
jour.1291987,Aquaculture and Fisheries,8
jour.1126650,Geophysical Research Letters,8
jour.1151623,LymphoSign Journal,8
jour.1037779,American Journal of Men's Health,8
jour.1045931,Remote Sensing of Environment,8
jour.1116810,Therapeutic Apheresis and Dialysis,8
jour.1009586,Oecologia,8
jour.1051116,Cerebellum & Ataxias,8
jour.1043723,Psychiatriki,8
jour.1040309,Inflammation and Regeneration,8
jour.1312002,Journal of Organometallic Chemistry,8
jour.1100340,Restorative Neurology and Neuroscience,8
jour.1044096,AoB Plants,8
jour.1018039,Neoplasma,8
jour.1115097,Interventional Neuroradiology,8
jour.1035137,Journal of Ornithology,8
jour.1042990,BJPsych Bulletin,8
jour.1117911,Neuromodulation Technology at the Neural Interface,8
jour.1312266,Psychology and Psychotherapy Theory Research and Practice,8
jour.1014418,Klinische Neurophysiologie,8
jour.1034270,Expert Opinion on Drug Delivery,8
jour.1294884,Botanical Studies,8
jour.1035939,Innovations Technology and Techniques in Cardiothoracic and Vascular Surgery,8
jour.1081901,Journal of American College Health,8
jour.1044806,Translational Behavioral Medicine,8
jour.1048459,Leukemia Research Reports,8
jour.1105117,Journal of Aging and Physical Activity,8
jour.1085476,Behavioral Ecology and Sociobiology,8
jour.1115627,Journal of Evaluation in Clinical Practice,8
jour.1102164,Work,8
jour.1037699,Neural Development,8
jour.1030101,Australian Mammalogy,8
jour.1048483,Annals of Occupational and Environmental Medicine,8
jour.1033202,Pharmaceutical Statistics,8
jour.1044868,Materials,8
jour.1093521,Chemical Senses,8
jour.1099636,Critical Reviews in Toxicology,8
jour.1030416,Macromolecular Bioscience,8
jour.1087029,Minerva Gastroenterologica e Dietologica,8
jour.1133987,Tribology Letters,8
jour.1096907,Journal of Head Trauma Rehabilitation,8
jour.1052268,Eye and Vision,8
jour.1023732,Journal of Veterinary Science,8
jour.1016884,Allergologia et Immunopathologia,8
jour.1023154,Journal of Applied Ichthyology,8
jour.1034099,Journal of Ocean University of China,8
jour.1126459,Chemical Physics Letters,8
jour.1111842,BioDrugs,8
jour.1023374,Journal of Oceanology and Limnology,8
jour.1029774,Beijing Da Xue Xue Bao,8
jour.1053235,Inflammatory Intestinal Diseases,8
jour.1023805,Vector-Borne and Zoonotic Diseases,8
jour.1028317,Journal of Nanoparticle Research,8
jour.1100426,International Journal of STD & AIDS,8
jour.1045059,European Journal of Psychotraumatology,8
jour.1016411,Endocrinology and Metabolism Clinics of North America,8
jour.1345197,Quarterly Journal of Nuclear Medicine and Molecular Imaging,8
jour.1117440,Hernia,8
jour.1154280,Academic Pathology,8
jour.1032602,Veterinary and Comparative Oncology,8
jour.1106266,Japanese Journal of Neurosurgery,8
jour.1017112,"Ear, Nose & Throat Journal",8
jour.1093457,Regulatory Toxicology and Pharmacology,8
jour.1302423,2018 23rd Opto-Electronics and Communications Conference (OECC),8
jour.1319763,Journal of Physical Anthropology,8
jour.1007381,Neurologia i Neurochirurgia Polska,8
jour.1051611,Diagnosis,8
jour.1104826,Proceedings of the Japan Academy Series B,8
jour.1313745,Cytokine & Growth Factor Reviews,8
jour.1044444,PhytoKeys,8
jour.1050897,Electronic physician,8
jour.1005595,International Surgery,8
jour.1045229,Kidney International Supplements,8
jour.1100454,Neuropsychology Review,8
jour.1294917,Protein Engineering Design and Selection,8
jour.1297476,Journal of Endovascular Therapy,8
jour.1012078,Annals of Pharmacotherapy,8
jour.1115840,Environmental Toxicology and Pharmacology,8
jour.1100869,Nutrición Hospitalaria,8
jour.1040895,Journal of Hematopathology,8
jour.1041068,Journal of Oncology,8
jour.1024252,BMC Immunology,8
jour.1053378,Veterinary Sciences,8
jour.1023090,Canadian Journal of Plant Pathology,8
jour.1004928,Harefuah,8
jour.1053056,Environmental Epigenetics,8
jour.1313737,Allergy & Asthma Proceedings,8
jour.1045958,Indian Journal of Genetics and Plant Breeding (The),8
jour.1114455,Child Neuropsychology,8
jour.1055005,International Journal for Vitamin and Nutrition Research,8
jour.1001040,Canadian Veterinary Journal,8
jour.1043649,Biomarkers in Cancer,8
jour.1294963,European Journal of Physical and Rehabilitation Medicine,8
jour.1045778,Communications in Statistics - Simulation and Computation,8
jour.1043531,Infection and Chemotherapy,8
jour.1042327,Pan African Medical Journal,8
