,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,times_cited,title,year
61,"['Commissariat a l Energie Atomique et aux Energies Alternatives', 'COMMISSARIAT ENERGIE ATOMIQUE']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,FR-3048319-A1,['SAVRY OLIVIER'],2017-09-01,,Method of managing certificates are implicit by means of an infrastructure has loops distributed public,2016
62,"['AARHUS UNIV', 'UNIVERSITÀ DI ROMA “LA SAPIENZA”']","[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}, {'id': 'grid.7048.b', 'acronym': 'AU', 'name': 'Aarhus University', 'country_name': 'Denmark'}]",Application,,WO-2017008816-A1,"['FERAPONTOVA, Elena', 'BOFFI, Alberto']",2017-01-19,,ENZYMATIC ELECTRODE FOR REGENERATION OF OXIDISED AND/OR REDUCED FORMS OF PYRIDINE NUCLEOTIDES,2016
63,"['Ojai Energetics Pbc', 'OJAI ENERGETICS PBC']",,Grant,2018.0,US-10080736-B2,"['William Kleidon', 'Justin Kirkland']",2018-09-25,1.0,Microencapsulated cannabinoid compositions,2017
64,"['Burlington Hc Research Group Inc', 'THE BURLINGTON HC RES GROUP INC']","[{'id': 'grid.421455.3', 'name': 'Renewable Energy Systems (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9849143-B2,"['Dale M. Walker', 'Adriana Elisa Kajon', 'Vernon E. Walker']",2017-12-26,,Broad spectrum antiviral and methods of use,2017
65,"['WALKER VERNON E DR', 'Burlington Hc Research Group Inc', 'WALKER DALE M', 'KAJON ADRIANA ELISA', 'WALKER VERNON E', 'THE BURLINGTON HC RES GROUP INC']","[{'id': 'grid.421455.3', 'name': 'Renewable Energy Systems (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9585849-B2,"['Dale M. Walker', 'Adriana Elisa Kajon', 'Vernon E. Walker']",2017-03-07,1.0,Broad spectrum antiviral and methods of use,2007
66,"['Modernatx Inc', 'MODERNATX INC']",,Grant,2018.0,US-10064935-B2,"['Giuseppe Ciaramella', 'Shinu John', 'Kambiz Mousavi']",2018-09-04,4.0,Human cytomegalovirus RNA vaccines,2017
67,"['CONSUMED CVBA', 'POWER OF PLATELETS PTE LTD']",,Application,,WO-2018091713-A1,"['FAHMY, Hossam Mostafa', 'GOORIS, Theo']",2018-05-24,,A METHOD FOR PREPARING A GROWTH FACTORS CONTAINING PLATELET RELEASATE,2017
68,"['Ludwig Maximilians Universitaet Muenchen (LMU UNiversitaet)', 'LUDWIG-MAXIMILIANS-UNIVERSITAET MUENCHEN']","[{'id': 'grid.5252.0', 'acronym': 'LMU', 'name': 'Ludwig Maximilian University of Munich', 'country_name': 'Germany'}]",Grant,2016.0,US-9415087-B2,"['Nikolai Naoumov', 'Albrecht von Brunn']",2016-08-16,,Compositions and methods for treating coronavirus infection,2015
69,['UNIV MONASH'],"[{'id': 'grid.1002.3', 'name': 'Monash University', 'country_name': 'Australia'}]",Application,,WO-2017008101-A1,"['MCGOWAN, SHEENA', 'SCAMMELLS, PETER', 'VINH, Natalie', 'DRINKWATER, Nyssa', 'Lee, Jisook']",2017-01-19,,NOVEL AMINOPEPTIDASE INHIBITORS AND METHODS OF USE,2016
70,"['Qualcomm Inc', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9781246-B2,"['Soumya Das', 'Edwin Chongwoo PARK']",2017-10-03,,Augmenting reality using a small cell,2015
71,['ACTELION PHARMACEUTICALS LTD'],"[{'id': 'grid.417650.1', 'name': 'Actelion (Switzerland)', 'country_name': 'Switzerland'}]",Application,,WO-2016091996-A1,"['DINGEMANSE, JASPER', 'HOCH, MATTHIAS', 'KRAUSE, ANDREAS']",2016-06-16,2.0,DOSING REGIMEN FOR A SELECTIVE S1P1 RECEPTOR AGONIST,2015
72,['OTT DAVID MICHAEL'],,Grant,2018.0,US-9968580-B2,['David Michael Ott'],2018-05-15,,"Method of treating Rett syndrome by oral administration of acetate which is provided as composition comprising magnesium acetate, calcium acetate or ethylacetate",2016
73,"['Mitsubishi Electric Corp', 'Mitsubishi Electric R&D Centre Europe BV Netherlands', 'MITSUBISHI ELECTRIC R&D CT EUROPE BV', 'MITSUBISHI ELECTRIC CORP']","[{'id': 'grid.425847.8', 'name': 'Mitsubishi Electric (Netherlands)', 'country_name': 'Netherlands'}, {'id': 'grid.462605.3', 'name': 'Mitsubishi Electric (Japan)', 'country_name': 'Japan'}]",Application,,EP-3188373-A1,"['KHANFOUCI, MOURAD', 'Brunel, Loïc']",2017-07-05,,FAST DISTRIBUTED CLUSTERING FOR COOPERATION IN TELECOMMUNICATIONS NETWORKS,2015
74,"['TC1 LLC', 'TC1 LLC']",,Application,,US-20170104369-A1,['Ethan Falk Petersen'],2017-04-13,,RESONANT POWER TRANSFER SYSTEMS HAVING EFFICIENCY OPTIMIZATION BASED ON RECEIVER IMPEDANCE,2016
75,['QUALCOMM INC'],"[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Application,,WO-2017039806-A1,"['DAS, SOUMYA', 'PARK, Edwin, Chongwoo']",2017-03-09,,SMALL CELL EDGE COMPUTING PLATFORM,2016
76,"['Qualcomm Inc', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9936042-B2,"['Soumya Das', 'Edwin Chongwoo PARK']",2018-04-03,,Local retrieving and caching of content to small cells,2015
77,['QUALCOMM INC'],"[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Application,,WO-2017039812-A1,"['PARK, Edwin, Chongwoo', 'DAS, SOUMYA']",2017-03-09,,SMALL CELL APPLICATION PLATFORM,2016
78,"['Mitsubishi Electric Corp', 'Mitsubishi Electric R&D Centre Europe BV Netherlands', 'MITSUBISHI ELECTRIC R&D CT EUROPE BV', 'MITSUBISHI ELECTRIC CORP']","[{'id': 'grid.425847.8', 'name': 'Mitsubishi Electric (Netherlands)', 'country_name': 'Netherlands'}, {'id': 'grid.462605.3', 'name': 'Mitsubishi Electric (Japan)', 'country_name': 'Japan'}]",Application,,EP-3188372-A1,"['KHANFOUCI, MOURAD', 'Brunel, Loïc']",2017-07-05,,GRAPH CLUSTERING FOR COOPERATION IN TELECOMMUNICATIONS NETWORKS,2015
79,"['IGENOMIX SL', 'SIMON VALLES CARLOS', 'HORCAJADAS ALMANSA JOSE ANTONIO', 'DIAZ GIMENO PATRICIA', 'PELLICER MARTINEZ ANTONIO', 'IGENOMIX S L']",,Grant,2018.0,US-10081840-B2,"['Carlos Simón Vallés', 'José Antonio Horcajadas Almansa', 'Patricia Díaz Gimeno', 'Antonio Pellicer Martínez']",2018-09-25,,Gene expression profile as an endometrial receptivity marker,2009
80,"['Rubius Therapeutics Inc', 'RUBIUS THERAPEUTICS INC']",,Grant,2017.0,US-9644180-B2,"['Avak Kahvejian', 'Jordi Mata-Fink', 'John Round', 'David Arthur Berry', 'Noubar B. Afeyan']",2017-05-09,7.0,Synthetic membrane-receiver complexes,2015
81,"['United States Government As Represented By Dpartment Of Veterans Affairs', 'Yale University', 'US Department of Veterans Affairs', 'UNIV YALE', 'THE US DEPARTMENT OF VETERANS AFFAIRS', 'THE US DEPARTMENT OF VETERANS AFFAIRS']","[{'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.418356.d', 'acronym': 'VA ', 'name': 'United States Department of Veterans Affairs', 'country_name': 'United States'}]",Grant,2018.0,US-10040867-B2,"['James E. Hansen', 'Richard H. Weisbart', 'Melissa Young', 'Philip W. Noble']",2018-08-07,,Cell penetrating anti-guanosine antibody based therapy for cancers with Ras mutations,2015
82,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695167-B2,"['Liangxing Wu', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang']",2017-07-04,10.0,"Substituted triazolo[1,5-a]pyridines and triazolo[1,5-a]pyrazines as LSD1 inhibitors",2015
83,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9994546-B2,"['Liangxing Wu', 'Wenqing Yao']",2018-06-12,5.0,Cyclopropylamines as LSD1 inhibitors,2016
84,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-10047086-B2,"['Liangxing Wu', 'Leah C. Konkol', 'Neil Lajkiewicz', 'Liang Lu', 'Meizhong Xu', 'Wenqing Yao', 'Zhiyong Yu', 'Colin Zhang', 'Chunhong He']",2018-08-14,,Imidazopyridines and imidazopyrazines as LSD1 inhibitors,2017
85,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9758523-B2,"['Liangxing Wu', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang']",2017-09-12,7.0,Triazolopyridines and triazolopyrazines as LSD1 inhibitors,2015
86,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9944647-B2,"['Chunhong He', 'Zhenwu Li', 'Liangxing Wu', 'Wenqing Yao', 'Fenglei Zhang']",2018-04-17,7.0,Heterocyclic compounds as LSD1 inhibitors,2016
87,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9493450-B2,"['Liangxing Wu', 'Chunhong He', 'Leah C. Konkol', 'Ding-Quan Qian', 'Wenqing Yao']",2016-11-15,11.0,Cyclopropylamines as LSD1 inhibitors,2015
88,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9527835-B2,"['Liangxing Wu', 'Chunhong He', 'Ding-Quan Qian', 'Bo Shen', 'Wenqing Yao']",2016-12-27,11.0,Cyclopropylamines as LSD1 inhibitors,2015
89,['MASSACHUSETTS INST TECHNOLOGY'],"[{'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",Application,,WO-2016033422-A1,"['LI, XIN', 'CEDER, GERBRAND']",2016-03-03,,SODIUM TRANSITION METAL OXIDE ELECTROACTIVE COMPOUNDS,2015
90,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695180-B2,"['Liangxing Wu', 'Joel R. Courter', 'Chunhong He', 'Jingwei Li', 'Liang Lu', 'Yaping Sun', 'Xiaozhao Wang', 'Wenqing Yao', 'Colin Zhang', 'Jincong Zhuo']",2017-07-04,10.0,"Substituted imidazo[1,2-a]pyrazines as LSD1 inhibitors",2015
91,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9670210-B2,"['Liangxing Wu', 'Chunhong He', 'Wenqing Yao', 'Fenglei Zhang']",2017-06-06,9.0,Cyclopropylamines as LSD1 inhibitors,2015
92,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9695168-B2,"['Liangxing Wu', 'Leah C. Konkol', 'Neil Lajkiewicz', 'Liang Lu', 'Meizhong Xu', 'Wenqing Yao', 'Zhiyong Yu', 'Colin Zhang', 'Chunhong He']",2017-07-04,10.0,"Substituted imidazo[1,5-α]pyridines and imidazo[1,5-α]pyrazines as LSD1 inhibitors",2015
93,"['Lockheed Martin Corp', 'LOCKHEED CORP']","[{'id': 'grid.419474.b', 'name': 'Lockheed Martin (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9600765-B1,"['Richard N. Pedersen', 'Mark A. Friesel', 'Paul D. Mountcastle']",2017-03-21,,Classification systems and methods using convex hulls,2016
94,['IMP INNOVATIONS LTD'],"[{'id': 'grid.420918.6', 'name': 'Imperial Innovations (United Kingdom)', 'country_name': 'United Kingdom'}]",Application,,WO-2016024131-A1,"['FRANZOSO, GUIDO', 'TORNATORE, LAURA', 'BEGALLI, Federica', ""D'ANDREA, Daniel""]",2016-02-18,,GADD45BETA/MKK7 INHIBITOR FOR THE TREATMENT OF A RESISTANT HAEMATOLOGICAL MALIGNANCY,2015
95,"['Incyte Corp', 'INCYTE CORP']","[{'id': 'grid.417921.8', 'acronym': 'Incyte', 'name': 'Incyte (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9493442-B2,"['Liangxing Wu', 'Joel R. Courter', 'Chunhong He', 'Bo Shen', 'Xiaozhao Wang', 'Wenqing Yao', 'Fenglei Zhang']",2016-11-15,11.0,Cyclopropylamines as LSD1 inhibitors,2015
96,"['Biogen Chesapeake LLC', 'BIOGEN CHESAPEAKE LLC']",,Grant,2018.0,US-10004703-B2,"['Sven Martin Jacobson', 'Robert Ang']",2018-06-26,,Treatment of alzheimer's disease using compounds that reduce the activity of non-selective CA++ activated ATP-sensitive cation channels regulated by SUR1 channels,2013
97,"['Universite de Bourgogne', 'Université de Bourgogne']","[{'id': 'grid.5613.1', 'acronym': 'uB', 'name': 'University of Burgundy', 'country_name': 'France'}]",Grant,2018.0,US-9863048-B2,"['Jacques ANDRIEU', 'Charles DEVILLERS', 'Guillaume de ROBILLARD']",2018-01-09,,Synthesis and use of biobased imidazolium carboxylates,2014
98,"['Universite de Bourgogne', 'Université de Bourgogne']","[{'id': 'grid.5613.1', 'acronym': 'uB', 'name': 'University of Burgundy', 'country_name': 'France'}]",Application,,EP-2963155-A1,"['Andrieu, Jacques', 'Devillers, Charles', 'De Robillard, Guillaume']",2016-01-06,,Synthesis and use of biobased imidazolium carboxylates,2014
99,['Université de Bourgogne'],"[{'id': 'grid.5613.1', 'acronym': 'uB', 'name': 'University of Burgundy', 'country_name': 'France'}]",Application,,WO-2016001436-A1,"['Andrieu, Jacques', 'Devillers, Charles', 'De Robillard, Guillaume']",2016-01-07,,SYNTHESIS AND USE OF BIO-BASED IMIDAZOLIUM CARBOXYLATES,2015
100,"['COMMISSARIAT ENERGIE ATOMIQUE', 'INSTITUT NATIONAL DE LA SANTE ET DE LA RECH MEDICALE']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,WO-2018100325-A1,"['WERNER, Thilo', 'BICHLER, OLIVIER', 'VIANELLO, ELISA', 'YVERT, BLAISE']",2018-06-07,,"MODULATION DEVICE AND METHOD, ARTIFICIAL SYNAPSE COMPRISING SAID MODULATION DEVICE, SHORT-TERM PLASTICITY METHOD IN AN ARTIFICIAL NEURAL NETWORK COMPRISING SAID ARTIFICIAL SYNAPSE",2017
101,['CONSIGLIO NAZIONALE RICERCHE'],"[{'id': 'grid.5326.2', 'acronym': 'CNR', 'name': 'National Research Council', 'country_name': 'Italy'}]",Application,,WO-2016016119-A1,"['PASSANANTI, CLAUDIO', 'CORBI, NICOLETTA', 'DI CERTO, MARIA GRAZIA', 'MATTEI, ELISABETTA', 'PISANI, Cinzia', 'STRIMPAKOS, Georgios', 'LUVISETTO, SIRO']",2016-02-04,10.0,COMPOSITIONS AND METHODS FOR TREATMENT OF MUSCULAR DYSTROPHY,2015
102,"['De Lille 1, University of', 'Centre National de la Recherche Scientifique CNRS', 'Universite Lille 1 Sciences et Technologies', 'UNIV DE LILLE 1', 'CENTRE NAT RECH SCIENT']","[{'id': 'grid.4461.7', 'name': 'Lille 1 University', 'country_name': 'France'}, {'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}]",Application,,FR-3050050-A1,"['CAPPY ALAIN', 'DANNEVILLE FRANCOIS', 'HOEL VIRGINIE', 'LOYEZ CHRISTOPHE']",2017-10-13,1.0,ARTIFICIAL NEURONE,2016
103,['ENEA ENTE NUOVE TEC'],,Application,,WO-2016012968-A1,"['GIULIANO, GIOVANNI', 'FERRANTE, PAOLA', 'FRUSCIANTE, Sarah', 'DIRETTO, Gianfranco', 'PIETRELLA, Marco', 'Al-Babili, Salim']",2016-01-28,1.0,A CAROTENOID DIOXYGENASE AND METHODS FOR THE BIOTECHNOLOGICAL PRODUCTION IN MICROORGANISMS AND PLANTS OF COMPOUNDS DERIVED FROM SAFFRON,2015
104,"[""Agenzia Nazionale Per Le Nuove Tecnologie L'ener- Gia E Lo Sviluppo Economico Sostenibile (enea)"", 'Agenzia Nazionale per le Nuove Tecnologie l Energia e lo Sviluppo Economico Sostenibile (ENEA)', 'AGENZIA NAZ PER LE NUOVE TECNOLOGIE LENERGIA E LO SVILUPPO ECONOMICO SOSTENIBILE ENEA', 'AGENZIA NAZ PER LE NUOVE TECNOLOGIE LENER GIA E LO SVILUPPO ECONOMICO SOSTENIBILE ENEA']","[{'id': 'grid.5196.b', 'acronym': 'ENEA', 'name': 'Italian National Agency for New Technologies, Energy and Sustainable Economic Development', 'country_name': 'Italy'}]",Grant,2018.0,US-9969989-B2,"['Giovanni Giuliano', 'Paola Ferrante', 'Sarah Frusciante', 'Gianfranco Diretto', 'Marco Pietrella', 'Salim Al-Babili']",2018-05-15,,Carotenoid dioxygenase and methods for the biotechnological production in microorganisms and plants of compounds derived from saffron,2015
105,"['Universita degli Studi di Roma La Sapienza', 'Università degli Studi di Roma “La Sapienza”', 'UNIV DEGLI STUDI DI ROMA “LA SAPIENZA”']","[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}]",Grant,2017.0,US-9827292-B2,"['Cinzia Marchese', 'Simona Ceccarelli', 'Antonio Angeloni']",2017-11-28,,Use of KGF in the treatment of menopausal disorders,2013
106,"['University of Zurich', 'Universität Zürich']","[{'id': 'grid.7400.3', 'acronym': 'UZH', 'name': 'University of Zurich', 'country_name': 'Switzerland'}]",Application,,EP-3208750-A1,"['Binas, Jonathan', 'NEIL, DANIEL']",2017-08-23,,AN ANALOGUE ELECTRONIC DEEP NEURAL NETWORK,2016
107,"['Universita degli Studi di Roma La Sapienza', 'UNIVERSIT DEGLI STUDI DI ROMA LA SAPIENZA']","[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}]",Application,,US-20150224172-A1,"['Cinzia Marchese', 'Simona Ceccarelli', 'Antonio Angeloni']",2015-08-13,1.0,USE OF KGF IN THE TREATMENT OF MENOPAUSAL DISORDERS,2013
108,"['UNIV DE LILLE 1', 'CENTRE NAT RECH SCIENT']","[{'id': 'grid.4461.7', 'name': 'Lille 1 University', 'country_name': 'France'}, {'id': 'grid.4444.0', 'acronym': 'CNRS', 'name': 'French National Centre for Scientific Research', 'country_name': 'France'}]",Application,,WO-2017178352-A1,"['CAPPY, Alain', 'DANNEVILLE, François', 'HOEL, Virginie', 'LOYEZ, CHRISTOPHE']",2017-10-19,,ARTIFICIAL NEURON,2017
109,['Universität Zürich'],"[{'id': 'grid.7400.3', 'acronym': 'UZH', 'name': 'University of Zurich', 'country_name': 'Switzerland'}]",Application,,WO-2017144372-A1,"['BINAS, Jonathan Jakob Moses', 'NEIL, Daniel Lawrence']",2017-08-31,,AN ANALOGUE ELECTRONIC NEURAL NETWORK,2017
110,"['CROCE CARLO M', 'GUTTRIDGE DENIS C']",,Grant,2018.0,US-10036018-B2,"['Carlo M. Croce', 'Denis C. Guttridge']",2018-07-31,,Compositions and methods for treating cachexia,2015
111,"['Commissariat a l Energie Atomique et aux Energies Alternatives', 'COMMISSARIAT ENERGIE ATOMIQUE']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,FR-3059805-A1,"['WERNER THILO', 'BICHLER OLIVIER', 'VIANELLO ELISA', 'YVERT BLAISE']",2018-06-08,,"The device and method of modulation, comprising said artificial synapse modulation device, a short term plasticity in an artificial neural network comprising the said artificial synapse",2016
112,"['Columbia University of New York', 'UNIV COLUMBIA']","[{'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}]",Grant,2017.0,US-9654478-B2,"['Salvatore J. Stolfo', 'Gabriela F. Ciocarlie', 'Vanessa Frias-Martinez', 'Janak Parekh', 'Angelos D. Keromytis', 'Joseph Sherrick']",2017-05-16,1.0,"Methods, media, and systems for securing communications between a first node and a second node",2016
113,"['Cedars-Sinai Medical Center', 'CEDARS-SINAI MEDICAL CENTER']","[{'id': 'grid.50956.3f', 'name': 'Cedars-Sinai Medical Center', 'country_name': 'United States'}]",Application,,EP-3154544-A4,"['EDDERKAOUI, MOUAD', 'MURALI, RAMACHANDRAN', 'PANDOL, STEPHEN']",2017-12-20,,COMPOSITIONS AND METHODS FOR TREATING CANCERS,2015
114,['UNIV COLLEGE DUBLIN NAT UNIV OF IRELAND DUBLIN'],"[{'id': 'grid.7886.1', 'acronym': 'UCD', 'name': 'University College Dublin', 'country_name': 'Ireland'}]",Application,,WO-2017129618-A1,"['ENGLISH, Niall J.']",2017-08-03,,A METHOD OF GENERATING HYDROGEN FROM WATER SPLITTING AND A PHOTOELECTROCHEMICAL CELL FOR PERFORMING WATER SPLITTING,2017
115,"['ETH ZURICH (EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZUERICH)', 'Eidgenoessische Technische Hochschule Zurich (ETHZ)', 'Disney Enterprises Inc', 'DISNEY ENTPR INC', 'ETH ZURICH EIDGENOESSISCHE TECHNISCHE HOCHSCHULE ZURICH']","[{'id': 'grid.452365.3', 'name': 'Walt Disney (United States)', 'country_name': 'United States'}, {'id': 'grid.5801.c', 'name': 'Swiss Federal Institute of Technology in Zurich', 'country_name': 'Switzerland'}]",Grant,2018.0,US-10091435-B2,"['Henning Zimmer', 'Alexander Sorkine Hornung', 'Mario Botsch', 'Federico PERAZZI']",2018-10-02,,Video segmentation from an uncalibrated camera array,2016
116,['IKEDA FOOD RES CO LTD'],,Application,,WO-2017141879-A1,"['宮島 彩', '青木\u3000秀之', '佐藤\u3000ふみ', '亀田 剛旨']",2017-08-24,,PANCREATIC LIPASE INHIBITOR COMPOSITION AND PRODUCTION METHOD FOR PANCREATIC LIPASE INHIBITOR COMPOSITION,2017
117,"['InterDigital CE Patent Holdings', 'THOMSON LICENSING']","[{'id': 'grid.426216.5', 'name': 'Technicolor (France)', 'country_name': 'France'}]",Grant,2018.0,US-9948909-B2,"['Vincent Demoulin', 'Neus SABATER']",2018-04-17,,Apparatus and a method for modifying colors of a focal stack of a scene according to a color palette,2016
118,"['Thomson Licensing SA', 'THOMSON LICENSING']","[{'id': 'grid.426216.5', 'name': 'Technicolor (France)', 'country_name': 'France'}]",Application,,EP-3113475-A1,"['DEMOULIN, VINCENT', 'SABATER, Neus']",2017-01-04,,AN APPARATUS AND A METHOD FOR MODIFYING COLOURS OF A FOCAL STACK OF A SCENE ACCORDING TO A COLOUR PALETTE,2015
119,['UNIV NEWCASTLE'],"[{'id': 'grid.1006.7', 'name': 'Newcastle University', 'country_name': 'United Kingdom'}]",Application,,WO-2015052511-A1,"['YAN, JEFF']",2015-04-16,,TEST FOR DISTINGUISHIING BETWEEN A HUMAN AND A COMPUTER PROGRAM,2014
120,"['NOVARTIS AG', 'GLASS DAVID', 'MANNICK JOAN', 'MURPHY LEON']","[{'id': 'grid.419481.1', 'name': 'Novartis (Switzerland)', 'country_name': 'Switzerland'}]",Application,,WO-2016185443-A1,"['GLASS, DAVID', 'MANNICK, JOAN', 'MURPHY, LEON']",2016-11-24,1.0,PHARMACEUTICAL COMBINATION OF EVEROLIMUS WITH DACTOLISIB,2016
121,['UNIV COURT UNIV OF EDINBURGH'],"[{'id': 'grid.4305.2', 'name': 'University of Edinburgh', 'country_name': 'United Kingdom'}]",Application,,WO-2016185160-A1,"['UNCITI-BROCETA, ASIER', 'FRASER, CRAIG', 'O. CARRAGHER, Neil']",2016-11-24,,COMPOUNDS,2016
122,"['Cedars-Sinai Medical Center', 'CEDARS SINAI MEDICAL CENTER']","[{'id': 'grid.50956.3f', 'name': 'Cedars-Sinai Medical Center', 'country_name': 'United States'}]",Grant,2018.0,US-10029997-B2,"['Mouad Edderkaoui', 'Ramachandran Murali', 'Stephen PANDOL']",2018-07-24,1.0,Compositions and methods for treating cancers,2015
123,"['Fondazione Telethon', 'Ospedale San raffaele Srl', 'FOND TELETHON', 'OSPEDALE SAN RAFFAELE SRL']","[{'id': 'grid.11492.3f', 'acronym': 'Telethon', 'name': 'Telethon Foundation', 'country_name': 'Italy'}, {'id': 'grid.18887.3e', 'name': 'San Raffaele Hospital', 'country_name': 'Italy'}]",Grant,2018.0,US-9951328-B2,"['Alessandra Biffi', 'Bernhard Rudolf Gentner', 'Luigi Naldini']",2018-04-24,,Gene vector,2017
