Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.5070451,Y2080775,幽门螺杆菌磷酸钙纳米疫苗的研究,0,2008-01-01,2008.0,2013-12-31,2013,Hangzhou Normal University,grid.410595.c,China,Science and Technology Department of Zhejiang Province,China,0,0,0
grant.5061344,DRT-S98-93,Anti-tick Vaccines,50929,1999-06-30,1999.0,2001-06-30,2001,"University of California, Irvine",grid.266093.8,United States,UC Discovery Grants (formerly IUCRP),United States,0,0,0
grant.4641309,189030,SEVAPLANT - Secure Vaccine Production in Plants,8860,2008-01-01,2008.0,2008-12-31,2008,,,,The Research Council of Norway,Norway,0,0,0
grant.4168271,561325,Development of Novel Vaccines through Glycoengineering,4071,2014-04-01,2014.0,2015-03-31,2015,University of Alberta,grid.17089.37,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.3739684,BIO4980503,Mucosal vaccines against autoimmune disease,0,1998-09-01,1998.0,2000-08-31,2000,French Institute of Health and Medical Research; University of Gothenburg; Paris Descartes University; Novo Nordisk (Denmark),grid.7429.8; grid.8761.8; grid.10992.33; grid.425956.9,France; Sweden; France; Denmark,European Commission,Belgium,0,0,0
grant.3706272,TS1*0347,DEVELOPMENT OF MALARIA VACCINE,0,1985-01-01,1985.0,1987-07-31,1987,State Serum Institute,grid.6203.7,Denmark,European Commission,Belgium,0,0,0
grant.3702523,TS2*0103,VACCINES AGAINST TROPICAL THEILERIOSIS,0,1989-02-01,1989.0,1993-06-30,1993,University of Edinburgh,grid.4305.2,United Kingdom,European Commission,Belgium,0,0,0
grant.3652600,540031,Creation of an anti-diarrhea vaccine,4364,2013-04-01,2013.0,2014-03-31,2014,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.3309929,8026742,Fish Biologics Symposium: Serodiagnostics and Vaccines,6536,1981-02-15,1981.0,1981-08-31,1981,United States Fish and Wildlife Service; United States Fish and Wildlife Service,grid.462979.7; grid.462979.7,United States; United States,Directorate for Engineering,United States,0,0,0
grant.2986898,217170,Oral delievery of vaccines to salmonids,19106,2002-04-01,2002.0,2003-03-31,2003,,,,Natural Sciences and Engineering Research Council,Canada,1,0,0
grant.2985999,304464,Tumor associated carbohydrates and vaccine design,96926,2003-04-01,2003.0,2006-03-31,2006,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2984549,10244,Vaccines for bovine respiratory disease,10998,1996-04-01,1996.0,1997-03-31,1997,University of Saskatchewan; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada,grid.25152.31; grid.55614.33; grid.55614.33,Canada; Canada; Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2974921,42673,Vaccines for bovine respiratory disease,21960,1994-04-01,1994.0,1995-03-31,1995,University of Saskatchewan; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada,grid.25152.31; grid.55614.33; grid.55614.33,Canada; Canada; Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2971636,153531,Développement_d'un vaccin contre Streptococcus suis,64288,1999-04-01,1999.0,2000-03-31,2000,University of Montreal,grid.14848.31,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2963297,134249,Development of subunit Streptococcus suis vaccines,45902,1997-04-01,1997.0,1999-03-31,1999,University of Saskatchewan; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada,grid.25152.31; grid.55614.33; grid.55614.33; grid.55614.33; grid.55614.33; grid.55614.33,Canada; Canada; Canada; Canada; Canada; Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2953859,29549,Development of subunit Streptococcus suis vaccines,23952,1995-04-01,1995.0,1996-03-31,1996,University of Saskatchewan; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada,grid.25152.31; grid.55614.33; grid.55614.33; grid.55614.33; grid.55614.33; grid.55614.33,Canada; Canada; Canada; Canada; Canada; Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2951075,137414,Développement_dun vaccin contre Streptococcus suis,66739,1998-04-01,1998.0,1999-03-31,1999,University of Montreal,grid.14848.31,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2945193,454883,Carbohydrate-based anti cancer vaccines,193054,2006-04-01,2006.0,2011-03-31,2011,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2937592,511553,Vaccines comprising heat-sensitive transgenes,4998,2012-04-01,2012.0,2013-03-31,2013,University of Victoria,grid.143640.4,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2937042,309395,A vaccine to inhibit tick feeding,79436,2004-04-01,2004.0,2006-03-31,2006,University of Alberta,grid.17089.37,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2935778,175434,Porcine cicovirus pathogenesis and vaccine development,105178,1998-04-01,1998.0,2001-03-31,2001,University of Saskatchewan; Agriculture and Agriculture-Food Canada; Agriculture and Agriculture-Food Canada,grid.25152.31; grid.55614.33; grid.55614.33,Canada; Canada; Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2914065,408200,DNA vaccine for avian influenza,4216,2008-04-01,2008.0,2009-03-31,2009,University of Manitoba,grid.21613.37,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2910038,240059,Oral delivery of vaccines and immunomodulators,72085,2000-04-01,2000.0,2004-03-31,2004,University of Saskatchewan,grid.25152.31,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2899455,421077,Bioinformatics and intelligent vaccine design,102599,2005-04-01,2005.0,2010-03-31,2010,University of Saskatchewan,grid.25152.31,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2898752,192792,Tumor Associated Carbohydrates and Vaccine design,52765,2000-04-01,2000.0,2002-03-31,2002,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2896132,410332,Developing plant based vaccines from forages,4216,2008-04-01,2008.0,2009-03-31,2009,University of Guelph,grid.34429.38,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2869083,294165,Bovine adenovirus-3 vectored vaccines,580948,2003-04-01,2003.0,2006-03-31,2006,University of Saskatchewan,grid.25152.31,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2835164,372295,Possible peptide vaccine candidtates for leishmania,16102,2007-04-01,2007.0,2008-03-31,2008,University of Toronto,grid.17063.33,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2824183,404453,Recombinant vaccine development for tenacibaculum maritimum,4216,2008-04-01,2008.0,2009-03-31,2009,Zoetis (Canada),grid.436699.7,Canada,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2813726,255717,Oral delievery of vaccines to salmonids,1634,2003-04-01,2003.0,2004-03-31,2004,,,,Natural Sciences and Engineering Research Council,Canada,0,0,0
grant.2694848,U13FD003568,Annual Conference on Vaccine Research,15000,2008-08-15,2008.0,2013-07-31,2013,,,,United States Food and Drug Administration,United States,0,0,0
grant.2692184,U01IP000019,Varicella and Viral Vaccine Preventable Disease,752462,2004-09-30,2004.0,2011-09-29,2011,Philadelphia Department of Public Health,grid.280512.c,United States,Centers for Disease Control and Prevention,United States,5,0,0
grant.2687621,U01AI056438,Alphavirus Replicon Vaccines to Encephalitis Viruses,7497149,2003-09-01,2003.0,2009-12-31,2009,AlphaVax (United States),grid.422340.3,United States,National Institute of Allergy and Infectious Diseases,United States,1,6,0
grant.2687368,U01AI037546,MALARIA VACCINE RESEARCH AND DEVELOPMENT PROJECT,0,1994-09-01,1994.0,1996-08-31,1996,"University of Maryland, Baltimore",grid.411024.2,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2687218,U01AI030238,STRATEGIES FOR HIV VACCINE DEVELOPMENT,0,1990-06-15,1990.0,1996-11-30,1996,"University of California, San Diego",grid.266100.3,United States,National Institute of Allergy and Infectious Diseases,United States,13,1,0
grant.2687093,U01AI024762,LIPOSOME MICROENCAPSULATION OF VACCINE ANTIGENS,0,1987-06-01,1987.0,1990-05-31,1990,University of Tennessee at Knoxville,grid.411461.7,United States,National Institute of Allergy and Infectious Diseases,United States,14,0,0
grant.2666074,R56AI064745,MULTIVALENT VACCINE FOR LYMPHATIC FILARIASIS,310000,2006-07-15,2006.0,2007-07-31,2007,University of Illinois at Chicago,grid.185648.6,United States,National Institute of Allergy and Infectious Diseases,United States,20,0,0
grant.2665915,R56AI052012,An Envelope Containing HIV Pseudovirion Vaccine,247200,2002-05-01,2002.0,2008-08-31,2008,Brentwood Biomedical Research Institute,grid.280472.b,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2664798,R55DC004583,MICROBIAL POPULATION STRATEGY FOR VACCINE DEVELOPMENT,100000,2001-02-01,2001.0,2003-01-31,2003,Boston Medical Center,grid.239424.a,United States,National Institute on Deafness and Other Communication Disorders,United States,9,0,0
grant.2643578,R43CA069969,THERAPEUTIC TUMOR VACCINE AGAINST MUC-1,0,1996-05-24,1996.0,1996-11-23,1996,Corixa Corporation,grid.284594.6,United States,National Cancer Institute,United States,0,0,0
grant.2643577,R43CA069967,SYNTHESIS OF RNA CANCER VACCINES,0,1996-03-10,1996.0,1997-08-31,1997,Ambion Diagnostics,grid.281037.f,United States,National Cancer Institute,United States,0,0,0
grant.2643549,R43CA068957,DEVELOPMENT OF SYNTHETIC CANCER VACCINES,0,1996-08-15,1996.0,1997-10-31,1997,,,,National Cancer Institute,United States,0,0,0
grant.2640348,R43AI039909,NOVEL VACCINE FOR HELICOBACTER PYLORI,0,1996-09-01,1996.0,1997-02-28,1997,Panorama Research (United States),grid.429970.1,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640344,R43AI039894,HIV-1 VACCINE FOR DEVELOPING COUNTRIES,0,1996-09-01,1996.0,1997-02-28,1997,Celldex Therapeutics (United States),grid.417695.8,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640324,R43AI039346,DEVELOPMENT OF CAMPYLOBACTER FLAGELLIN SUBUNIT VACCINE,0,1996-09-30,1996.0,1997-07-31,1997,Hawaii Biotech (United States),grid.420613.2,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640316,R43AI039324,DEVELOPMENT OF A NOVEL VACCINE STRATEGY,0,1996-09-01,1996.0,1997-02-28,1997,Bristol-Myers Squibb (United States),grid.419971.3,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640237,R43AI037354,SUSTAINED RELEASE FOR VACCINES AND ADJUVANTS,0,1996-09-30,1996.0,1997-05-31,1997,Lynntech,grid.280661.b,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2640236,R43AI037352,BIODEGRADABLE MINERAL MICROSPHERE ADJUVANTS FOR VACCINES,0,1996-09-01,1996.0,1998-02-28,1998,BioTek (United States),grid.288134.4,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2639795,R43AI024371,SYNTHETIC VACCINES UTILIZING BACULOVIRUS POLYHEDRA,0,1987-05-01,1987.0,1987-10-31,1987,,,,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2636315,R41AI040449,DEVELOPMENT OF ROTAVIRUS DNA VACCINES,0,1996-09-01,1996.0,1997-08-31,1997,Antigen Express (United States),grid.417452.1,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2636304,R41AI038606,BIVALENT CONJUGATED RSV PNEUMOCOCCUS VACCINE,0,1995-08-07,1995.0,1997-02-06,1997,,,,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2636298,R41AI036585,AVIRULENT SALMONELLA HOST-VECTOR VACCINE SYSTEMS,0,1994-09-01,1994.0,1996-02-29,1996,Celldex Therapeutics (United States),grid.417695.8,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2625146,R29AI032463,SALMONELLA/HUMAN IMMUNODEFICIENCY VIRUS VACCINE VECTOR,0,1992-07-01,1992.0,1997-04-30,1997,University of Colorado Anschutz Medical Campus,grid.430503.1,United States,National Institute of Allergy and Infectious Diseases,United States,9,0,0
grant.2608574,R21DK057122,A VACCINE FOR IMMUNE MEDIATED DIABETES,160465,1999-09-30,1999.0,2002-08-31,2002,Cornell University,grid.5386.8,United States,National Institute of Diabetes and Digestive and Kidney Diseases,United States,1,0,0
grant.2602929,R21CA082869,CHIMERIC HER-2 PEPTIDE VACCINE,130785,1999-09-01,1999.0,2002-08-31,2002,University of Alabama at Birmingham,grid.265892.2,United States,National Cancer Institute,United States,0,0,0
grant.2597635,R21AI046259,CYTOMEGALOVIRUS VECTORS FOR HIV VACCINE DEVELOPMENT,239250,1999-09-30,1999.0,2002-09-29,2002,University of Rochester,grid.16416.34,United States,National Institute of Allergy and Infectious Diseases,United States,2,0,0
grant.2572211,R03DE011313,A RECOMBINANT PORPHYROMONAS GINGIVALIS VACCINE,0,1995-02-01,1995.0,1997-01-31,1997,"University at Buffalo, State University of New York",grid.273335.3,United States,National Institute of Dental and Craniofacial Research,United States,1,0,0
grant.2566750,R03AI031994,INDO-US VACCINE ACTION PROGRAM,0,1991-09-15,1991.0,1993-08-31,1993,University of Colorado Anschutz Medical Campus,grid.430503.1,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2566749,R03AI030994,INDO-US VACCINE ACTION PROGRAM,0,1990-06-01,1990.0,1994-05-31,1994,Texas Tech University Health Sciences Center,grid.416992.1,United States,National Institute of Allergy and Infectious Diseases,United States,1,0,0
grant.2566740,R03AI030346,INDO-US VACCINE ACTION PROGRAM,0,1990-02-01,1990.0,1993-10-31,1993,Stanford University,grid.168010.e,United States,National Institute of Allergy and Infectious Diseases,United States,2,0,0
grant.2566739,R03AI030345,INDO-US VACCINE ACTION PROGRAM,0,1990-02-01,1990.0,1993-01-31,1993,University of Colorado Anschutz Medical Campus,grid.430503.1,United States,National Institute of Allergy and Infectious Diseases,United States,2,0,0
grant.2566738,R03AI030344,INDO-US VACCINE ACTION PROGRAM,0,1990-02-01,1990.0,1993-01-31,1993,"University of Maryland, Baltimore",grid.411024.2,United States,National Institute of Allergy and Infectious Diseases,United States,0,0,0
grant.2489689,R01DE006153,CHILDHOOD VACCINES AND DENTAL CARIES IMMUNITY,0,1982-08-01,1982.0,2003-04-30,2003,Harvard University,grid.38142.3c,United States,National Institute of Dental and Craniofacial Research,United States,32,4,0
grant.2474868,R01CA085868,ENHANCING TUMOR VACCINE IMMUNOGENICITY BY ANTIGAL,409875,1999-08-01,1999.0,2002-07-31,2002,Rush University Medical Center,grid.240684.c,United States,National Cancer Institute,United States,7,0,0
grant.2471363,R01CA058484,IMMUNOLOGICAL EFFECTS OF MELANOMA VACCINE THERAPY,0,1993-03-25,1993.0,1997-02-28,1997,New York University,grid.137628.9,United States,National Cancer Institute,United States,7,0,0
grant.2471277,R01CA057820,BREAST TUMOR SPECIFIC IMMUNITY--VACCINE DESIGN,0,1992-08-07,1992.0,1998-05-31,1998,University of Pittsburgh,grid.21925.3d,United States,National Cancer Institute,United States,11,0,0
grant.2471271,R01CA057778,ANTITUMOR ARTIFICIAL RECEPTORS AS CANCER VACCINES,0,1992-07-16,1992.0,1997-06-30,1997,University of Wisconsin–Madison,grid.14003.36,United States,National Cancer Institute,United States,4,0,0
grant.2454716,R01AI046164,IMMUNOLOGICALLY FOCUSED APPROACH TO AIDS VACCINE,858983,1999-06-01,1999.0,2004-05-31,2004,Vanderbilt University,grid.152326.1,United States,National Institute of Allergy and Infectious Diseases,United States,12,1,0
grant.2453176,R01AI037256,VACCINE INTERVENTION FOR LYME BORRELIOSIS,1709592,1994-09-30,1994.0,2004-08-31,2004,Brookhaven National Laboratory,grid.202665.5,United States,National Institute of Allergy and Infectious Diseases,United States,23,9,0
