inventor_names,times_cited,granted_year,year,filing_status,associated_grant_ids,assignees,assignee_names,publication_date,id,title
['Janet K. Yamamoto'],,2014.0,2009,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K', 'UNIV FLORIDA']",2014-04-22,US-8703145-B2,Materials and methods for immunizing against FIV infection
['Jack R. Wands'],,,2015,Application,"['grant.2479007', 'grant.2695840']","[{'id': 'grid.240588.3', 'name': 'Rhode Island Hospital', 'country_name': 'United States'}]","['Rhode Island Hospital', 'RHODE ISLAND HOSPITAL']",2015-10-29,US-20150306198-A1,Aspartate-ß-hydroxylase Induces Epitope-specific T Cell Responses in Tumors
"['Yung Chang', 'Sidney Hecht', 'Joseph Leal', 'Viswanath Arutla', 'Xiaowei Liu', 'Sriram Sokalingam', 'Paul Pentel']",,,2016,Application,['grant.2487387'],"[{'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'country_name': 'United States'}, {'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'University of Minnesota', 'UNIV ARIZONA STATE', 'UNIV MINNESOTA']",2016-12-29,US-20160375131-A1,METHODS OF RATIONAL NICOTINE HAPTEN DESIGN AND USES THEREOF
"['Yung Chang', 'Sidney Hecht', 'Joseph Leal', 'Viswanath Arutla', 'Xiaowei Liu', 'Sriram Sokalingam']",,2018.0,2016,Grant,['grant.2487387'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}]","['Arizona State University', 'UNIV ARIZONA STATE']",2018-02-06,US-9884114-B2,Methods of rational nicotine hapten design and uses thereof
"['Pamela Hall', 'Bryce Chackerian', 'David S. Peabody', 'Seth Michael Daly', 'Bradley Owen Elmore', 'Kathleen Triplett']",,,2017,Application,"['grant.2458687', 'grant.2459135', 'grant.4102510']","[{'id': 'grid.266832.b', 'acronym': 'UNM', 'name': 'University of New Mexico', 'country_name': 'United States'}]","['STC.UNM', 'STC UNM']",2019-02-07,US-20190038735-A1,VLP-BASED VACCINES FOR TARGETING STAPHYLOCOCCUS AUREUS SECRETED VIRULENCE FACTORS
['Rangarajan Sampath'],6.0,2012.0,2006,Grant,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'SAMPATH RANGARAJAN', 'IBIS BIOSCIENCES INC']",2012-05-22,US-8182992-B2,Compositions for use in identification of adventitious viruses
"['Rangarajan Sampath', 'Lawrence B. Blyn', 'Christian Massire']",,,2008,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'IBIS BIOSCIENCES INC']",2010-11-18,US-20100291544-A1,COMPOSITIONS FOR USE IN IDENTIFICATION OF STRAINS OF HEPATITIS C VIRUS
['Rangarajan Sampath'],93.0,,2006,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'SAMPATH RANGARAJAN']",2006-09-14,US-20060205040-A1,Compositions for use in identification of adventitious viruses
['Rangarajan Sampath'],2.0,,2006,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'IBIS BIOSCIENCES INC']",2009-09-03,US-20090220937-A1,Compositions for Use in Identification of Adventitious Viruses
['Janet K. Yamamoto'],,,2012,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K', 'UNIV FLORIDA']",2012-11-22,US-20120294891-A1,"MATERIALS AND METHODS FOR DETECTING, PREVENTING, AND TREATING RETROVIRAL INFECTION"
['Janet K. Yamamoto'],19.0,2003.0,2000,Grant,['grant.2452138'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}, {'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA', 'UNIV CALIFORNIA']",2003-04-08,US-6544528-B1,Multi-subtype FIV vaccines
"['Juan Arroyo', 'Charles Miller', 'John Avram Catalan', 'Thomas P. Monath']",13.0,2009.0,2003,Grant,['grant.2455147'],"[{'id': 'grid.417555.7', 'acronym': 'Sanofi', 'name': 'Sanofi (United States)', 'country_name': 'United States'}]","['Sanofi Pasteur Biologics LLC', 'ACAMBIS INC']",2009-03-24,US-7507415-B2,West nile virus vaccine
"['Yung Chang', 'Hao Yan', 'Sidney Hecht', 'Paul Pentel', 'Xiaowei Liu', 'Rumit Maini']",4.0,,2014,Application,"['grant.2607306', 'grant.2487387']","[{'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'country_name': 'United States'}, {'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['Arizona State University', 'University of Minnesota', 'UNIV MINNESOTA', 'UNIV ARIZONA']",2015-01-15,US-20150017201-A1,NOVEL NICOTINE DNA VACCINES
"['Marcus Horwitz', 'Gunter Harth', 'Paul Zamecnik']",3.0,,2002,Application,"['grant.2454088', 'grant.2452208']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'HORWITZ MARCUS A.', 'HARTH GUNTER', 'ZAMECNIK PAUL C.']",2004-02-19,US-20040033972-A1,Treatment of mycobacterium tuberculosis with antisense polynucleotides
['Janet K. Yamamoto'],3.0,2007.0,2003,Grant,['grant.2452138'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}, {'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA', 'UNIV CALIFORNIA']",2007-12-25,US-7311921-B2,Multi-subtype FIV vaccines
"['Roy Curtiss, III', 'Javier Santander']",1.0,,2010,Application,['grant.3820195'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['Arizona State University', 'UNIV ARIZONA']",2010-12-02,US-20100303863-A1,RECOMBINANT EDWARDSIELLA BACTERIUM
"['William N. Haining', 'Arlene H. Sharpe', 'Jernej Godec']",,,2015,Application,"['grant.2695836', 'grant.2459098']","[{'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.38142.3c', 'name': 'Harvard University', 'country_name': 'United States'}]","['Harvard College', 'Dana-Farber Cancer Institute Inc', 'DANA-FARBER CANCER INST INC', 'HARVARD COLLEGE']",2017-08-17,US-20170233808-A1,"COMPOSITIONS AND METHODS FOR IDENTIFICATION, ASSESSMENT, PREVENTION, AND TREATMENT OF T-CELL EXHAUSTION USING CD39 BIOMARKERS AND MODULATORS"
['Janet Yamamoto'],2.0,,2006,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K']",2006-07-06,US-20060147467-A1,Materials and methods for immunizing against FIV infection
['Janet K. Yamamoto'],41.0,2001.0,1998,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['CALIFORNIA A CORP OF CALIFORNIA, University of, Regents of', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2001-07-03,US-6254872-B1,Multi-subtype FIV vaccines
['Janet Yamamoto'],1.0,,2003,Application,['grant.2452138'],"[{'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}]","['NATIONAL INSTITUTES OF HEALTH (NIH), U.S. DEPT. OF HEALTH AND HUMAN SERVICES (DHHS), U.S. GOVERNMENT', 'YAMAMOTO JANET K.']",2004-04-08,US-20040067242-A1,Multi-subtype FIV vaccines
['Janet K. Yamamoto'],,,2007,Application,['grant.2452138'],,['YAMAMOTO JANET K'],2009-10-22,US-20090263417-A1,Multi-subtype FIV vaccines
"['Anne S. De Groot', 'William D. Martin']",1.0,,2017,Application,['grant.2695840'],"[{'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Epivax Inc', 'EPIVAX INC']",2018-06-14,US-20180161419-A1,METHODS FOR IMPROVING THE EFFICACY OF VACCINE ANTIGENS
"['Marcus A. Horwitz', 'Qingmei Jia']",2.0,2018.0,2014,Grant,['grant.2452208'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2018-07-03,US-10010595-B2,Live recombinant booster vaccine against tuberculosis
"['Mark L. Lawrence', 'Attila Karsi']",,2017.0,2016,Grant,"['grant.3946869', 'grant.3826010']","[{'id': 'grid.260120.7', 'acronym': 'MSU', 'name': 'Mississippi State University', 'country_name': 'United States'}]","['MISSISSIPPI STATE UNIVERSITY (MSU)', 'Mississippi State University', 'MISSISSIPPI STATE UNIV']",2017-07-11,US-9700611-B2,Live attenuated catfish vaccine and method of making
"['Anne S De Groot', 'William D Martin']",1.0,,2016,Application,['grant.2695840'],"[{'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Epivax Inc', 'EPIVAX INC']",2018-06-14,US-20180161418-A1,Modified H7 Hemagluttinin Glycoprotein of the Influenza A/Shanghai/2/2013 H7 Sequence
['Janet Yamamoto'],5.0,,2004,Application,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K.']",2005-02-10,US-20050031639-A1,Materials and methods for immunizing against FIV infection
"['Siba K. Samal', 'Mallikarjuna kanabagatte BASAVARAJAPPA', 'Sweety Samal']",,2019.0,2014,Grant,['grant.3952092'],"[{'id': 'grid.164295.d', 'acronym': 'UMCP', 'name': 'University of Maryland, College Park', 'country_name': 'United States'}]","['University of Maryland, College Park', 'UNIV MARYLAND', 'UNIVERSITY OF MARYLAND, COLLEGE PARK']",2019-08-20,US-10383936-B2,Infectious laryngotracheitis virus (ILTV) vaccine using recombinant newcastle disease virus vector
"['Anne S De Groot', 'William D Martin', 'Yoshimasa Takahashi', 'Manabu Ato']",1.0,,2016,Application,['grant.2695840'],"[{'id': 'grid.410795.e', 'acronym': 'NIID', 'name': 'National Institute of Infectious Diseases', 'country_name': 'Japan'}, {'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['National Institute of Infectious Diseases', 'Epivax Inc', 'EPIVAX INC', 'NAT INSTITUTE OF INFECTIOUS DISEASES']",2018-06-28,US-20180179256-A1,Modified H7 Hemagglutinin Glycoprotein of the Influenza A/Shanghai/2/2013 H7 Sequence
"['Ben M. Dunn', 'Janet K. Yamamoto', 'Maki Arai']",,,2008,Application,['grant.2452138'],,"['DUNN BEN M', 'YAMAMOTO JANET K', 'ARAI MAKI']",2009-08-06,US-20090197827-A1,Combination Therapy for Treatment of FIV Infection
['Janet K. Yamamoto'],35.0,1998.0,1997,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA', 'UNIV CALIFORNIA']",1998-12-08,US-5846825-A,Feline derived T-cell lines for producing FIV
"['Ben Dunn', 'Janet Yamamoto', 'Maki Arai']",,,2005,Application,['grant.2452138'],,"['DUNN BEN M.', 'YAMAMOTO JANET K.', 'ARAI MAKI']",2005-07-21,US-20050159389-A1,Combination therapy for treatment of FIV infection
['Rangarajan Sampath'],,,2012,Application,['grant.2425460'],"[{'id': 'grid.417574.4', 'name': 'Abbott (United States)', 'country_name': 'United States'}]","['Ibis Biosciences Inc', 'SAMPATH RANGARAJAN', 'IBIS BIOSCIENCES INC']",2013-06-06,US-20130143203-A1,COMPOSITIONS FOR USE IN IDENTIFICATION OF ADVENTITIOUS VIRUSES
"['Ben M. Dunn', 'Janet K. Yamamoto', 'Maki Arai']",,,2011,Application,['grant.2452138'],,"['DUNN BEN M', 'YAMAMOTO JANET K', 'ARAI MAKI']",2012-03-22,US-20120070489-A1,COMBINATION THERAPY FOR TREATMENT OF FIV INFECTION
['Janet K. Yamamoto'],,2007.0,2003,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}, {'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'University of Florida Research Foundation Inc', 'UNIV FLORIDA']",2007-09-11,US-7267824-B2,Multi-subtype FIV vaccines
"['Marcus A. Horwitz', 'Qingmei Jia']",1.0,,2011,Application,['grant.2452208'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'HORWITZ MARCUS A', 'JIA QINGMEI', 'UNIV CALIFORNIA']",2013-04-25,US-20130101614-A1,NOVEL LIVE RECOMBINANT BOOSTER VACCINE AGAINST TUBERCULOSIS
"['Janet K. Yamamoto', 'Jennifer White Janelle', 'Barbara Aurea Torres', 'Maki Arai', 'Taishi Tanabe', 'Ruiyu Pu']",5.0,,2009,Application,['grant.2452138'],"[{'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}]","['NATIONAL INSTITUTES OF HEALTH (NIH), U.S. DEPT. OF HEALTH AND HUMAN SERVICES (DHHS), U.S. GOVERNMENT', 'YAMAMOTO JANET K', 'JANELLE JENNIFER WHITE', 'TORRES BARBARA AUREA', 'ARAI MAKI', 'TANABE TAISHI', 'PU RUIYU']",2009-11-05,US-20090274725-A1,"Materials and Methods for Detecting, Preventing, and Treating Retroviral Infection"
"['Roy Curtiss, III', 'Javier Santander']",2.0,2015.0,2010,Grant,['grant.3820195'],"[{'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['Arizona State University', 'CURTISS III ROY', 'SANTANDER JAVIER', 'UNIV ARIZONA']",2015-06-02,US-9045742-B2,Recombinant Edwardsiella bacterium
"['Phyllis Losikoff', 'Stephen Gregory', 'Anne DeGroot', 'William Martin']",,2019.0,2014,Grant,['grant.2695840'],"[{'id': 'grid.475069.9', 'acronym': 'CPE', 'name': 'Council on Postsecondary Education', 'country_name': 'United States'}, {'id': 'grid.421087.8', 'name': 'EpiVax (United States)', 'country_name': 'United States'}]","['Rhode Island Council On Postsecondary Education', 'Epivax Inc', 'RHODE ISLAND COUNCIL ON POSTSECONDARY EDUCATION', 'EPIVAX INC', 'LOSIKOFF PHYLLIS', 'GREGORY STEPHEN A']",2019-01-29,US-10188710-B2,Regulatory T cell epitope and hepatitis C virus homolog
"['Janet K. Yamamoto', 'Jennifer White Janelle', 'Barbara Aurea Torres', 'Maki Arai', 'Taishi Tanabe', 'Ruiyu Pu']",,2012.0,2009,Grant,['grant.2452138'],"[{'id': 'grid.15276.37', 'acronym': 'UF', 'name': 'University of Florida', 'country_name': 'United States'}]","['University of Florida Research Foundation Inc', 'YAMAMOTO JANET K', 'JANELLE JENNIFER WHITE', 'TORRES BARBARA AUREA', 'ARAI MAKI', 'TANABE TAISHI', 'PU RUIYU', 'UNIV FLORIDA']",2012-05-22,US-8182820-B2,Method for inducing cross-reactive immune responses to the human immunodeficiency virus (HIV) in a host by administering feline immunodeficiency virus (FIV) capsid (CA) or reverse transcriptase (RT) immunogens
['Janet K. Yamamoto'],1.0,,2009,Application,['grant.2452138'],,['YAMAMOTO JANET K'],2010-05-06,US-20100111899-A1,Materials and Methods for Immunizing Against FIV Infection
"['James Tartaglia', 'Enzo Paoletti']",10.0,2007.0,1996,Grant,['grant.2452138'],,"['Virogenetics Corp', 'Connaught Technology Corp', 'CONNAUGHT TECHNOLOGY CORP']",2007-08-14,US-7255862-B1,ALVAC/FIV constructs
"['Zibing Yang', 'Todd A. Hinck', 'Howard I. Cohen', 'Allyn Hubbard']",,2006.0,2004,Grant,['grant.4425384'],"[{'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}]","['Boston University', 'UNIV BOSTON']",2006-08-29,US-7098718-B2,Tunable current-mode integrator for low-frequency filters
"['Yasmin Thanavala', 'Arvind Thakur', 'Ivan Roitt', 'Michael Pride']",5.0,1998.0,1996,Grant,"['grant.2451674', 'grant.2451063']","[{'id': 'grid.4464.2', 'name': 'University of London', 'country_name': 'United Kingdom'}, {'id': 'grid.83440.3b', 'acronym': 'UCL', 'name': 'University College London', 'country_name': 'United Kingdom'}, {'id': 'grid.465226.1', 'acronym': 'HRI', 'name': 'Health Research', 'country_name': 'United States'}]","['London University College', 'Health Research Inc', 'HEALTH RESEARCH INC', 'UNIV LONDON']",1998-04-28,US-5744135-A,Method of raising an immune response with an anti-idiotypic antibody having correspondence with human hepatitis B surface antigen
"['De-chu C. Tang', 'Zhongkai Shi', 'Kent Rigby van Kampen']",2.0,2016.0,2013,Grant,"['grant.2638327', 'grant.2640530', 'grant.2636344']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'UAB RESEARCH FOUNDATION']",2016-02-02,US-9248177-B2,Vaccine and drug delivery by intranasal application of vector and vector extracts
"['Beth-Ann Griswold Coller', 'Vidya B. Pai', 'D. Elliot Parks', 'Michele Yelmene', 'Andrew J. Bett', 'Timothy Martyak']",9.0,,2011,Application,"['grant.2704609', 'grant.2687614']","[{'id': 'grid.417993.1', 'acronym': 'MSD', 'name': 'MSD (United States)', 'country_name': 'United States'}]","['Merck Sharp and Dohme Corp', 'COLLER BETH-ANN GRISWOLD', 'PAI VIDYA B', 'PARKS D ELLIOT', 'YELMENE MICHELE', 'BETT ANDREW J', 'MARTYAK TIMOTHY', 'MERCK SHARP & DOHME']",2013-08-22,US-20130216575-A1,RECOMBINANT SUBUNIT DENGUE VIRUS VACCINE
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",,2017.0,2014,Grant,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'GLYCOVAXYN AG']",2017-03-07,US-9585950-B2,Capsular gram-positive bacteria bioconjugate vaccines
['James A. Williams'],,2018.0,2015,Grant,"['grant.2650663', 'grant.2661275', 'grant.2641424']",,"['Nature Technology Corp', 'NATURE TECH CORPORATION']",2018-04-24,US-9950081-B2,Vectors and methods for genetic immunization
"['Mingtao Zeng', 'Maria T. Arevalo', 'Junwei Li']",,,2017,Application,['grant.2457778'],"[{'id': 'grid.427431.7', 'name': 'Texas Tech University System', 'country_name': 'United States'}, {'id': 'grid.264784.b', 'acronym': 'TTU', 'name': 'Texas Tech University', 'country_name': 'United States'}]","['Texas Tech University', 'UNIV TEXAS TECH SYSTEM']",2017-09-07,US-20170253636-A1,Dual Purpose Universal Influenza Vaccine Confers Protective Immunity Against Anthrax
"['Doug McNeel', 'Richard Lesniewski']",,,2017,Application,"['grant.2480661', 'grant.7143720']",,"['Madison Vaccines Inc', 'MADISON VACCINES INC']",2017-06-29,US-20170182139-A1,CANCER THERAPY
['Brian T. Rekoske'],,,2017,Application,"['grant.2480661', 'grant.7143720']",,['REKOSKE BRIAN T'],2019-01-31,US-20190030150-A1,Cancer Therapy
"['Beth-Ann Griswold Coller', 'Vidya B. Pai', 'D. Elliot Parks', 'Michele Yelmene', 'Andrew J. Bett', 'Timothy Martyak']",2.0,2015.0,2011,Grant,"['grant.2704609', 'grant.2687614']","[{'id': 'grid.417993.1', 'acronym': 'MSD', 'name': 'MSD (United States)', 'country_name': 'United States'}]","['Merck Sharp and Dohme Corp', 'COLLER BETH-ANN GRISWOLD', 'PAI VIDYA B', 'PARKS D ELLIOT', 'YELMENE MICHELE', 'BETT ANDREW J', 'MARTYAK TIMOTHY', 'MERCK SHARP & DOHME']",2015-12-01,US-9198964-B2,Recombinant subunit dengue virus vaccine
"['David L. Morse', 'Robert J. Gillies', 'Amanda Huynh', 'Josef Vagner']",,,2012,Application,"['grant.2477018', 'grant.2476328', 'grant.2479008', 'grant.2480167']","[{'id': 'grid.468198.a', 'name': 'Moffitt Cancer Center', 'country_name': 'United States'}, {'id': 'grid.215654.1', 'acronym': 'ASU', 'name': 'Arizona State University', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['University of Arizona', 'H Lee Moffitt Cancer Center and Research Institute Inc', 'MORSE DAVID L', 'GILLIES ROBERT J', 'HUYNH AMANDA', 'VAGNER JOSEF', 'UNIV ARIZONA STATE', 'H LEE MOFFITT CANCER CT AND RES INSTUTUTE INC']",2014-06-12,US-20140161725-A1,Molecular Imaging of Cancer Cells In Vivo
"['David L. Morse', 'Robert J. Gillies', 'Amanda Huynh', 'Josef Vagner']",,2019.0,2012,Grant,"['grant.2477018', 'grant.2479008', 'grant.2476328', 'grant.2480167']","[{'id': 'grid.468198.a', 'name': 'Moffitt Cancer Center', 'country_name': 'United States'}, {'id': 'grid.134563.6', 'acronym': 'UA', 'name': 'University of Arizona', 'country_name': 'United States'}]","['University of Arizona', 'H Lee Moffitt Cancer Center and Research Institute Inc', 'MORSE DAVID L', 'GILLIES ROBERT J', 'HUYNH AMANDA', 'VAGNER JOSEF', 'H LEE MOFFITT CANCER CENTER AND RES INSTITUTE INC', 'UNIV ARIZONA']",2019-09-10,US-10406248-B2,Molecular imaging of cancer cells in vivo
"['Steven G. Reed', 'Rhea N. Coler', 'Gregory C. Ireton', 'Sylvie Bertholet']",,,2017,Application,"['grant.2704647', 'grant.2451204']","[{'id': 'grid.489273.3', 'name': 'Infectious Diseases and the Research Institute', 'country_name': 'United States'}, {'id': 'grid.53959.33', 'acronym': 'IDRI', 'name': 'Infectious Disease Research Institute', 'country_name': 'United States'}]","['Infectious Disease Research Institute', 'INFECTIOUS DISEASE RES INSTITUTE']",2018-06-21,US-20180170975-A1,IMMUNOGENIC COMPOSITIONS COMPRISING MYCOBACTERIUM TUBERCULOSIS POLYPEPTIDES AND FUSIONS THEREOF
['James A. Williams'],19.0,,2008,Application,"['grant.2650663', 'grant.2661275', 'grant.2641424']",,"['Nature Technology Corp', 'NATURE TECHNOLOGY CORP']",2010-12-02,US-20100303859-A1,VECTORS AND METHOD FOR GENETIC IMMUNIZATION
"['Yasmin Thanavala', 'Arvind Thakur', 'Ivan Roitt', 'Michael Pride']",20.0,1996.0,1993,Grant,"['grant.2451674', 'grant.2451063']","[{'id': 'grid.83440.3b', 'acronym': 'UCL', 'name': 'University College London', 'country_name': 'United Kingdom'}, {'id': 'grid.465226.1', 'acronym': 'HRI', 'name': 'Health Research', 'country_name': 'United States'}, {'id': 'grid.4464.2', 'name': 'University of London', 'country_name': 'United Kingdom'}]","['London University College', 'Health Research Inc', 'HEALTH RESEARCH INC', 'UNIV LONDON']",1996-07-02,US-5531990-A,Method of raising an immune response with an anti-idiotypic antibody having correspondence with human hepatitis B surface antigen
"['Steven G. Reed', 'Rhea N. Coler', 'Gregory C. Ireton', 'Sylvie Bertholet']",9.0,2013.0,2008,Grant,"['grant.2451204', 'grant.2704647']","[{'id': 'grid.53959.33', 'acronym': 'IDRI', 'name': 'Infectious Disease Research Institute', 'country_name': 'United States'}]","['Infectious Disease Research Institute', 'REED STEVEN G', 'COLER RHEA N', 'IRETON GREGORY C', 'BERTHOLET SYLVIE', 'INFECTIOUS DISEASE RES INST']",2013-07-16,US-8486414-B2,Immunogenic compositions comprising Mycobacterium tuberculosis polypeptides and fusions thereof
"['Michael Wacker', 'Michael Kowarik', 'Michael Wetter']",,2019.0,2017,Grant,['grant.2458958'],"[{'id': 'grid.425090.a', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (Belgium)', 'country_name': 'Belgium'}]","['GlaxoSmithKline Biologicals SA', 'GLAXOSMITHKLINE BIOLOGICALS SA', 'GLAXOSMITHKLINE BIOLOGICALS SA']",2019-06-04,US-10307473-B2,Capsular gram-positive bacteria bioconjugate vaccines
"['Kathy Lou Rowlen', 'Jean-Luc Fraikin', 'John William Birks', 'Craig J. Williford']",3.0,2016.0,2014,Grant,['grant.2641999'],"[{'id': 'grid.420960.9', 'name': 'InDevR (United States)', 'country_name': 'United States'}]","['INDEVR Inc', 'INDEVR INC']",2016-06-07,US-9360433-B1,Detection of agglutination by optical density measurement
"['Marcus A. Horwitz', 'Qingmei Jia', 'Bai-Yu L. Clemens', 'Daniel Clemens']",5.0,,2007,Application,['grant.7145428'],"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2010-08-26,US-20100215679-A1,METHODS AND COMPOSITIONS FOR TREATING TULAREMIA
"['Christopher Waters', 'Andrea Amalfitano']",,,2016,Application,"['grant.2698977', 'grant.2601356']","[{'id': 'grid.17088.36', 'acronym': 'MSU', 'name': 'Michigan State University', 'country_name': 'United States'}]","['Michigan State University', 'UNIV MICHIGAN STATE']",2018-09-06,US-20180250391-A1,COMPOSITIONS AND METHODS FOR INDUCING AND ENHANCING AN IMMUNE RESPONSE
['Kathy L. Rowlen'],3.0,,2012,Application,['grant.2641999'],"[{'id': 'grid.420960.9', 'name': 'InDevR (United States)', 'country_name': 'United States'}]","['INDEVR Inc', 'ROWLEN KATHY L', 'INDEVR INC']",2012-12-13,US-20120316079-A1,"Low Density Microarrays for Vaccine Related Protein Quanitification, Potency Determination and Efficacy Evaluation"
"['Zibing Yang', 'Todd Hinck', 'Howard Cohen', 'Allyn Hubbard']",6.0,,2004,Application,['grant.4425384'],"[{'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}]","['Boston University', 'YANG ZIBING', 'HINCK TODD A.', 'COHEN HOWARD I.', 'HUBBARD ALLYN']",2005-09-08,US-20050195013-A1,Tunable current-mode integrator for low-frequency filters
"['De-chu C. Tang', 'Zhongkai Shi', 'Kent Rigby van Kampen']",,,2015,Application,"['grant.2640530', 'grant.2636344', 'grant.2638327']","[{'id': 'grid.265892.2', 'acronym': 'UAB', 'name': 'University of Alabama at Birmingham', 'country_name': 'United States'}]","['University of Alabama at Birmingham Research Foundation', 'UAB RESEARCH FOUNDATION']",2016-06-23,US-20160175428-A1,VACCINE AND DRUG DELIVERY BY INTRANASAL APPLICATION OF VECTOR AND VECTOR EXTRACTS
