journal.title,count
European Surgery,11
Gene,11
Immunobiology,11
International Journal of Gynecology & Obstetrics,11
Journal of the Formosan Medical Association,11
World Journal of Diabetes,11
Current Problems in Surgery,11
American Journal of Otolaryngology,11
The Korean Journal of Internal Medicine,11
Revista da Associação Médica Brasileira,11
Polish Journal of Surgery,11
Practical Radiation Oncology,11
The Lancet Respiratory Medicine,11
Anaesthesia Critical Care & Pain Medicine,11
Nature Reviews Drug Discovery,11
Brazilian Journal of Medical and Biological Research,11
Journal of Neurosurgery Pediatrics,11
European Journal of Obstetrics & Gynecology and Reproductive Biology,11
British Journal of General Practice,11
JAMA Oncology,11
Disease Markers,11
coloproctology,11
Circulation Cardiovascular Quality and Outcomes,11
Irish Journal of Medical Science,11
Vascular and Endovascular Surgery,11
Journal of Pharmacy Practice and Research,11
BMC Urology,11
Journal of Cardiovascular Pharmacology,11
Cancer Epidemiology,11
Journal of the National Cancer Institute,11
International Journal of Molecular Medicine,11
Pediatric Critical Care Medicine,11
The Journal of Vascular Access,11
Nefrología (English Edition),11
Current Opinion in Pharmacology,11
Australasian Physical & Engineering Sciences in Medicine,11
Journal of Biomedical Materials Research Part B Applied Biomaterials,11
Shock,11
Rheumatic Disease Clinics of North America,11
Cardiology in the Young,11
Journal of Pediatric Hematology/Oncology,11
Journal of Pediatric Nursing,11
Angiogenesis,11
Emerging Infectious Diseases,11
Hematology,11
Diseases of the Esophagus,11
Anales de Pediatría,11
Modern Rheumatology,11
Expert Opinion on Orphan Drugs,11
Investigative and Clinical Urology,11
Journal of Intensive Care Medicine,11
Current Problems in Cardiology,11
Annals of Plastic Surgery,11
Updates in Surgery,11
Neuroscience Letters,11
Clinical Interventions in Aging,11
Arthritis Care & Research,11
Obesity Reviews,11
Circulation Heart Failure,11
Journal of Clinical and Experimental Hepatology,11
Australia and New Zealand Health Policy,11
Sleep,11
Journal of Psychosomatic Research,11
Ultrasound in Medicine & Biology,11
Journal of Speech Language and Hearing Research,11
The International Journal of Biochemistry & Cell Biology,11
Frontiers in Microbiology,11
Autoimmunity,11
Journal of Cellular Physiology,11
Clinical Physiology and Functional Imaging,11
Immunologic Research,11
Oncology Research and Treatment,11
Targeted Oncology,11
European Urology Supplements,11
Radiologic Clinics of North America,11
Hepatology International,11
Clinical & Experimental Immunology,11
Journal of Hematology & Oncology,11
Clinical Autonomic Research,11
World Journal of Gastrointestinal Pathophysiology,11
HLA,11
Hormone Research in Paediatrics,11
Neuroscience,11
The Prostate,10
General Hospital Psychiatry,10
Revista Española de Anestesiología y Reanimación,10
Clinical Spine Surgery,10
Materials Science and Engineering C,10
The Journals of Gerontology Series A,10
Carcinogenesis,10
International Journal of Biological Macromolecules,10
Audiology and Neurotology,10
Journal of Mass Spectrometry,10
American Journal of Infection Control,10
Gynecological Endocrinology,10
Advanced Drug Delivery Reviews,10
Scandinavian Journal of Surgery,10
Current Hypertension Reports,10
Journal of Pediatric Surgery Case Reports,10
Journal of Cancer,10
Pathogens and Disease,10
The Spine Journal,10
Archives of Disease in Childhood - Fetal and Neonatal Edition,10
International Journal of Drug Policy,10
Trends in Endocrinology and Metabolism,10
Seminars in Immunology,10
Best Practice & Research Clinical Rheumatology,10
Journal of Evaluation in Clinical Practice,10
Respiratory Research,10
Hospital Pharmacy,10
European Journal of Paediatric Neurology,10
International Journal of Clinical and Experimental Pathology,10
Nutrition,10
Biochemical Journal,10
Der Nephrologe,10
Expert Opinion on Emerging Drugs,10
Journal of Cancer Therapy,10
Journal of Diabetes Research,10
Transplantation Reviews,10
The Surgeon,10
Clinical Immunology,10
Value in Health,10
Journal of Research in Medical Sciences,10
Journal of Hospital Infection,10
Journal of the Korean Ophthalmological Society,10
Revista Médica Clínica Las Condes,10
Liver Transplantation,10
Pediatric Drugs,10
Cancer Epidemiology Biomarkers & Prevention,10
PharmacoEconomics,10
Journal of Clinical Monitoring and Computing,10
Infectious Diseases in Clinical Practice,10
Annals of Allergy Asthma & Immunology,10
Pharmaceutical Research,10
Journal of Agricultural and Food Chemistry,10
Actas Dermo-Sifiliográficas,10
Paediatric Respiratory Reviews,10
Canadian Journal of Emergency Medicine,10
Clinical Medicine Insights Therapeutics,10
Genetics in Medicine,10
Hospital Practice,10
Neural Regeneration Research,10
Infection,10
Retina,10
Journal of Biomedical Materials Research Part A,10
Journal of Neural Engineering,10
Orthopedics and Traumatology,10
Neonatology,10
Journal of Psychopharmacology,10
American Society of Clinical Oncology Educational Book,10
Cancer Investigation,10
International Journal of Oncology,10
Food Chemistry,10
Current Treatment Options in Oncology,10
Translational Andrology and Urology,10
Journal of Stroke and Cerebrovascular Diseases,10
Hormones,10
Acta Orthopaedica,10
Advances in Interventional Cardiology,10
Clinical Investigation,10
Journal of Neuroscience Methods,10
Brachytherapy,10
Archives of Biochemistry and Biophysics,10
Journal of Physics Conference Series,10
Cancer Causes & Control,10
Scandinavian Journal of Urology,10
Journal of Cardiovascular Translational Research,10
Journal of Clinical Psychopharmacology,10
Current Treatment Options in Gastroenterology,10
Seminars in Cancer Biology,10
Respiratory Physiology & Neurobiology,10
International Journal of Preventive Medicine,10
International Journal of Epidemiology,10
Current Opinion in Supportive and Palliative Care,10
Clinics,10
Inflammation Research,10
SpringerPlus,10
The Review of Diabetic Studies,10
Global Spine Journal,10
World Journal of Clinical Cases,10
Clinical Case Reports,10
International Journal of Clinical and Experimental Medicine,10
Pediatric Emergency Care,10
Turkish Journal of Medical Sciences,10
Diabetes & Metabolic Syndrome Clinical Research & Reviews,10
La Rivista Italiana della Medicina di Laboratorio - Italian Journal of Laboratory Medicine,9
Journal of Oral Rehabilitation,9
Genetic Testing and Molecular Biomarkers,9
Physica Medica,9
Circulation Cardiovascular Imaging,9
Revue du Rhumatisme,9
Pathology & Oncology Research,9
Revista Portuguesa de Cardiologia,9
The Journal of Applied Laboratory Medicine,9
Practical Diabetes,9
Transplant Immunology,9
PLoS Medicine,9
Disease Models & Mechanisms,9
Clinics in Liver Disease,9
International Journal of Oral and Maxillofacial Surgery,9
Expert Review of Hematology,9
Apmis,9
Endoscopy,9
Journal of Proteome Research,9
Gastroenterology Nursing,9
Seminars in Cell and Developmental Biology,9
Documenta Ophthalmologica,9
Molecular Cancer Therapeutics,9
Journal of Ophthalmology,9
Chronic Respiratory Disease,9
Circulation Arrhythmia and Electrophysiology,9
Current Opinion in Otolaryngology & Head & Neck Surgery,9
American Journal of Clinical Pathology,9
Biomedical Optics Express,9
Pediatric Cardiology,9
The International Journal of Artificial Organs,9
Videosurgery and Other Miniinvasive Techniques,9
Brain Pathology,9
The Journal of Heart and Lung Transplantation,9
The Indian Journal of Pediatrics,9
Therapie,9
BMC Neurology,9
Neurología,9
BMC Medical Research Methodology,9
Human Pathology,9
Viruses,9
Current Physical Medicine and Rehabilitation Reports,9
PLoS Pathogens,9
Journal of Endovascular Therapy,9
Current Anesthesiology Reports,9
Pakistan Journal of Medical Sciences,9
TrAC Trends in Analytical Chemistry,9
CA A Cancer Journal for Clinicians,9
Hepatobiliary & Pancreatic Diseases International,9
European Journal of Cancer Care,9
Surgical Innovation,9
Hellenic Journal of Surgery,9
Helicobacter,9
Gastrointestinal Endoscopy Clinics of North America,9
Der Diabetologe,9
Social Science & Medicine,9
Immunological Investigations,9
Journal of Medical Virology,9
Expert Review of Ophthalmology,9
Expert Review of Respiratory Medicine,9
Journal of Investigative Dermatology,9
Molecular Immunology,9
EBioMedicine,9
Journal of Orthopaedic Surgery and Research,9
Cardiac Electrophysiology Clinics,9
Acta Neurologica Scandinavica,9
Endocrine Connections,9
Regional Anesthesia and Pain Medicine,9
Veterinary Immunology and Immunopathology,9
Journal of the Renin-Angiotensin-Aldosterone System,9
CNS Drugs,9
Virchows Archiv,9
Arquivos de Gastroenterologia,9
International Immunopharmacology,9
Age and Ageing,9
Intensive and Critical Care Nursing,9
European Heart Journal Supplements,9
Journal of Cardiothoracic Surgery,9
Clinical Journal of Sport Medicine,9
Annals of Internal Medicine,9
Journal of Neuropsychiatry,9
Inflammatory Intestinal Diseases,9
eLife,9
Revista Portuguesa de Cardiologia (English Edition),9
Journal of Diabetes,9
JAMA Dermatology,9
Current Cardiology Reviews,9
Digestive Endoscopy,9
Academic Radiology,9
Der Radiologe,9
Future Microbiology,9
Genetics and Molecular Research,9
Clinical and Experimental Pharmacology and Physiology,9
Revista Colombiana de Cardiología,9
Frontiers in Aging Neuroscience,9
Journal of Oral Pathology and Medicine,9
Journal of Neurogastroenterology and Motility,9
Journal of Oncology Pharmacy Practice,9
Medicinal Research Reviews,9
Journal of Neuroimmunology,9
Therapeutic Advances in Urology,9
Seminars in Nuclear Medicine,9
Huisarts en wetenschap,9
Oral Surgery Oral Medicine Oral Pathology and Oral Radiology,9
Redox Biology,9
Kidney International Reports,9
Journal of Diabetes and its Complications,9
Annales de Cardiologie et d'Angéiologie,9
Cancer Imaging,9
Clinics in Chest Medicine,9
Clinics in Perinatology,9
Journal of Pain and Symptom Management,9
Journal of Wound Ostomy and Continence Nursing,9
Future Virology,9
Clinical Journal of Oncology Nursing,9
Free Radical Research,9
Clinical Imaging,9
Steroids,9
Archives of Orthopaedic and Trauma Surgery,9
International Wound Journal,9
Pituitary,9
Transfusion,9
Journal of Glaucoma,9
Lung,9
World Journal of Gastrointestinal Pharmacology and Therapeutics,9
Clinical Practice,9
Fundamental & Clinical Pharmacology,9
Journal of Materials Science: Materials in Medicine,9
Saudi Medical Journal,9
Clinical Pediatrics,9
Annual Review of Immunology,9
Gastroenterology Report,9
Journal of Korean Neurosurgical Society,9
Archives of Medical Research,9
Journal of Medicinal Chemistry,9
Melanoma Research,9
Revista Chilena de Cirugía,9
Immunology and Cell Biology,9
Pain Practice,8
"Trauma (London, England)",8
Pharmacogenomics and Personalized Medicine,8
Oral Oncology,8
Frontiers in Cardiovascular Medicine,8
Journal of Minimally Invasive Gynecology,8
Journal of Clinical Urology,8
American Journal of Epidemiology,8
Metabolic Syndrome and Related Disorders,8
Epilepsy Research,8
Indian Journal of Gastroenterology,8
Journal of General Internal Medicine,8
Human Genomics,8
The Journal of Lipid Research,8
The AAPS Journal,8
ESC Heart Failure,8
Endocrinology and Metabolism,8
Acta Otorhinolaryngologica Italica,8
Annals of Medicine,8
Cardiology Journal,8
Revista Española de Cardiología Suplementos,8
Current Pain and Headache Reports,8
International Journal of Neuroscience,8
Breastfeeding Medicine,8
European Spine Journal,8
Perspectives on Swallowing and Swallowing Disorders (Dysphagia),8
Journal of Palliative Medicine,8
Applied Surface Science,8
Nutrition Research Reviews,8
Orthopedics,8
Neurotherapeutics,8
Interventional Cardiology Clinics,8
Tumori Journal,8
Journal of Computer Assisted Tomography,8
Artificial Organs,8
Annals of Otology Rhinology & Laryngology,8
Neuropsychiatric Disease and Treatment,8
Cerebral Cortex,8
Clinical Journal of Gastroenterology,8
Current Bladder Dysfunction Reports,8
Growth Hormone & IGF Research,8
Autophagy,8
World Journal of Cardiology,8
Peritoneal Dialysis International,8
Toxicology Letters,8
Journal of Family Nursing,8
Medical Principles and Practice,8
Fertility and Sterility,8
Annals of Hepatology,8
Neurosurgical Review,8
Revista Medica de Chile,8
Otolaryngologic Clinics of North America,8
Journal of Immunology Research,8
Cytokine & Growth Factor Reviews,8
Sexual Development,8
Mycoses,8
Journal of the Mechanical Behavior of Biomedical Materials,8
Experimental and Molecular Pathology,8
"NMCD - Nutrition,Metabolism and Cardiovascular Diseases",8
Concussion,8
European Journal of Ophthalmology,8
Epilepsy Currents,8
Journal of the American Veterinary Medical Association,8
Heart & Lung,8
The American Journal of Surgical Pathology,8
Nature Neuroscience,8
Toxicology and Applied Pharmacology,8
Molecular Omics,8
International Journal of Immunogenetics,8
Chemotherapy,8
Optometry and Vision Science,8
Journal of Nuclear Cardiology,8
Enfermedades Infecciosas y Microbiología Clínica,8
Cardiovascular Research,8
La radiologia medica,8
Journal of Cardiovascular Computed Tomography,8
Basic Research in Cardiology,8
Trends in Anaesthesia and Critical Care,8
Pediatric Clinics of North America,8
Acta Haematologica Polonica,8
Zeitschrift für Rheumatologie,8
Anesthesiology Clinics,8
Journal of Virology,8
Clinical and Experimental Gastroenterology,8
日本腹部救急医学会雑誌,8
Journal of the Endocrine Society,8
Translational Oncology,8
Indian Journal of Nephrology,8
Archives of Toxicology,8
Fish & Shellfish Immunology,8
Obstetrical & Gynecological Survey,8
Neurologic Clinics,8
The Nurse Practitioner,8
Journal of Voice,8
PLoS Computational Biology,8
Basic & Clinical Pharmacology & Toxicology,8
Clinical Lung Cancer,8
Indian Journal of Ophthalmology,8
Revue de Chirurgie Orthopédique et Traumatologique,8
Journal of Vascular and Interventional Radiology,8
Acta Physiologica,8
Journal of Separation Science,8
Health and Quality of Life Outcomes,8
Oral and Maxillofacial Surgery,8
Nature Reviews Cancer,8
PLoS Neglected Tropical Diseases,8
Blood Cells,8
Biological and Pharmaceutical Bulletin,8
Journal of Surgical Case Reports,8
Acta Diabetologica,8
The Clinical Respiratory Journal,8
Techniques in Gastrointestinal Endoscopy,8
Pteridines,8
Molecular Vision,8
Journal of Clinical Hypertension,8
Prehospital and Disaster Medicine,8
Practical Neurology,8
Cor et Vasa,8
Skeletal Radiology,8
Jornal Brasileiro de Pneumologia,8
Actas Urológicas Españolas (English Edition),8
High Altitude Medicine & Biology,8
Antioxidants,8
Canadian Journal of Surgery,8
Experimental Physiology,8
Journal of Immunological Methods,8
