issn,year,publisher,id,journal.id,journal.title
"['1443-9506', '1444-2892']",2019,Elsevier,pub.1120928550,jour.1023705,Heart Lung and Circulation
"['1932-2275', '1558-4259']",2019,Elsevier,pub.1117301993,jour.1295010,Anesthesiology Clinics
"['1396-0296', '1529-8019']",2019,Wiley,pub.1120002073,jour.1116392,Dermatologic Therapy
"['1323-7799', '1440-1843']",2019,Wiley,pub.1114500773,jour.1116251,Respirology
"['0167-5273', '1874-1754']",2019,Elsevier,pub.1120872496,jour.1313661,International Journal of Cardiology
['1178-6930'],2019,Taylor & Francis,pub.1121378665,jour.1042041,OncoTargets and Therapy
"['0195-668X', '1522-9645']",2019,Oxford University Press (OUP),pub.1120742493,jour.1091325,European Heart Journal
"['1058-4838', '1537-6591']",2019,Oxford University Press (OUP),pub.1110156023,jour.1089721,Clinical Infectious Diseases
"['1792-1074', '1792-1082']",2019,Spandidos Publications,pub.1120712643,jour.1043504,Oncology Letters
['1664-8021'],2019,Frontiers,pub.1120683641,jour.1045144,Frontiers in Genetics
,2019,Cold Spring Harbor Laboratory,pub.1120683576,jour.1293558,bioRxiv
['1932-6203'],2019,Public Library of Science (PLoS),pub.1120604769,jour.1037553,PLoS ONE
,2019,Cold Spring Harbor Laboratory,pub.1120523590,jour.1293558,bioRxiv
"['1078-0998', '1536-4844']",2019,Oxford University Press (OUP),pub.1112367357,jour.1114191,Inflammatory Bowel Diseases
"['0017-6192', '1433-0458']",2019,Springer Nature,pub.1120412155,jour.1077116,HNO
"['0009-7322', '1524-4539']",2019,Wolters Kluwer,pub.1120344732,jour.1009570,Circulation
"['2381-4764', '2381-473X']",2019,American Speech Language Hearing Association,pub.1117637431,jour.1053549,Perspectives of the ASHA Special Interest Groups
"['1197-4982', '1876-4460', '1873-9946', '1876-4479']",2019,Oxford University Press (OUP),pub.1112782141,jour.1039135,Journal of Crohn's and Colitis
"['0003-4967', '1468-2060']",2019,BMJ,pub.1120340076,jour.1017226,Annals of the Rheumatic Diseases
"['2058-5225', '2058-1742']",2019,Oxford University Press (OUP),pub.1120232813,jour.1053219,European Heart Journal - Quality of Care and Clinical Outcomes
"['2366-004X', '2366-0058']",2019,Springer Nature,pub.1120205809,jour.1297457,Abdominal Radiology
"['1935-7893', '1938-744X']",2019,Cambridge University Press (CUP),pub.1120148804,jour.1038257,Disaster Medicine and Public Health Preparedness
['2588-283X'],2019,Kowsar Medical Institute,pub.1120180423,jour.1319438,Annals of Anesthesiology and Critical Care
['2047-9980'],2019,Wolters Kluwer,pub.1119861656,jour.1046624,Journal of the American Heart Association
['2307-8960'],2019,Baishideng Publishing Group,pub.1120170266,jour.1049135,World Journal of Clinical Cases
,2019,Cold Spring Harbor Laboratory,pub.1120134686,jour.1293558,bioRxiv
"['0148-396X', '1524-4040']",2019,Oxford University Press (OUP),pub.1107671244,jour.1087555,Neurosurgery
"['2005-6419', '2005-7563']",2019,The Korean Society of Anesthesiologists,pub.1117295562,jour.1019040,Korean Journal of Anesthesiology
"['0279-5442', '1940-8250']",2019,AACN Publishing,pub.1120024418,jour.1093158,Critical Care Nurse
"['2374-2437', '2374-2445']",2019,American Medical Association (AMA),pub.1114011104,jour.1051466,JAMA Oncology
"['0964-6906', '1460-2083']",2019,Oxford University Press (OUP),pub.1113216892,jour.1102504,Human Molecular Genetics
"['1353-8020', '1873-5126']",2019,Elsevier,pub.1113946299,jour.1114563,Parkinsonism & Related Disorders
"['0307-6938', '1365-2230']",2019,Wiley,pub.1111569771,jour.1085320,Clinical and Experimental Dermatology
"['0741-5214', '1097-6809']",2019,Elsevier,pub.1120637094,jour.1094744,Journal of Vascular Surgery
"['1558-2027', '1558-2035']",2019,Wolters Kluwer,pub.1117643354,jour.1022147,Journal of Cardiovascular Medicine
"['2048-8726', '2048-8734']",2019,SAGE Publications,pub.1101222011,jour.1047386,European Heart Journal Acute Cardiovascular Care
"['0003-4932', '1528-1140']",2019,Wolters Kluwer,pub.1111052384,jour.1017225,Annals of Surgery
"['2193-5203', '2193-5211']",2019,Thieme,pub.1120341838,jour.1140726,Aktuelle Kardiologie
"['1553-8389', '1878-5727', '1878-0938']",2019,Elsevier,pub.1107373113,jour.1021154,Cardiovascular Revascularization Medicine
"['1040-8428', '1879-0461']",2019,Elsevier,pub.1115985672,jour.1099795,Critical Reviews in Oncology/Hematology
"['1553-8389', '1878-5727', '1878-0938']",2019,Elsevier,pub.1120495661,jour.1021154,Cardiovascular Revascularization Medicine
"['1053-0770', '1532-8422']",2019,Elsevier,pub.1120372981,jour.1101507,Journal of Cardiothoracic and Vascular Anesthesia
"['0167-5273', '1874-1754']",2019,Elsevier,pub.1120723301,jour.1313661,International Journal of Cardiology
"['0009-9120', '1873-2933']",2019,Elsevier,pub.1116530540,jour.1008871,Clinical Biochemistry
"['0176-5167', '2567-5753']",2019,Thieme,pub.1120769057,jour.1101532,Arthritis und Rheuma
"['0890-5096', '1615-5947']",2019,Elsevier,pub.1112358937,jour.1097002,Annals of Vascular Surgery
"['2035-5106', '2035-5114']",2019,Springer Nature,pub.1107797671,jour.1017325,MUSCULOSKELETAL SURGERY
"['0741-5214', '1097-6809']",2019,Elsevier,pub.1120596878,jour.1094744,Journal of Vascular Surgery
"['0340-1855', '1435-1250']",2019,Springer Nature,pub.1117938412,jour.1019345,Zeitschrift für Rheumatologie
['2324-9269'],2019,Wiley,pub.1117294279,jour.1048081,Molecular Genetics & Genomic Medicine
"['0003-2999', '1526-7598']",2019,Wolters Kluwer,pub.1113608468,jour.1055662,Anesthesia & Analgesia
"['1875-2136', '1875-2128']",2019,Elsevier,pub.1119819274,jour.1297438,Archives of Cardiovascular Diseases
"['0006-2952', '1873-2968']",2019,Elsevier,pub.1116872471,jour.1007365,Biochemical Pharmacology
"['0196-0644', '1097-6760']",2019,Elsevier,pub.1113996339,jour.1090935,Annals of Emergency Medicine
"['1949-8349', '1949-8357']",2019,Journal of Graduate Medical Education,pub.1120341721,jour.1042740,Journal of Graduate Medical Education
"['1529-2908', '1529-2916']",2019,Springer Nature,pub.1117476318,jour.1022778,Nature Immunology
"['0733-8627', '1558-0539']",2019,Elsevier,pub.1114223071,jour.1093597,Emergency Medicine Clinics of North America
"['0890-5096', '1615-5947']",2019,Elsevier,pub.1113705147,jour.1097002,Annals of Vascular Surgery
"['1365-182X', '1477-2574']",2019,Elsevier,pub.1120389143,jour.1022076,Hepato Pancreato Biliary
"['1937-5387', '1937-5395']",2019,Springer Nature,pub.1111058561,jour.1039754,Journal of Cardiovascular Translational Research
"['1365-182X', '1477-2574']",2019,Elsevier,pub.1110890217,jour.1022076,Hepato Pancreato Biliary
"['0893-8512', '1098-6618']",2019,American Society for Microbiology,pub.1119982776,jour.1098275,Clinical Microbiology Reviews
"['2072-0505', '2587-9294']",2019,Moscow Regional Research and Clinical Institute (MONIKI),pub.1120072656,jour.1042218,Almanac of Clinical Medicine
,2019,Cold Spring Harbor Laboratory,pub.1120006752,jour.1293558,bioRxiv
['1932-6203'],2019,Public Library of Science (PLoS),pub.1119992260,jour.1037553,PLoS ONE
"['1818-8346', '2413-4023']",2019,Publishing House ABV Press,pub.1119924890,jour.1044373,Oncohematology
"['1367-4803', '1367-4811']",2019,Oxford University Press (OUP),pub.1119845915,jour.1345383,Bioinformatics
['1932-6203'],2019,Public Library of Science (PLoS),pub.1119861334,jour.1037553,PLoS ONE
"['1942-0900', '1942-0994']",2019,Hindawi,pub.1119872212,jour.1040327,Oxidative Medicine and Cellular Longevity
,2019,Cold Spring Harbor Laboratory,pub.1119759889,jour.1293558,bioRxiv
"['2090-6544', '2090-6552']",2019,Hindawi,pub.1119749863,jour.1046847,Case Reports in Genetics
"['1007-9327', '2219-2840']",2019,Baishideng Publishing Group,pub.1118057660,jour.1020753,World Journal of Gastroenterology
"['2311-4495', '2410-5155']",2019,Arterialnaya Gipertenziya,pub.1118170387,jour.1345353,Translational medicine
['2296-858X'],2019,Frontiers,pub.1118099500,jour.1051073,Frontiers in Medicine
"['0009-7330', '1524-4571']",2019,Wolters Kluwer,pub.1116615773,jour.1005853,Circulation Research
"['0020-7136', '1097-0215']",2019,Wiley,pub.1111265420,jour.1358156,International Journal of Cancer
"['2048-8726', '2048-8734']",2019,SAGE Publications,pub.1117982071,jour.1047386,European Heart Journal Acute Cardiovascular Care
"['0935-9648', '1521-4095']",2019,Wiley,pub.1117859663,jour.1129018,Advanced Materials
"['1197-4982', '1876-4460', '1873-9946', '1876-4479']",2019,Oxford University Press (OUP),pub.1117828423,jour.1039135,Journal of Crohn's and Colitis
"['1078-0998', '1536-4844']",2019,Oxford University Press (OUP),pub.1117808678,jour.1114191,Inflammatory Bowel Diseases
"['1935-2727', '1935-2735']",2019,Public Library of Science (PLoS),pub.1117680888,jour.1037994,PLoS Neglected Tropical Diseases
"['2168-6068', '2168-6084']",2019,American Medical Association (AMA),pub.1113961757,jour.1000637,JAMA Dermatology
"['0941-4355', '1433-7339']",2019,Springer Nature,pub.1117671788,jour.1103473,Supportive Care in Cancer
"['0026-9298', '1433-0474']",2019,Springer Nature,pub.1116542124,jour.1093102,Monatsschrift Kinderheilkunde
"['0026-4725', '1827-1618', '00264725']",2019,Edizioni Minerva Medica,pub.1112903276,jour.1018159,Minerva Cardioangiologica
['2044-6055'],2019,BMJ,pub.1119757048,jour.1044693,BMJ Open
['2059-7029'],2019,BMJ,pub.1119796661,jour.1159613,ESMO Open
"['0016-6480', '1095-6840']",2019,Elsevier,pub.1119956923,jour.1017125,General and Comparative Endocrinology
"['0163-2116', '1573-2568']",2019,Springer Nature,pub.1114026649,jour.1018525,Digestive Diseases and Sciences
"['1941-3289', '1941-3297']",2019,Wolters Kluwer,pub.1117875412,jour.1040340,Circulation Heart Failure
"['1746-8094', '1746-8108']",2019,Elsevier,pub.1113800047,jour.1039070,Biomedical Signal Processing and Control
"['0033-3182', '1545-7206']",2019,Elsevier,pub.1106389684,jour.1017909,Psychosomatics
"['0167-5273', '1874-1754']",2019,Elsevier,pub.1113235722,jour.1313661,International Journal of Cardiology
"['2213-8587', '2213-8595']",2019,Elsevier,pub.1112358533,jour.1049139,The Lancet Diabetes & Endocrinology
"['0007-1323', '1365-2168']",2019,Wiley,pub.1114009073,jour.1358132,British Journal of Surgery
"['0022-2593', '1468-6244']",2019,BMJ,pub.1113668079,jour.1077104,Journal of Medical Genetics
"['0735-1097', '1558-3597']",2019,Elsevier,pub.1119739638,jour.1093746,Journal of the American College of Cardiology
"['0300-0605', '1473-2300']",2019,SAGE Publications,pub.1115659485,jour.1016094,Journal of International Medical Research
"['1029-8428', '1476-3524']",2019,Springer Nature,pub.1113472242,jour.1022448,Neurotoxicity Research
"['0020-1383', '1879-0267']",2019,Elsevier,pub.1115173361,jour.1012680,Injury
"['1069-6563', '1553-2712']",2019,Wiley,pub.1117192372,jour.1105391,Academic Emergency Medicine
"['0022-2593', '1468-6244']",2019,BMJ,pub.1112877833,jour.1077104,Journal of Medical Genetics
"['1553-8389', '1878-5727', '1878-0938']",2019,Elsevier,pub.1113473702,jour.1021154,Cardiovascular Revascularization Medicine
"['1569-5794', '1573-0743']",2019,Springer Nature,pub.1112982157,jour.1025429,The International Journal of Cardiovascular Imaging
"['0012-6667', '1179-1950']",2019,Springer Nature,pub.1117014491,jour.1084788,Drugs
"['0954-691X', '1473-5687']",2019,Wolters Kluwer,pub.1114195447,jour.1100036,European Journal of Gastroenterology & Hepatology
"['0267-1379', '1531-7056']",2019,Wolters Kluwer,pub.1113578370,jour.1095548,Current Opinion in Gastroenterology
['2475-0379'],2019,Wiley,pub.1114837940,jour.1284564,Research and Practice in Thrombosis and Haemostasis
['2073-4409'],2019,MDPI,pub.1117688947,jour.1047891,Cells
"['1226-1769', '2233-9108', '2383-8442']",2019,Korean Society of Medical Genetics,pub.1117648343,jour.1040855,Journal of Genetic Medicine
"['2381-4764', '2381-473X']",2019,American Speech Language Hearing Association,pub.1117637432,jour.1053549,Perspectives of the ASHA Special Interest Groups
"['0028-4793', '1533-4406']",2019,Massachusetts Medical Society,pub.1114811061,jour.1014075,New England Journal of Medicine
"['0028-4793', '1533-4406']",2019,Massachusetts Medical Society,pub.1117501247,jour.1014075,New England Journal of Medicine
"['2169-5717', '2169-5725']",2019,Taylor & Francis,pub.1117496789,jour.1031920,Hearing Balance and Communication
"['0941-4355', '1433-7339']",2019,Springer Nature,pub.1117490592,jour.1103473,Supportive Care in Cancer
['2073-4409'],2019,MDPI,pub.1117424439,jour.1047891,Cells
"['1382-4147', '1573-7322']",2019,Springer Nature,pub.1117299641,jour.1115887,Heart Failure Reviews
"['2047-2404', '2047-2412']",2019,Oxford University Press (OUP),pub.1115222416,jour.1021359,European Heart Journal - Cardiovascular Imaging
"['1362-4393', '1476-5624']",2019,Springer Nature,pub.1117290985,jour.1077060,Spinal Cord
,2019,Cold Spring Harbor Laboratory,pub.1117050411,jour.1293558,bioRxiv
"['0300-0605', '1473-2300']",2019,SAGE Publications,pub.1117009288,jour.1016094,Journal of International Medical Research
['2073-4409'],2019,MDPI,pub.1116663507,jour.1047891,Cells
"['1476-0584', '1744-8395']",2019,Taylor & Francis,pub.1117468955,jour.1031409,Expert Review of Vaccines
,2019,Cold Spring Harbor Laboratory,pub.1116675333,jour.1293558,bioRxiv
"['0962-1067', '1365-2702']",2019,Wiley,pub.1114500984,jour.1312210,Journal of Clinical Nursing
"['1474-0338', '1744-764X']",2019,Taylor & Francis,pub.1113952482,jour.1031779,Expert Opinion on Drug Safety
['2515-5091'],2019,Oxford University Press (OUP),pub.1113126627,jour.1300619,JNCI Cancer Spectrum
"['0923-7534', '1569-8041']",2019,Oxford University Press (OUP),pub.1112862240,jour.1100417,Annals of Oncology
"['2380-6583', '2380-6591']",2019,American Medical Association (AMA),pub.1113961747,jour.1053069,JAMA Cardiology
['2156-7085'],2019,The Optical Society,pub.1114508960,jour.1044173,Biomedical Optics Express
"['0368-2811', '1465-3621']",2019,Oxford University Press (OUP),pub.1111177428,jour.1014910,Japanese Journal of Clinical Oncology
"['0891-5849', '1873-4596']",2019,Elsevier,pub.1113616389,jour.1097289,Free Radical Biology and Medicine
"['0741-5214', '1097-6809']",2019,Elsevier,pub.1117471435,jour.1094744,Journal of Vascular Surgery
"['1934-5925', '1876-861X']",2019,Elsevier,pub.1117186038,jour.1038728,Journal of Cardiovascular Computed Tomography
"['1174-5886', '1179-6901']",2019,Springer Nature,pub.1112504554,jour.1020803,Drugs in R&D
"['0121-8123', '2027-9000']",2019,Elsevier,pub.1117649708,jour.1037229,Revista Colombiana de Reumatología
"['1878-786X', '1768-3157']",2019,Elsevier,pub.1114025988,jour.1013212,Journal de Chirurgie Viscérale
"['1070-5295', '1531-7072']",2019,Wolters Kluwer,pub.1113709763,jour.1113861,Current Opinion in Critical Care
"['0955-0674', '1879-0410']",2019,Elsevier,pub.1117045885,jour.1099604,Current Opinion in Cell Biology
"['0897-1900', '1531-1937']",2019,SAGE Publications,pub.1113293060,jour.1098842,Journal of Pharmacy Practice
"['1176-9106', '1178-2005']",2019,Taylor & Francis,pub.1116682943,jour.1036809,International Journal of Chronic Obstructive Pulmonary Disease
"['1070-5295', '1531-7072']",2019,Wolters Kluwer,pub.1113463727,jour.1113861,Current Opinion in Critical Care
"['0815-9319', '1440-1746']",2019,Wiley,pub.1110710870,jour.1096383,Journal of Gastroenterology and Hepatology
"['1616-9670', '1616-9727']",2019,Thieme,pub.1117480632,jour.1141536,Gastroenterologie up2date
['1043-1489'],2019,Elsevier,pub.1113361216,jour.1100459,Seminars in Colon and Rectal Surgery
"['8756-0437', '1098-2388', '0022-4790', '1096-9098']",2019,Wiley,pub.1111981576,jour.1088501,Journal of Surgical Oncology
"['1357-0560', '1559-131X']",2019,Springer Nature,pub.1113668509,jour.1094524,Medical Oncology
"['1462-8910', '1463-1318']",2019,Wiley,pub.1111671763,jour.1020799,Colorectal Disease
"['1445-1433', '1445-2197']",2019,Wiley,pub.1113996780,jour.1059303,ANZ Journal of Surgery
"['8756-3282', '1873-2763']",2019,Elsevier,pub.1112703986,jour.1095411,Bone
"['1878-786X', '1768-3157', '1878-7886']",2019,Elsevier,pub.1114012978,jour.1013212,Journal de Chirurgie Viscérale
"['0022-2593', '1468-6244']",2019,BMJ,pub.1113300486,jour.1077104,Journal of Medical Genetics
"['1556-3790', '1556-3804']",2019,Springer Nature,pub.1113755016,jour.1035689,Current Colorectal Cancer Reports
"['1462-3889', '1532-2122']",2019,Elsevier,pub.1112469929,jour.1297504,European Journal of Oncology Nursing
"['1523-3855', '2167-6275']",2019,Springer Nature,pub.1112970467,jour.1021171,Current Anesthesiology Reports
"['0269-2813', '1365-2036']",2019,Wiley,pub.1113469910,jour.1097143,Alimentary Pharmacology & Therapeutics
"['0960-9776', '1532-3080']",2019,Elsevier,pub.1111255541,jour.1102857,The Breast
"['0270-9139', '1527-3350']",2019,Wiley,pub.1111751877,jour.1093917,Hepatology
['2468-6018'],2019,Elsevier,pub.1112542153,jour.1300724,IFAC Journal of Systems and Control
"['1352-0504', '1365-2893']",2019,Wiley,pub.1111567028,jour.1112430,Journal of Viral Hepatitis
"['1521-690X', '1878-1594']",2019,Elsevier,pub.1119915027,jour.1023270,Best Practice & Research Clinical Endocrinology & Metabolism
"['1941-7640', '1941-7632']",2019,Wolters Kluwer,pub.1117008764,jour.1041209,Circulation Cardiovascular Interventions
"['2193-5203', '2193-5211']",2019,Thieme,pub.1117304054,jour.1140726,Aktuelle Kardiologie
"['0002-9270', '1572-0241']",2019,Wolters Kluwer,pub.1112513544,jour.1019809,The American Journal of Gastroenterology
"['0932-0067', '1432-0711']",2019,Springer Nature,pub.1112470474,jour.1017365,Archives of Gynecology and Obstetrics
"['1443-9506', '1444-2892']",2019,Elsevier,pub.1117367664,jour.1023705,Heart Lung and Circulation
"['1521-690X', '1878-1594']",2019,Elsevier,pub.1113453987,jour.1023270,Best Practice & Research Clinical Endocrinology & Metabolism
"['2586-6052', '2586-6060']",2019,The Korean Society of Critical Care Medicine,pub.1113516189,jour.1048670,Acute and Critical Care
"['1574-8871', '1876-1038', '15748871']",2019,Bentham Science Publishers,pub.1111842976,jour.1036688,Reviews on Recent Clinical Trials
"['1753-495X', '1753-4968']",2019,SAGE Publications,pub.1116155033,jour.1039530,Obstetric Medicine
"['2345-4563', '2645-4904']",2019,,pub.1120435148,jour.1051174,Emergency
